V_BZNO,DEFAULT_YM,IS_RECOVERED,RECOVER_DT,DEFAULT_DT,DSH_RSN_CNT,DSH_RSN_DSC,RECOVER_YM
1000028877,202401,0,,2024-01-15,1,10,
1000028883,202401,0,,2024-01-25,1,41,
1000028897,202508,0,,2025-08-09,1,41,
1000028907,202503,0,,2025-03-28,1,41,
1000028939,202511,0,,2025-11-07,1,41,
1000028991,202303,1,2023-06-28,2023-03-30,1,41,202306
1000028991,202401,0,,2024-01-23,1,10,
1000029001,202605,0,,2026-05-02,1,41,
1000029029,202406,1,2024-06-13,2024-06-01,1,41,202406
1000029029,202506,0,,2025-06-28,1,41,
1000029035,202312,0,,2023-12-27,1,41,
1000029050,202503,0,,2025-03-05,1,41,
1000029057,202511,0,,2025-11-14,1,41,
1000029060,202508,0,,2025-08-26,1,41,
1000029072,202108,1,2022-06-29,2021-08-23,1,41,202206
1000029072,202302,1,2023-06-29,2023-02-27,1,10,202306
1000029072,202310,0,,2023-10-19,1,41,
1000029126,202411,0,,2024-11-08,1,40,
1000029129,202407,0,,2024-07-20,1,41,
1000029135,202201,0,,2022-01-06,1,41,
1000029145,202409,0,,2024-09-09,1,41,
1000029158,202405,1,2024-11-15,2024-05-23,1,41,202411
1000029166,202411,0,,2024-11-22,1,41,
1000029170,202403,0,,2024-03-23,1,41,
1000029205,202302,1,2023-03-08,2023-02-25,1,41,202303
1000029205,202306,1,2023-07-31,2023-06-08,1,10,202307
1000029205,202311,0,,2023-11-02,1,10,
1000029223,202505,0,,2025-05-20,1,41,
1000029298,202504,0,,2025-04-28,1,41,
1000029304,202412,0,,2024-12-27,1,41,
1000029402,202512,0,,2025-12-20,1,41,
1000029406,202601,0,,2026-01-17,1,41,
1000029417,202509,0,,2025-09-16,1,41,
1000029418,202411,0,,2024-11-20,1,41,
1000029426,202407,0,,2024-07-04,1,41,
1000029442,202602,0,,2026-02-14,1,41,
1000029451,202401,0,,2024-01-29,1,41,
1000029470,202211,0,,2022-11-07,1,41,
1000029474,202510,0,,2025-10-02,1,41,
1000029477,202604,0,,2026-04-02,1,41,
1000029484,202508,0,,2025-08-02,1,41,
1000029518,202508,0,,2025-08-21,1,41,
1000029526,202511,0,,2025-11-22,1,41,
1000029536,202601,0,,2026-01-19,1,41,
1000029548,202505,0,,2025-05-21,1,41,
1000029620,202405,1,2024-06-28,2024-05-23,1,41,202406
1000029620,202408,0,,2024-08-29,1,41,
1000029627,202508,0,,2025-08-01,1,41,
1000029628,202604,0,,2026-04-25,1,41,
1000029674,202412,0,,2024-12-05,1,41,
1000029733,202506,0,,2025-06-10,1,41,
1000029744,202511,0,,2025-11-27,1,41,
1000029747,202507,0,,2025-07-26,1,41,
1000029769,202511,0,,2025-11-12,1,41,
1000029776,202506,0,,2025-06-25,1,41,
1000029813,202410,0,,2024-10-22,1,41,
1000029814,202509,0,,2025-09-15,1,41,
1000029827,202511,0,,2025-11-05,1,41,
1000029844,202508,0,,2025-08-07,1,41,
1000029849,202511,0,,2025-11-18,1,41,
1000029871,202209,0,,2022-09-19,1,41,
1000029894,202409,0,,2024-09-06,1,41,
1000029901,202507,0,,2025-07-11,1,41,
1000029911,202511,0,,2025-11-29,1,41,
1000029912,202511,0,,2025-11-22,1,41,
1000029954,202502,0,,2025-02-03,1,41,
1000029960,202401,0,,2024-01-24,1,41,
1000029962,202510,0,,2025-10-20,1,41,
1000029963,202510,0,,2025-10-02,1,41,
1000030006,202410,0,,2024-10-10,1,41,
1000030015,202605,0,,2026-05-02,1,41,
1000030029,202412,0,,2024-12-27,1,41,
1000030037,202409,0,,2024-09-21,1,41,
1000030057,202508,0,,2025-08-22,1,41,
1000030076,202512,0,,2025-12-05,1,41,
1000030081,202410,0,,2024-10-04,1,41,
1000030094,202412,0,,2024-12-27,1,41,
1000030115,202509,0,,2025-09-25,1,41,
1000030225,202212,0,,2022-12-08,1,41,
1000030240,202410,0,,2024-10-12,1,41,
1000030253,202509,0,,2025-09-06,1,41,
1000030255,202212,0,,2022-12-14,1,41,
1000030256,202407,0,,2024-07-20,1,41,
1000030287,202410,0,,2024-10-04,1,41,
1000030293,202604,0,,2026-04-04,1,41,
1000030329,202604,0,,2026-04-03,1,41,
1000030342,202408,0,,2024-08-03,1,41,
1000030369,202604,0,,2026-04-17,1,41,
1000030381,202312,0,,2023-12-08,1,41,
1000030489,202501,0,,2025-01-08,1,41,
1000030560,202404,0,,2024-04-03,1,41,
1000030589,202501,0,,2025-01-16,1,41,
1000030590,202501,0,,2025-01-14,1,41,
1000030596,202504,0,,2025-04-21,1,41,
1000030598,202507,0,,2025-07-25,1,41,
1000030613,202507,0,,2025-07-18,1,41,
1000030635,202503,0,,2025-03-14,1,41,
1000030660,202501,0,,2025-01-24,1,41,
1000030668,202512,0,,2025-12-01,1,41,
1000030680,202508,0,,2025-08-30,1,41,
1000030728,202602,0,,2026-02-27,1,41,
1000030784,202407,0,,2024-07-05,1,41,
1000030817,202504,0,,2025-04-28,1,41,
1000030855,202409,1,2025-04-18,2024-09-23,1,41,202504
1000030855,202507,0,,2025-07-18,1,41,
1000030864,202309,0,,2023-09-05,1,41,
1000030907,202402,0,,2024-02-29,1,41,
1000030929,202506,0,,2025-06-28,1,41,
1000030954,202601,0,,2026-01-07,1,41,
1000030955,202312,0,,2023-12-08,1,41,
1000030983,202407,0,,2024-07-18,1,41,
1000031004,202510,0,,2025-10-01,1,41,
1000031034,202412,1,2025-06-30,2024-12-05,1,41,202506
1000031034,202511,0,,2025-11-14,1,41,
1000031052,202301,1,2023-06-16,2023-01-30,1,41,202306
1000031052,202408,0,,2024-08-28,1,41,
1000031134,202502,0,,2025-02-20,1,41,
1000031170,202604,0,,2026-04-02,1,41,
1000031188,202603,1,2026-03-11,2026-03-07,1,41,202603
1000031225,202412,1,2025-04-03,2024-12-19,1,41,202504
1000031227,202512,0,,2025-12-31,1,41,
1000031229,202601,0,,2026-01-24,1,41,
1000031234,202406,1,2025-05-07,2024-06-13,1,41,202505
1000031234,202601,0,,2026-01-27,1,10,
1000031290,202507,0,,2025-07-19,1,41,
1000031296,202512,0,,2025-12-27,1,41,
1000031323,202601,0,,2026-01-23,1,41,
1000031380,202601,0,,2026-01-23,1,41,
1000031441,202407,0,,2024-07-15,1,41,
1000031473,202604,0,,2026-04-17,1,41,
1000031475,202601,0,,2026-01-08,1,41,
1000031479,202507,0,,2025-07-26,1,41,
1000031502,202601,0,,2026-01-09,1,41,
1000031534,202604,0,,2026-04-30,1,41,
1000031549,202511,0,,2025-11-28,1,40,
1000031606,202601,0,,2026-01-09,1,41,
1000031639,202408,0,,2024-08-03,1,41,
1000031655,202509,0,,2025-09-09,1,41,
1000031670,202604,0,,2026-04-18,1,41,
1000031746,202603,0,,2026-03-26,1,41,
1000031756,202504,0,,2025-04-03,1,41,
1000031789,202601,0,,2026-01-26,1,41,
1000031898,202507,0,,2025-07-25,1,41,
1000031929,202507,0,,2025-07-12,1,41,
1000031976,202501,1,2025-02-25,2025-01-23,1,41,202502
