V_BZNO|BAS_YM|FC_AM1|LA_INSP_KRW_AM1|FC_AM2|LA_INSP_KRW_AM2|FC_AM3|LA_INSP_KRW_AM3|FC_AM4|LA_INSP_KRW_AM4|LA_INSP_KRW_AM5|
가상_사업자번호|기준년월 |미국_외화|미국_원화|일본_외화|일본_원화|중국_외화|중국_원화|유럽_외화|유럽_원화|계_원화|
1000007402|202412|24559826|36103|||||66556|102|36205|
1000007403|202212|147183|187|||||||187|
1000007404|202112|1643522|1949|||||||1949|
1000007404|202212|1401586|1776|||||||1776|
1000007404|202412|708856|1042|||||||1042|
1000007407|202312|||||||||0|
1000007407|202412|||||||||0|
1000007415|202112|8469139|10040|1338387164|13789|||2628000|3528|27357|
1000007415|202212|8242150|10445|1406493692|13406|||1237000|1671|25522|
1000007415|202312|13854375|17864|1270463614|11594|||4369600|6234|35692|
1000007415|202412|9925696|14591|1370875186|12838|||2790000|4265|31694|
1000007417|202112|0|19483|0|231|||0|197|19911|
1000007417|202212|6814000|8612|||||8000|11|8623|
1000007417|202312|||3216000|29|||||29|
1000007418|202112|0|456288|0|44574|||0|28709|530313|
1000007418|202212|0|1090160|0|12699|||0|16787|1119702|
1000007418|202312|0|1246957|0|40537|||0|50806|1338477|
1000007418|202412|0|1219009|0|26941|0|226|0|54817|1301088|
1000007418|202512|0|1877110|0|46696|||0|977|1924783|
1000007423|202112|652641000|773706|||2000|1|24269000|32578|806346|
1000007423|202212|251988000|319345|92910000|886|160000|29|7901000|10676|331695|
1000007423|202312|235688000|303897|68636000|626|90000|16|7009000|9999|314538|
1000007423|202412|74033000|108828|||282000|57|1043000|1594|110479|
1000007428|202112|0|224|0|1139|0|82|0|5|1450|
1000007428|202212|0|377|0|14|0|75|0|1059|1525|
1000007428|202312|0|965|0|8|0|319|0|1336|2628|
1000007428|202412|0|989|0|17|0|323|0|1164|2493|
1000007431|202112|13291930|15758|||||||15758|
1000007431|202212|24568928|31136|||||||31136|
1000007431|202312|23205874|29922|||||||29922|
1000007431|202412|23782139|34960|||||||34960|
1000007433|202112|8225092|9750|68892480|710|||||10460|
1000007433|202212|7060373|8967|53658433|511|||2362|3|9481|
1000007433|202312|9704052|12512|44995609|411|||||12923|
1000007433|202412|6683566|9826|49687997|465|||||10291|
1000007435|202312|||13017921|119|||||119|
1000007435|202412|||||||||0|
1000007436|202112|5173000|6132|||||||6132|
1000007436|202212|5060000|6412|||636000|115|||6527|
1000007436|202312|164000|211|||21000|4|||215|
1000007436|202412|848000|1246|||1590000|320|||1566|
1000007439|202112|8922000|10577|||||190000|255|10832|
1000007439|202212|13051000|16540|||||120000|162|16702|
1000007439|202312|12148000|15664|||||90000|128|15792|
1000007439|202412|12480000|18346|||58000|12|4000|6|18364|
1000007440|202112|10920000|13000|||||||13000|
1000007440|202212|12920000|16374|||||||16374|
1000007440|202312|25884000|33374|||||||33374|
1000007440|202412|||||||||0|
1000007441|202112|16010249|18980|||||||18980|
1000007441|202212|21104684|26746|||||||26746|
1000007441|202312|3034435|3913|||||21882|31|3944|
1000007441|202412|7424905|10914|||||||10914|
1000007443|202212|0|9832|0|708|0|9056|0|233|19829|
1000007443|202312|0|14838|0|474|0|4303|0|260|19875|
1000007444|202112|41930|50|||||||50|
1000007444|202212|40930|52|||||||52|
1000007444|202312|33000|43|||||||43|
1000007444|202412|32690|48|||||||48|
1000007446|202112|0|61045|||||||61045|
1000007446|202212|0|42073|||||||42073|
1000007446|202312|0|30437|||0|22|||30459|
1000007446|202412|0|36285|0|23|0|24|||36332|
1000007449|202312|||||||||0|
1000007449|202412|||||||||0|
1000007452|202112|157177553|186334|4300|0|250|0|8679|12|186349|
1000007452|202212|122204103|154869|4300|0|250|0|8581|12|154884|
1000007452|202312|85580977|110348|4300|0|17054114|3084|8679|12|113498|
1000007452|202412|93913150|138053|4300|0|204725|41|8679|13|138112|
1000007454|202112|0|15047|0|34|||0|973|16118|
1000007454|202212|0|16896|0|46|||0|1184|18670|
1000007454|202312|0|18275|||||0|1052|19327|
1000007454|202412|0|6336|0|181|||0|876|7953|
1000007458|202412|1612711|2079|||||||2079|
1000007460|202112|1039167|1232|||||||1232|
1000007460|202212|1773195|2247|||||||2247|
1000007460|202312|1430939|1845|||||||1845|
1000007460|202412|1425201|2095|||||||2095|
1000007461|202112|0|3084|||0|4327|0|399|8336|
1000007461|202212|0|2959|||0|5429|0|143|8566|
1000007461|202412|0|2235|||0|2962|0|251|5448|
1000007474|202112|8858000|10501|||||||10501|
1000007474|202212|9109000|11544|||||||11544|
1000007474|202312|3754000|4841|||2000|0|||4841|
1000007474|202412|4885000|7181|||2000|0|||7181|
1000007475|202112|0|797|||||||797|
1000007475|202212|0|784|||||||784|
1000007475|202312|0|111|||||||111|
1000007475|202412|0|133|||||||133|
1000007476|202112|10693965|12678|||3249089|605|||13283|
1000007476|202212|3348874|4244|||972077|176|693215|937|5357|
1000007476|202312|11027481|14219|||||||14219|
1000007476|202412|3738434|5495|||172652|35|||5530|
1000007477|202112|0|24618|0|1016|||||25634|
1000007477|202212|0|200846|0|6868|||||207714|
1000007477|202312|0|205719|0|3901|||||209620|
1000007477|202412|0|221852|0|2990|||||224842|
1000007478|202212|6151480|7796|||||||7796|
1000007480|202112|880637|1044|11712000|121|||285|0|1165|
1000007480|202212|4084663|5176|||||11672|16|5192|
1000007480|202312|||||||||0|
1000007481|202112|||||||8671|12|12|
1000007481|202212|||||||8671|12|12|
1000007481|202312|||||||||0|
1000007481|202412|||||||||0|
1000007482|202112|232856|276|50000000|515|||||791|
1000007482|202212|71500|91|50000000|477|||||568|
1000007482|202312|65100|84|50000000|456|||||540|
1000007482|202412|37000|54|50000000|468|||||522|
1000007489|202312|||||||||0|
1000007489|202412|||||||||0|
1000007494|202312|||||||||0|
1000007494|202412|||||||||0|
1000007497|202312|171832|222|||||||222|
1000007497|202412|360870|531|||||||531|
1000007512|202112|925770|1099|||3880072|722|||1826|
1000007512|202212|566944|719|||1262285|229|||948|
1000007512|202312|360367|465|||491790|89|||554|
1000007512|202412|440806|649|||773984|156|||805|
1000007513|202212|0|2677|||||||2677|
1000007513|202312|0|1850|||||||1850|
1000007513|202412|0|361|||||||361|
1000007519|202112|2768000|3281|||||||3281|
1000007519|202212|16466000|20867|||||||20867|
1000007519|202312|24448000|31523|||||||31523|
1000007519|202412|0|26930|||||||26930|
1000007521|202112|179469|213|||||||213|
1000007521|202212|179470|227|||||||227|
1000007528|202112|18417977|21835|||||100439|135|21970|
1000007528|202212|22694823|28761|||||156753|212|28973|
1000007528|202312|23471|30263|||||||30263|
1000007528|202412|16583968|24379|||||||24379|
1000007533|202212|7800|10|||||||11|
1000007533|202312|66719|86|||||||96|
1000007533|202412|20511|30|||||||30|
1000007539|202212|0|84|||||||84|
1000007543|202112|49817|59|||||||59|
1000007543|202212|5842|7|||||||7|
1000007543|202312|12793|16|||||||16|
1000007543|202412|49829|73|||||||73|
1000007554|202112|500000|593|||||||593|
1000007554|202212|500000|634|||||||634|
1000007554|202312|500000|645|||||||645|
1000007554|202412|||||||||0|
1000007556|202112|0|1537|0|11|||||1548|
1000007556|202212|0|2942|0|7|||||2949|
1000007556|202312|0|3848|0|8|||||3856|
1000007556|202412|0|6575|0|12|||||6587|
1000007557|202112|50891158|60331|11704000|121|||245196|329|60781|
1000007557|202212|40626169|51486|||||473830|640|52126|
1000007557|202312|39782735|51296|||||391045|558|51854|
1000007557|202412|42585678|62601|||||||62601|
1000007559|202112|2875958|3409|||||||3409|
1000007559|202212|4470917|5666|||||||5666|
1000007559|202312|2911754|3754|||||||3754|
1000007559|202412|2440413|3587|||||||3587|
1000007565|202112|17041087|20202|265848|2739|||||22941|
1000007565|202212|19798987|25091|200000000|1906|||||26997|
1000007565|202312|28263985|36443|200000000|1825|||||38268|
1000007565|202412|30690737|45116|200000000|1873|||||46989|
1000007566|202112|1003000|1189|210000000|2164|||||3353|
1000007566|202212|650000|824|210000000|2002|||||2826|
1000007566|202312|1511000|1949|210000000|1917|||||3866|
1000007566|202412|2163000|3180|210000000|1967|||||5147|
1000007567|202112|0|43856|||||||43856|
1000007567|202212|0|51199|||||||51199|
1000007567|202312|0|27913|||||||27913|
1000007567|202412|0|33474|||||||33474|
1000007571|202312|||||||||0|
1000007572|202112|238074000|282236|||||||282236|
1000007572|202212|321276000|407622|||||||407622|
1000007572|202312|242658000|312883|||||||312883|
1000007572|202412|276118000|405893|||||||405893|
1000007575|202112|9115|11|||2551697|475|||489|
1000007575|202212|10837|14|||444069|80|||97|
1000007575|202312|||||||||3|
1000007575|202412|34289|51|||118133|24|||78|
1000007577|202112|0|164042|||||||164042|
1000007577|202212|0|93381|0|16|||||93397|
1000007577|202312|0|104853|||||||104853|
1000007577|202412|0|106261|0|57|||||106318|
1000007578|202112|1781820|2112|||||||2112|
1000007578|202312|700346|903|||||||903|
1000007578|202412|703514|913|||||||913|
1000007583|202312|||||||||0|
1000007583|202412|||||||||0|
1000007589|202112|45128670|53501|||||778574|1045|55190|
1000007589|202212|28822094|36527|250000000|2383|||8355733|11291|50418|
1000007589|202312|40764080|52561|1260000000|11499|||4671648|6665|70870|
1000007589|202412|43653241|64170|1260000000|11800|||7498984|11464|87584|
1000007595|202412|545965|802|||||497985|761|1627|
1000007601|202112|0|33945|||||||37370|
1000007601|202212|0|41834|||||||86645|
1000007601|202312|0|218|||||||47366|
1000007601|202412|0|91|||||||129|
1000007602|202112|1640|2|||||||6|
1000007602|202312|||||||||0|
1000007602|202412|||||||||0|
1000007615|202112|0|370|||||||370|
1000007615|202212|0|297|||||0|243|540|
1000007615|202312|0|101|||||||101|
1000007618|202112|45400|54|||||||54|
1000007618|202212|405262|514|||||||514|
1000007618|202312|1760150|2270|||||||2270|
1000007618|202412|760150|1117|||||||1117|
1000007620|202412|||||||||0|
1000007622|202112|47258000|56024|||||||56024|
1000007622|202212|17149000|21732|||||||21732|
1000007622|202312|2062000|2659|||||||2659|
1000007622|202412|1827000|2686|||||||2686|
1000007626|202112|0|16|0|34|||||50|
1000007626|202212|0|6|||||||6|
1000007626|202312|0|23|||||||23|
1000007626|202412|0|1|||||||1|
1000007626|202512|0|1|||||||1|
1000007632|202112|0|9|||||||9|
1000007632|202312|0|22|||||0|432|454|
1000007632|202412|0|173|||||||173|
1000007644|202112|859564|1019|||||||1019|
1000007644|202212|650456|1038|||||||1038|
1000007644|202312|837125|1079|||||||1079|
1000007644|202412|797071|1172|||||||1172|
1000007650|202112|66719897|79096|657195|7|||291312|391|79494|
1000007650|202212|68772734|87156|208725|2|||703053|950|88108|
1000007650|202312|59533000|76762|957000|9|||1177000|1680|78451|
1000007650|202412|66334000|97510|||||526000|804|98314|
1000007651|202112|446308|529|||||-45655|-62|477|
1000007651|202212|903855|1146|||227262|41|32540|43|1233|
1000007651|202312|12784|17|||||29104|41|66|
1000007651|202412|681765|1002|300640|3|||247021|378|1383|
1000007652|202412|||||||||0|
1000007655|202203|||72119563|716|||||716|
1000007655|202303|||236631257|2323|||||2323|
1000007655|202403|||66358688|591|||||591|
1000007655|202503|||173275952|1702|||||1702|
1000007657|202412|||||||||0|
1000007659|202312|4199965|5415|||||163981|234|5649|
1000007659|202412|4165117|6123|||||83635|128|6251|
1000007666|202112|5277000|6292|||||||6292|
1000007666|202212|816|1034|||||||1034|
1000007666|202312|1658000|2138|||||25000|35|2173|
1000007666|202412|5067000|7448|||||||7448|
1000007673|202412|||||||||0|
1000007683|202112|10791954|12794|||||411019|552|13346|
1000007683|202212|4293023|5440|||||268994|363|5803|
1000007683|202312|7045737|9085|||||313687|448|9533|
1000007683|202412|5526830|8127|||||156558|239|8366|
1000007685|202112|3934134|4664|||||||4664|
1000007685|202212|6228432|7893|||||||7893|
1000007685|202312|6228432|7893|||||||7893|
1000007685|202412|6193585|9105|||||||9105|
1000007690|202112|4609924|5465|110563638|1139|||||6604|
1000007690|202212|968376|1227|136557604|1302|||||2529|
1000007690|202312|257239|332|868947322|7931|||||8263|
1000007690|202412|515000|757|316458050|2966|35810000|7208|||10931|
1000007694|202112|6083795|7212|||||||7212|
1000007694|202212|9100859|11534|||||||11534|
1000007694|202312|12281697|15836|||||59446|85|15921|
1000007694|202412|4895861|7197|||||||7197|
1000007735|202112|367821|436|206155896|2124|||||2560|
1000007735|202212|||196212208|1870|||||1870|
1000007735|202312|||198176487|1809|||||1809|
1000007735|202412|242004|356|172833351|1619|95118000|19144|||21119|
1000007747|202112|321109|381|||||||381|
1000007747|202412|132849|195|||||||195|
1000007749|202312|||||||||0|
1000007768|202503|3458034|5071|||||402362|639|5710|
1000007781|202212|||||||||0|
1000007781|202312|||||||||0|
1000007786|202112|||18000000|185|||||185|
1000007786|202212|||18000000|172|||||172|
1000007786|202312|||29119000|266|||||266|
1000007786|202412|||24250000|227|||||227|
1000007805|202412|35703|52|||||||52|
1000007806|202112|214867|255|25804488|266|1264009|235|300|0|756|
1000007806|202212|468970|594|7810567|74|1232729|224|456|1|893|
1000007806|202312|0|133|0|73|0|187|0|2|395|
1000007806|202412|0|55|0|181|0|170|0|2|408|
1000007808|202112|0|720|||||0|344|1064|
1000007808|202212|0|2024|0|556|||0|292|2872|
1000007808|202312|0|877|0|337|||0|12202|13416|
1000007808|202412|0|3764|0|113|||0|3898|7775|
1000007818|202112|2288684|2713|||||||2713|
1000007818|202212|619980|785|||||||785|
1000007818|202312|876490|1130|||||544780|777|1907|
1000007818|202412|3841043|5646|||||696475|1065|6711|
1000007820|202112|805|1|||||||1|
1000007820|202312|293313|378|||||||378|
1000007820|202412|152000|223|||||||223|
1000007825|202112|1000|1|||||||1|
1000007825|202212|1000|1|||||||1|
1000007825|202312|1000|1|||||||1|
1000007851|202112|0|380|||||||642|
1000007851|202212|0|957|||||||1001|
1000007851|202312|0|100|||||||100|
1000007851|202412|0|37931|||||||37931|
1000007855|202212|0|66299|0|253|||0|308|66860|
1000007855|202312|0|69399|0|1095|||0|325|71070|
1000007855|202412|0|32634|0|382|||0|348|33364|
1000007858|202412|2850060|4190|||35462056|7137|||11330|
1000007868|202112|878719|1039|47971182|494|||||1533|
1000007868|202212|621714|788|23290085|222|||||1010|
1000007868|202312|1502209487|1502|||||||1502|
1000007868|202412|7435|3690|54610|511|||||4201|
1000007878|202312|6677|9|||||||9|
1000007882|202312|||||||||0|
1000007882|202412|||||||||0|
1000007920|202312|886673|1144|||||49735|71|1215|
1000007920|202412|470634|692|||||355898|544|1236|
1000007982|202112|0|315|||||||315|
1000007982|202212|0|310|||||||310|
1000007982|202312|0|988|||||||988|
1000007982|202412|0|873|||||||873|
1000007995|202112|616912|731|4032580|42|||112308|151|924|
1000007995|202212|810134|1027|2794452|26|||180687|241|1294|
1000007995|202312|700688|903|1073159|10|||152449|217|1130|
1000007995|202412|481969|708|982174|9|||112486|172|889|
1000007996|202112|9920|12|||||||12|
1000007996|202312|780372|1006|||||||1006|
1000007996|202412|442899|651|||||1746100|2669|3320|
1000008002|202312|||||||||0|
1000008002|202412|||||||||0|
1000008018|202112|507233|601|||||395700|531|1132|
1000008018|202212|321720|408|||||169000|228|636|
1000008018|202312|639099|824|46400000|423|||180600|258|1505|
1000008018|202412|1156251|1700|12400000|116|||||1816|
1000008021|202312|||||||||0|
1000008021|202412|||||||||0|
1000008023|202312|||||||||0|
1000008023|202412|||||||||0|
1000008031|202112|0|25|||0|5|||30|
1000008031|202212|0|86|||0|4|||90|
1000008031|202312|0|71|||0|10|||81|
1000008031|202412|0|1635|||0|6|||1641|
1000008032|202112|2546158|3019|||||||3019|
1000008032|202212|545730|692|||||||692|
1000008032|202312|116637|150|||||||150|
1000008032|202412|89536|132|||||||132|
1000008037|202312|||||||||0|
1000008037|202412|||||||||0|
1000008041|202112|508891|603|||||||603|
1000008041|202212|1076086|1364|||||||1364|
1000008041|202312|1627822|2099|||||||2099|
1000008041|202412|1719533|2528|||||||2528|
1000008044|202312|||||||||0|
1000008044|202412|||||||||0|
1000008046|202112|0|8730|||||||8730|
1000008046|202212|0|11652|||||||11652|
1000008046|202312|0|9061|||||||9061|
1000008046|202412|0|9837|||||||9837|
1000008047|202312|39041|50|||||||50|
1000008047|202412|0|341|||||||341|
1000008050|202112|0|118248|0|55412|||||175962|
1000008050|202212|0|142002|0|51552|||||201364|
1000008052|202312|||||||||0|
1000008052|202412|245729|361|||||57075|87|448|
1000008060|202112|38056|45|||||||45|
1000008060|202212|5247732|6651|||||||6651|
1000008060|202312|9339484|12042|||||||12042|
1000008060|202412|6276233|9226|||||||9226|
1000008078|202212|21808|28|||34000|6|||34|
1000008088|202112|4000|5|||||||5|
1000008088|202312|||||||||0|
1000008088|202412|||||||||0|
1000008125|202412|0|3465|0|22|||||3487|
1000008138|202112|6400|8|||||||8|
1000008138|202212|5200|7|||||||7|
1000008138|202312|||||||||0|
1000008138|202412|||||||||0|
1000008154|202112|3006195|3564|980941635|10106|||||13670|
1000008154|202312|||||||||0|
1000008155|202112|0|3316|0|2436|0|1734|||7486|
1000008155|202212|0|2238|0|1623|0|1329|||5359|
1000008155|202312|0|3696|0|1537|0|38|||5271|
1000008155|202412|0|436|0|1248|0|59|||1765|
1000008169|202312|||||||||0|
1000008169|202412|||||||||0|
1000008178|202312|||||||||0|
1000008178|202412|||||||||0|
1000008182|202312|||||||||0|
1000008182|202412|||||||||0|
1000008188|202112|0|9|||||||9|
1000008208|202112|56650|67|||||3600|5|72|
1000008208|202212|90165|118|||||||118|
1000008208|202312|9950|14|||||700|1|15|
1000008208|202412|48450|71|||||||71|
1000008212|202112|0|5933|||||||6009|
1000008212|202212|0|5615|||||||5698|
1000008212|202312|0|4625|||||||4665|
1000008212|202412|0|4871|||||||4928|
1000008220|202312|||||||||0|
1000008220|202412|315052|463|45391237|425|||||888|
1000008229|202112|323809|384|||||||384|
1000008229|202312|||||||||0|
1000008229|202412|253870|373|||||||373|
1000008244|202312|||||||||0|
1000008244|202412|||||||||0|
1000008274|202312|507626|655|||||99849|142|797|
1000008275|202112|1790|2|||||||2|
1000008275|202212|1790|2|||||||2|
1000008275|202312|1790|2|||||||2|
1000008275|202412|47390|70|||||||70|
1000008287|202112|39575|47|||||||47|
1000008287|202212|39575|47|||||||47|
1000008287|202312|40|51|||||||51|
1000008287|202412|92076|135|||||||135|
1000008288|202312|1382005|1782|||||||1782|
1000008288|202412|170098|250|||||||250|
1000008295|202112|||116747000|1203|||||1203|
1000008295|202212|||83248000|794|||||794|
1000008295|202312|||38119000|348|||||348|
1000008295|202412|||39420000|369|||||369|
1000008315|202312|||||||||0|
1000008315|202412|||||||||0|
1000008344|202112|3196988|3790|||||||3790|
1000008344|202212|3965468|5026|||||||5026|
1000008344|202312|3984158|5138|||||||5138|
1000008344|202412|3774959|5549|||||||5549|
1000008352|202412|27954|41|||||||41|
1000008359|202112|407964|484|||||174385|234|718|
1000008359|202212|933446|1183|||||||1183|
1000008359|202312|962628|1242|||||115|0|1242|
1000008359|202412|620337|862|||||||862|
1000008362|202112|||147215760|1517|||||1517|
1000008362|202212|3250963|4120|127633705|1217|||||5337|
1000008362|202312|2313674|2983|||||||2983|
1000008362|202412|3312166|4869|70378189|659|||||5528|
1000008390|202112|8568345|10164|9127792|94|||39784|53|10311|
1000008390|202212|5607685|7107|7648000|73|||||7180|
1000008390|202312|5995724|7731|6000000|55|||||7786|
1000008390|202412|7806950|11477|||||3405|5|11482|
1000008391|202412|81290|119|||||||119|
1000008392|202112|0|180838|||0|1624|0|493|183225|
1000008392|202212|0|205967|||0|597|0|577|207686|
1000008392|202312|0|177436|0|277|0|995|0|4045|183961|
1000008392|202412|0|127806|||0|1897|0|4141|135116|
1000008393|202112|5314000|6300|||||1000|1|6301|
1000008393|202212|7206000|9132|15174000|145|||8074000|10910|20187|
1000008393|202312|5495000|7085|||||235000|335|7420|
1000008393|202412|5793038|8516|64800000|12719|||8319928|607|21842|
1000008396|202112|1251682|1484|||||2318886|3113|4597|
1000008396|202212|2479706|3143|||||683685|924|4067|
1000008396|202312|2831510|3651|||||1244638|1776|5427|
1000008396|202412|894659|1315|||||1251753|1914|3233|
1000008398|202312|||||||||0|
1000008398|202412|139166|204|||||||204|
1000008399|202112|0|3206|||||0|1279|4485|
1000008399|202212|0|2396|||||0|482|2878|
1000008399|202312|0|2436|||||||2436|
1000008399|202412|0|1688|||||||1688|
1000008405|202303|||||||||0|
1000008406|202112|55072534|65289|||||||65289|
1000008406|202312|41318403|53257|||3378000|611|||53868|
1000008406|202412|27243015|40062|||625502|126|980000|1498|41686|
1000008407|202112|0|6693|0|849|||0|114|7694|
1000008407|202212|0|7989|0|27|||0|40|8067|
1000008407|202312|0|9279|0|108|||0|174|9572|
1000008407|202412|0|8852|0|618|||0|7629|17110|
1000008408|202112|861580|1021|||||||1021|
1000008408|202212|174640|221|||||||221|
1000008408|202312|81640|105|||||||105|
1000008409|202112|0|105|||||||105|
1000008409|202212|0|237|||||||237|
1000008409|202312|167798|216|||||||216|
1000008409|202412|0|150|||||||150|
1000008410|202112|||444756270|4582|||||4582|
1000008410|202212|||646000915|6156|||1800000|2432|8588|
1000008410|202312|||616852472|5630|||1600000|2283|7913|
1000008410|202412|||703132973|6585|||1400000|2140|8725|
1000008420|202312|||||||||0|
1000008420|202412|||||||||0|
1000008422|202112|273246|324|28099927|200|29000|5|121150|163|692|
1000008422|202212|208201|264|20837000|199|29000|5|17167|23|491|
1000008422|202312|459747|592|24353500|222|1144732|207|9635|14|1035|
1000008422|202412|347959|511|39997988|771|29000|6|386257|590|1878|
1000008426|202112|2221|2|||||13286|2|4|
1000008426|202212|216|0|||||2352|3|3|
1000008426|202312|2617|4|||||1630|2|6|
1000008426|202412|||||||1153|2|2|
1000008432|202112|2624906|3112|||||2652923|3561|6673|
1000008432|202212|3550593|4500|||||1094241|1478|5978|
1000008432|202312|114280|151|||||||151|
1000008432|202412|85479|126|||||||126|
1000008436|202112|972230|1153|||||||1153|
1000008436|202212|310683|394|||||||394|
1000008436|202312|213267|275|||||||275|
1000008442|202112|2337789|2771|2223936|23|||10400000|13960|16754|
1000008442|202212|3270454|4827|823680|8|||10400000|14052|18887|
1000008442|202312|1631712|2104|3365630|31|||10400000|14837|16972|
1000008442|202412|1362226|2003|664884|6|||10413784|15920|17929|
1000008444|202112|0|359|0|7|||||366|
1000008444|202212|0|674|0|6|||||680|
1000008444|202312|0|343|0|3|||||346|
1000008444|202412|0|220|||||||220|
1000008446|202112|461239|547|||||||547|
1000008446|202212|342856|435|||||||435|
1000008446|202312|217580|281|||||||281|
1000008451|202112|689098|817|4253000|44|1393558|260|7755|11|1132|
1000008451|202212|1007984|1277|956900|9|1393558|253|36681|50|1593|
1000008451|202312|575360|742|||1393558|252|10222|15|1009|
1000008451|202412|207287|305|17500|0|||7369|11|316|
1000008454|202312|||||||||0|
1000008454|202412|||||||||0|
1000008456|202412|||||||||0|
1000008464|202112|1263331|1498|||||2457270|3298|4878|
1000008464|202212|||1044736|10|||||10|
1000008464|202312|767168|989|||||38481|55|1283|
1000008464|202412|973779|1431|250000|2|||238162|364|1797|
1000008482|202312|||||||||0|
1000008482|202412|||||||||0|
1000008486|202112|1358203|1610|||||||1610|
1000008486|202212|1575097|1996|||||||1996|
1000008486|202312|1330537|1716|||||||1716|
1000008486|202412|415204|610|||795029|160|151300|231|1001|
1000008501|202312|||||||||0|
1000008514|202112|2373144|2813|||||12500|17|2830|
1000008518|202112|197962|235|||||10187|14|249|
1000008518|202212|260641|330|||||6818|9|339|
1000008518|202312|546658|725|||||6267|9|734|
1000008518|202412|365478|537|||||||537|
1000008525|202112|3126661|3707|||||||3707|
1000008525|202212|2959746|3751|||||||3751|
1000008525|202312|6838256|8817|||||||8817|
1000008525|202412|5654653|8312|||||||8312|
1000008531|202212|276600|351|||||||351|
1000008531|202412|105095|154|||||||154|
1000008536|202112|1120100|1324|||||||1324|
1000008536|202312|||||||||0|
1000008536|202412|||||||||0|
1000008538|202112|262021|311|||||||311|
1000008550|202112|0|68434|0|24820|0|9391|0|1535|104180|
1000008550|202212|0|28009|0|23867|0|6656|0|10115|68647|
1000008550|202312|0|29708|0|7674|0|13794|0|5297|56473|
1000008550|202412|0|35820|0|4602|0|18464|0|2909|61795|
1000008551|202112|589107000|698387|25479000|262|||2880000|3865|741098|
1000008551|202212|566733000|718220|48298000|460|||8107000|10954|757675|
1000008551|202312|209274000|269838|3523000|2380|||1668000|32|272250|
1000008551|202412|75708000|111291|1138678000|10664|||5268000|8038|161838|
1000008564|202112|1914641|2270|1616358|17|||562235|755|3042|
1000008564|202212|1744620|2211|||||947303|1280|3491|
1000008564|202312|1114644|1437|||||907706|1295|2732|
1000008564|202412|1601897|2355|||||492325|753|3108|
1000008602|202112|1622|2|||||||2|
1000008602|202212|2384|3|||||||3|
1000008602|202312|400635|517|||||||517|
1000008602|202412|212|0|||||||0|
1000008627|202312|||||||||0|
1000008627|202412|||||||||0|
1000008642|202312|||||||||0|
1000008642|202412|||||||||0|
1000008644|202312|1817|2|||4800|1|||3|
1000008644|202412|||||||||0|
1000008671|202212|19832179|25134|||45172863|8196|||33330|
1000008671|202312|19059688|24575|||107725646|19481|||44056|
1000008671|202412|17958236|26399|||52199219|10506|||36905|
1000008671|202503|20908805|30663|||20496183|4134|||34797|
1000008721|202112|1811580|2148|||||||2148|
1000008721|202212|878582|1113|||||||1113|
1000008721|202312|2306113|2974|||||||2974|
1000008721|202412|2491936|3663|||||||3663|
1000008726|202212|13077|14|||||||14|
1000008726|202312|||||||||0|
1000008726|202412|13487|20|||||||20|
1000008728|202312|||||||||0|
1000008728|202412|||||||||0|
1000008739|202312|||||||||0|
1000008739|202412|||||||||0|
1000008742|202312|730000|941|||||||941|
1000008742|202412|||||||||0|
1000008756|202112|384900|456|||||||456|
1000008756|202312|||||||||0|
1000008756|202412|||||||||0|
1000008764|202112|164857|195|||||||195|
1000008764|202212|839210|1064|||||||1064|
1000008764|202312|1038055|1338|||||||1338|
1000008764|202412|1048357|1541|||||||1541|
1000008770|202312|||||||||0|
1000008770|202412|||||||||0|
1000008781|202112|162943|193|||||||193|
1000008781|202212|144944|184|||||||184|
1000008781|202312|1786215|2303|||||||2303|
1000008781|202412|3871357|5691|||||2784913|4257|9948|
1000008785|202112|0|290|||0|2064|0|30|2384|
1000008790|202412|||||||||0|
1000008794|202103|6315146|7158|||||||7158|
1000008794|202203|12629414|15292|||||||15292|
1000008794|202403|||||||||0|
1000008794|202503|||||||||0|
1000008823|202112|448986|532|||||||532|
1000008823|202212|660613|837|||||||837|
1000008823|202312|282630|364|||||||364|
1000008823|202412|171862|253|||||||253|
1000008827|202112|138384|164|||||15776|21|185|
1000008827|202212|138384|164|||||15776|21|185|
1000008827|202412|||||||50289|75|75|
1000008842|202312|332398|429|||||||429|
1000008842|202412|17108|25|95580|19|||||44|
1000008856|202112|31645|38|850000|9|||12500|17|64|
1000008860|202412|3240000|4763|||||||4763|
1000008864|202312|||||||||0|
1000008864|202412|||||||||0|
1000008865|202112|4014908|4759|||||||4759|
1000008865|202212|7916593|10033|||||||10033|
1000008865|202312|6080092|7843|||||||7843|
1000008865|202412|6862355|10088|78306674|733|||||10821|
1000008933|202412|||||||||0|
1000008956|202112|9321000000|11050216|40991000000|422308|8000000|1444|134000000|180445|11654413|
1000008956|202212|13439000000|17031773|40831000000|389195|7000000|1232|83000000|112121|17534321|
1000008956|202312|17505000000|22571103|19000000|3480|111000000|158820|65380000000|596699|23330102|
1000008956|202412|13263000000|19497064|105109000000|984329|||373000000|570426|21051819|
1000008974|202212|5251051|6655|453602|4|10650|2|3500|5|6671|
1000008974|202312|4020388|5184|||||||5184|
1000008974|202412|16495|24|||||||24|
1000008976|202112|574226|681|||||||681|
1000008976|202212|482030|611|||||||611|
1000008976|202312|318971|411|||||||411|
