V_BZNO|LA_XPO_AM_2021_1|DME_AM_2021_1|TOT_SEL_AM_2021_1|LA_XPO_AM_2021_2|DME_AM_2021_2|TOT_SEL_AM_2021_2|LA_XPO_AM_2021_3|DME_AM_2021_3|TOT_SEL_AM_2021_3|LA_XPO_AM_2021_4|DME_AM_2021_4|TOT_SEL_AM_2021_4|LA_XPO_AM_2022_1|DME_AM_2022_1|TOT_SEL_AM_2022_1|LA_XPO_AM_2022_2|DME_AM_2022_2|TOT_SEL_AM_2022_2|LA_XPO_AM_2022_3|DME_AM_2022_3|TOT_SEL_AM_2022_3|LA_XPO_AM_2022_4|DME_AM_2022_4|TOT_SEL_AM_2022_4|LA_XPO_AM_2023_1|DME_AM_2023_1|TOT_SEL_AM_2023_1|LA_XPO_AM_2023_2|DME_AM_2023_2|TOT_SEL_AM_2023_2|LA_XPO_AM_2023_3|DME_AM_2023_3|TOT_SEL_AM_2023_3|LA_XPO_AM_2023_4|DME_AM_2023_4|TOT_SEL_AM_2023_4|LA_XPO_AM_2024_1|DME_AM_2024_1|TOT_SEL_AM_2024_1|LA_XPO_AM_2024_2|DME_AM_2024_2|TOT_SEL_AM_2024_2|LA_XPO_AM_2024_3|DME_AM_2024_3|TOT_SEL_AM_2024_3|LA_XPO_AM_2024_4|DME_AM_2024_4|TOT_SEL_AM_2024_4|LA_XPO_AM_2025_1|DME_AM_2025_1|TOT_SEL_AM_2025_1|LA_XPO_AM_2025_2|DME_AM_2025_2|TOT_SEL_AM_2025_2|LA_XPO_AM_2025_3|DME_AM_2025_3|TOT_SEL_AM_2025_3|LA_XPO_AM_2025_4|DME_AM_2025_4|TOT_SEL_AM_2025_4|
1000009784||||||||||0|35047|35047|||||||||||||||||||||||||||||||||||||||||||||||||
1000031697||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|17166|17166|
1000031918|||||||||||||||||||||||||||||||0|123208|123208|0|279367|279367|0|126000|126000|0|253397|253397|0|380357|380357|0|500640|500640|0|130787|130787|0|267129|267129|0|402654|402654|0|532033|532033|
1000011612||||||||||0|2826|2826||||||||||0|6512|6512||||||||||0|8371|8371|||||||||||||||||||||||||
1000031468||||||||||||||||||||||||||||||||||0|20000|20000|||||||||||||||||||||||||
1000031263||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|114720|114720|
1000029656||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|239139|239139|
1000030305||||||||||0|22939|22939||||||||||0|1250|1250||||||||||0|7900|7900|||||||||||||||||||||||||
1000031479|||||||||||||||||||||||||0|724|724||||||||||||||||||||||||||||||||||
1000031712||||||||||||||||||||||||||||||||||0|6671|6671|||||||||||||||||||||||||
1000030758||||||||||||||||||||||||||||||||||0|3050|3050|||||||||||||||||||||||||
1000025470||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|66227|66227|
1000005918||||||||||0|109381|109381||||||||||0|123127|123127||||||||||0|148446|148446|||||||||||||||||||||||||
1000008800||||||||||0|4206|4206||||||||||0|3597|3597||||||||||0|3783|3783||||||||||0|3697|3697|||||||||||||
1000006817|853|14338|15191|1392|37570|38962|1423|60564|61987|2575|88525|91100|465|21157|21622|1925|47711|49636|2339|70670|73009|3175|94871|98046|818|22156|22974|1933|45076|47009|3351|63056|66407|3843|87588|91431|497|22473|22970|1609|46968|48577|6344|70413|76757|14736|94353|109089|6721|20506|27227|13339|42042|55381|13667|61066|74733|15405|83663|99068|
1000007093||||||||||||||||||||||0|2850|2850||||||||||0|2300|2300|||||||||||||||||||||||||
1000006912||||||||||||||||||||||||||||||||||0|12884|12884||||||||||0|13139|13139|||||||||||||
1000009630||||||||||||||||||||||0|13792|13792|||||||||||||||||||||||||||||||||||||
1000010228||||||||||0|5448|5448||||||||||||||||||||||||||||||||||||||||||||||0|10039|10039|
1000007010||||||||||0|19907|19907||||||||||||||||||||||0|24218|24218|||||||||||||||||||||||||
1000010786||||||||||||||||||||||0|11855|11855||||||||||0|20637|20637||||||||||0|48052|48052|||||||||||||
1000029668||||||||||||||||||||||||||||0|5492|5492|||||||||||||||||||||||||||||||
1000027427||||||||||||||||||||||||||||||||||0|8500|8500|||||||||||||||||||||||||
1000010830|0|3630|3630|0|7770|7770|0|12368|12368|0|21685|21685|0|3859|3859|0|9975|9975|0|14729|14729|0|24600|24600|0|4223|4223|0|9614|9614|0|14367|14367|0|24616|24616|0|4212|4212|0|9876|9876|0|14901|14901|0|24225|24225|0|3827|3827|0|9068|9068|0|14545|14545|0|26615|26615|
1000010150|6432|3931|10363|11674|6401|18075|17115|9730|26845|22474|13396|35870|4863|3827|8690|8594|7362|15956|14004|10852|24856|21207|15097|36304|9082|4434|13516|18385|8719|27104|17880|20339|38219|30316|18424|48740|5511|6247|11758|11048|10858|21906|18188|16872|35060|25625|22023|47648|7197|5789|12986|12868|10430|23298|19820|15545|35365|27013|20834|47847|
1000010396||||||||||0|1119|1119|||||||||||||||||||||||||||||||||||||||||||||||||
1000024479||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|22022|22022|
1000004958||||||||||0|196|196||||||||||||||||||||||0|802|802||||||||||0|1745|1745||||||||||0|1874|1874|
1000030185||||||||||||||||||||||||||||||||||||||||||||||0|1131|1131|||||||||||||
1000013074||||||||||||||||||||||||||||||||||||||||||||||1303|35158|36461|214|7949|8163|393|16140|16533|666|25246|25912|949|34678|35627|
1000009596||||||||||||||||||||||0|59371|59371||||||||||0|78851|78851||||||||||||||||||||||0|84231|84231|
1000032127||||||||||0|1102|1102||||||||||0|2259|2259||||||||||0|2112|2112|||||||||||||||||||||||||
1000000044||||||||||0|254029|254029|||||||||||||||||||||||||||||||||||||||||||||||||
1000000054|0|8011706|8011706|0|16347904|16347904|0|25200577|25200577|0|34484026|34484026|0|9117965|9117965|0|19427458|19427458|0|30318959|30318959|0|40924880|40924880|0|9777444|9777444|0|20067773|20067773|0|30686800|30686800|0|41352688|41352688|0|10435840|10435840|0|21118777|21118777|0|31963928|31963928|0|43646656|43646656|0|10600440|10600440|0|21719468|21719468|0|33147967|33147967|0|45018829|45018829|
1000000103|0|25790|25790|0|47034|47034|0|75027|75027|0|122382|122382|0|44096|44096|0|95511|95511|0|150535|150535|0|220541|220541|||||||||||||||||||||||||||||||||||||
1000000125|0|114009|114009|0|257565|257565|0|396870|396870|0|577394|577394|0|110216|110216|72778|181886|254664|122682|264455|387137|164351|391472|555823|28340|91270|119610|60429|200486|260915|89917|299771|389688|116635|458355|574990|34207|89774|123981|64985|210515|275500|91640|314625|406265|132630|450159|582789|29612|127897|157509|52944|271439|324383|93283|411818|505101|128607|569869|698476|
1000000132|10816|338945|349761|21349|783346|804695|27904|1228277|1256181|30045|1737003|1767048|1837|384901|386738|4143|913526|917669|6054|1399305|1405359|6874|1958737|1965611|725|563331|564056|4329|1207586|1211915|5704|1736584|1742288|6687|2356371|2363058|264|513175|513439|632|1126808|1127440|1352|1618120|1619472|28232|2220509|2248741|25707|384786|410493|59918|893696|953614|50822|1407839|1458661|140624|1789865|1930489|
1000000184|0|59677|59677|0|125133|125133|0|185461|185461|0|219341|219341|0|69550|69550|0|149578|149578|0|235042|235042|0|324016|324016|0|84256|84256|0|173181|173181|0|267489|267489|0|349821|349821|0|88938|88938|0|183896|183896|0|278281|278281|0|375364|375364|0|88707|88707|0|185095|185095|0|283220|283220|0|393153|393153|
1000000191|2152127|2133722|4285849|6381984|3098556|9480540|9831798|4830276|14662074|13641917|6964701|20606618|5279947|1962658|7242605|10859881|5183559|16043440|17329100|8997396|26326496|22356493|12598547|34955040|5096364|2302309|7398673|9633995|4737190|14371185|11915906|8278765|20194671|18200751|9907079|28107830|6404939|1473831|7878770|11827642|3895180|15722822|18061238|5251391|23312629|0|30468551|30468551|6214372|910364|7124736|11446380|2219988|13666368|17889206|3105646|20994852|18991082|9033842|28024924|
1000000209|48057|88773|136830|90894|175655|266549|141080|268436|409516|215290|375104|590394|43359|95658|139017|126120|191177|317297|186985|302676|489661|236836|424151|660987|30384|99798|130182|97820|208717|306537|148886|316128|465014|244068|388172|632240|55183|89522|144705|107585|199734|307319|167836|312765|480601|219492|415709|635201|46773|108267|155040|107185|224299|331484|157986|358970|516956|212341|493869|706210|
1000000252||||||||||0|233863|233863||||||||||0|310182|310182||||||||||0|308635|308635||||||||||0|252859|252859||||||||||0|275181|275181|
1000000301||||||||||||||||||||||||||||||||||||||||||||||0|18450|18450||||||||||0|20153|20153|
1000000307|536|309691|310227|2184|643322|645506|3511|959547|963058|4398|1604043|1608441|1113|588786|589899|2292|1162784|1165076|3699|1751909|1755608|19631|2258812|2278443|9217|533379|542596|14307|1082590|1096897|17979|1520474|1538453|22506|2006934|2029440|22349|390788|413137|56454|766278|822732|77982|1137320|1215302|100385|1414188|1514573|25544|273601|299145|49481|584825|634306|47397|857941|905338|76236|1158120|1234356|
1000000346||||0|17533|17533||||1499|34995|36494||||5348|18763|24111||||9716|38009|47725||||821|15240|16061||||1684|25933|27617||||921|10735|11656||||3947|20636|24583||||||||||2662|11892|14554|
1000000357|0|35158|35158|0|74100|74100|0|113664|113664|0|163687|163687|0|42525|42525|0|97195|97195|0|141543|141543|0|195140|195140|0|56470|56470|0|124916|124916|0|197433|197433|18773|313154|331927|2070|58563|60633|5821|122543|128364|9879|184153|194032|14838|245541|260379|7109|48847|55956|12294|105342|117636|17564|164298|181862|24785|272667|297452|
1000000424||||||||||0|544163|544163||||||||||0|434791|434791||||||||||0|449436|449436||||||||||0|777470|777470|||||||||||||
1000000480||||||||||0|5814673|5814673|0|1388010|1388010|0|2913197|2913197|0|4357807|4357807|0|6179946|6179946|0|1538432|1538432|0|3132776|3132776|0|4659200|4659200|0|6552912|6552912|0|1602532|1602532|0|3263251|3263251|0|4810567|4810567|0|6787105|6787105|0|1666930|1666930|0|3387000|3387000|0|4944362|4944362|0|6823473|6823473|
1000000492|983|579633|580616|2935|1212762|1215697|5456|1871748|1877204|7627|2511269|2518896|1747|648844|650591|6293|1350199|1356492|8665|2102201|2110866|12022|2826282|2838304|2331|727708|730039|39233|1446192|1485425|7142|2224340|2231482|10821|2982648|2993469|1435|765178|766613|3644|1558698|1562342|5319|2390680|2395999|9618|3204081|3213699|1930|791562|793492|5687|1626917|1632604|6462|2514536|2520998|11558|3368631|3380189|
1000000535||||||||||||||||||||||0|406248|406248||||||||||||||||||||||0|490450|490450|||||||||||||
1000000553|0|1444158|1444158|0|2850326|2850326|0|4660141|4660141|0|6494513|6494513|0|2366762|2366762|0|4273355|4273355|0|6114854|6114854|0|8066169|8066169|0|2149849|2149849|0|3643916|3643916|0|5364063|5364063|0|6992257|6992257|0|1725906|1725906|0|3377340|3377340|0|5111159|5111159|0|0|0|0|1827031|1827031|0|3707380|3707380||||0|7676319|7676319|
1000000609||||||||||0|148094|148094||||||||||0|195556|195556||||||||||0|229846|229846||||||||||0|296409|296409||||||||||0|173989|173989|
1000000613||||||||||0|40956|40956|||||||||||||||||||||||||||||||||||||||||||||||||
1000000633||||||||||||||||||||||||||||||||||0|16653|16653||||||||||0|19625|19625|||||||||||||
1000000656||||||||||||||||||||||0|21886|21886|||||||||||||||||||||||||||||||||||||
1000000715||||0|503|503||||0|2375|2375||||0|129|129||||0|3255|3255|||||||||||||||||||||||||||||||||||||
1000000811||||||||||0|25735|25735|||||||||||||||||||||||||||||||||||||||||||||||||
1000000894||||||||||0|5472|5472|||||||||||||||||||||||||||||||||||||||||||||||||
1000000911||||||||||0|19134|19134||||||||||0|19134|19134||||||||||0|16691|16691||||||||||0|13667|13667|||||||||||||
1000000915|0|98356|98356|0|199470|199470|0|100484|100484|0|136701|136701|0|40754|40754|0|84458|84458|0|122611|122611|0|154213|154213|0|39615|39615|0|87411|87411|0|129417|129417|0|168615|168615|0|43402|43402|0|90799|90799|0|159163|159163|0|215816|215816|0|66661|66661|0|129688|129688|0|198991|198991|0|264515|264515|
1000001098||||||||||||||||||||||||||||||||||0|200829|200829|||||||||||||||||||||||||
1000001360|61877|13700|75577|78140|23561|101701|108803|41433|150236|142995|59599|202594|30497|16405|46902|54888|29737|84625|77817|45223|123040|100557|60768|161325|44899|12395|57294|86459|26397|112856|164931|45693|210624|264172|59265|323437|106893|20168|127061|157011|37092|194103|170782|54287|225069|201652|71587|273239|29250|18799|48049|64290|39844|104134|83379|59852|143231|104590|81063|185653|
1000001361||||||||||0|56399|56399||||||||||0|69890|69890||||||||||0|63597|63597||||||||||0|71617|71617||||||||||0|59557|59557|
1000001447||||||||||||||||||||||||||||||||||0|16167|16167||||||||||0|22473|22473|||||||||||||
1000001479||||||||||0|2529|2529|||||||||||||||||||||||||||||||||||||||||||||||||
1000001480||||||||||0|71722|71722||||||||||0|73911|73911|||||||||||||||||||||||||||||||||||||
1000001495|0|10951|10951|0|24267|24267|0|31442|31442|0|61910|61910|0|13419|13419|0|20305|20305|0|41467|41467|0|54960|54960|0|7022|7022|0|19559|19559|0|32871|32871|0|43394|43394|0|4956|4956|0|13807|13807|0|22009|22009|0|36141|36141|0|3994|3994|0|11054|11054|0|15474|15474|0|24840|24840|
1000001538|499|3593|4092|6547|9817|16364|10112|17248|27360|10523|19882|30405|196|1880|2076|717|3057|3774|2559|10718|13277|4074|21246|25320|2682|21299|23981|34438|33285|67723|47363|48743|96106|62966|60844|123810|11087|1976|13063|16078|9012|25090|20025|11690|31715|20873|13815|34688|309|9760|10069|681|16237|16918|944|20285|21229|1277|33902|35179|
1000001617||||||||||0|16872|16872|||||||||||||||||||||||||||||||0|16859|16859|0|22154|22154||||||||||0|24482|24482|
1000001666||||||||||0|26375|26375||||||||||0|26957|26957||||||||||0|21986|21986||||||||||9770|16995|26765||||||||||3416|15366|18782|
1000001723||||||||||0|796|796||||||||||0|675|675||||||||||0|530|530|||||||||||||||||||||||||
1000001902|18612|57431|76043|43020|101919|144939|76988|131295|208283|180105|154877|334982|69114|61920|131034|114549|125449|239998|155123|193161|348284|213649|249842|463491|43529|50373|93902|72999|180184|253183|189796|298929|488725|212119|393132|605251|80004|81295|161299|180195|152493|332688|380416|166633|547049|518143|193727|711870|62463|79370|141833|118994|139658|258652|234770|187532|422302|384592|229448|614040|
1000001915|0|11883|11883|0|25575|25575|0|43178|43178|0|85732|85732|0|11116|11116|0|28992|28992|0|51374|51374|0|89638|89638|0|10968|10968|0|27650|27650|0|40944|40944|0|83354|83354|0|5669|5669|0|13361|13361|0|23812|23812|0|46836|46836||||0|22990|22990|0|36237|36237|0|62599|62599|
1000001953||||||||||0|2092|2092||||||||||0|2356|2356||||||||||0|2092|2092||||||||||||||||||||||0|5364|5364|
1000002009|2019|8591|10610|4769|16453|21222|7860|23527|31387|11133|33495|44628|3291|8627|11918|8279|17960|26239|13737|26442|40179|19798|36324|56122|5736|10689|16425|11719|20543|32262|18985|30269|49254|28675|41158|69833|4747|10401|15148|10811|20149|30960|16299|29192|45491|24736|40016|64752|6725|11278|18003|13240|22795|36035|21664|33736|55400|30872|45608|76480|
1000002058|0|19256|19256||||||||||0|23992|23992||||||||||0|20082|20082||||||||||0|26241|26241||||||||||0|20082|20082||||||||||
1000002156||||||||||||||||||||||||||||||||||||||||||||||0|69601|69601|||||||||||||
1000002202||||||||||0|32194|32194||||||||||0|32194|32194||||||||||0|51385|51385||||||||||0|72453|72453||||||||||0|16045|16045|
1000002259||||||||||0|62658|62658||||||||||0|69259|69259||||||||||0|63052|63052||||||||||||||||||||||0|58565|58565|
1000002359|0|205725|205725||||||||||0|201436|201436||||||||||0|230855|230855||||||||||0|244163|244163||||||||||0|263262|263262||||||||||
1000002432||||||||||0|1709|1709|||||||||||||||||||||||||||||||||||||||||||||||||
1000002455||||||||||||||||||||||0|32804|32804||||||||||0|36435|36435|||||||||||||||||||||||||
1000002477||||||||||0|23427|23427|||||||||||||||||||||||||||||||||||||||||||||||||
1000002526||||||||||0|16672|16672||||||||||0|25577|25577||||||||||0|23075|23075||||||||||0|24989|24989||||||||||0|29255|29255|
1000002662||||||||||||||||||||||0|13130|13130||||||||||0|11625|11625|||||||||||||||||||||||||
1000002681||||||||||||||||||||||||||||||||||0|3116|3116|||||||||||||||||||||||||
1000002806||||||||||||||||||||||0|5057|5057||||||||||0|5057|5057||||||||||0|6929|6929|||||||||||||
1000002812||||||||||||||||||||||||||||||||||||||||||||||0|76309|76309|||||||||||||
1000003017||||||||||0|646|646||||||||||0|549|549|||||||||||||||||||||||||||||||||||||
1000003037||||||||||0|5076|5076||||||||||0|3217|3217|||||||||||||||||||||||||||||||||||||
1000003154||||||||||||||||||||||||||||||||||||||||||||||0|7108|7108|||||||||||||
1000003176||||||||||0|30416|30416||||||||||||||||||||||0|20623|20623||||||||||0|19604|19604||||||||||0|15111|15111|
1000003196||||||||||0|7292|7292||||||||||0|16058|16058||||||||||0|10691|10691||||||||||0|18196|18196||||||||||0|20009|20009|
1000003280||||||||||||||||||||||0|57818|57818|||||||||||||||||||||||||||||||||||||
1000003388||||||||||0|145547|145547|||||||||||||||||||||||||||||||||||||||||||||||||
1000003503|0|9239757|9239757|0|20359369|20359369|0|32659908|32659908|0|46842929|46842929|0|16261508|16261508|0|36166818|36166818|0|58920178|58920178|0|78056939|78056939|0|19142879|19142879|0|37870126|37870126|0|57759185|57759185|0|77288486|77288486|0|18855139|18855139|0|37654253|37654253|0|55311298|55311298|0|74716970|74716970|0|21146552|21146552|0|40453178|40453178|0|60986398|60986398|0|80296054|80296054|
1000003540||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|52382|52382|
1000003633||||||||||0|92407|92407||||||||||0|253757|253757||||||||||0|119838|119838|||||||||||||||||||||||||
1000003641||||||||||0|93791|93791||||||||||0|112285|112285||||||||||0|99201|99201||||||||||0|125748|125748||||||||||0|74560|74560|
1000003833||||||||||||||||||||||||||||||||||0|24673|24673|||||||||||||||||||||||||
1000003857||||||||||||||||||||||||||||||||||0|5869|5869|||||||||||||||||||||||||
1000003917||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|12545|12545|
1000003939||||||||||0|33012|33012||||||||||0|22298|22298||||||||||0|11693|11693||||||||||0|16297|16297||||||||||0|7786|7786|
1000003951||||||||||0|8002|8002||||||||||0|7301|7301||||||||||0|8807|8807|||||||||||||||||||||||||
1000004176||||||||||0|2847|2847|||||||||||||||||||||||||||||||||||||||||||||||||
1000004198||||||||||||||||||||||||||||||||||||||||||||||32628|513159|545787|7015|125785|132800|13744|253637|267381|19906|376998|396904|26489|488101|514590|
1000004200|1767078|3386098|5153176|4016108|7338465|11354573|6904047|11644246|18548293|0|27|27|4734615|5657351|10391966|11632845|12338027|23970872|19665951|18982616|38648567|0|50|50|5481161|5453018|10934179|10132214|10572055|20704269|15740232|16146569|31886801|21902102|21723363|43625465|5939791|5471023|11410814|11563915|10946978|22510893|17066290|16007281|33073571|22199635|21219804|43419439|5185426|4988555|10173981|9851629|9634949|19486578|15385389|14520647|29906036|19992629|19295445|39288074|
1000004430||||||||||||||||||||||||||||||||||||||||254|2584|2838|716|3815|4531|898|5678|6576|103|1823|1926|232|3345|3577|417|4916|5333|611|6577|7188|
1000004715|36574|104345|140919|71674|216765|288439|101800|338504|440304|145145|448084|593229|40187|116071|156258|77700|241862|319562|124357|356872|481229|165576|469816|635392|24376|122739|147115|64883|251436|316319|95972|386947|482919|139437|524543|663980|26822|128544|155366|65599|262149|327748|111678|407567|519245|151075|546792|697867|42343|139744|182087|82016|294068|376084|117753|474256|592009|170083|638707|808790|
1000004910||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|1100|1100|
1000005041||||||||||0|15497|15497||||||||||0|15966|15966||||||||||0|16884|16884|||||||||||||||||||||||||
1000005228|261|8801|9062|731|13656|14387|717|23199|23916|1061|30177|31238|316|12917|13233|549|25777|26326|838|35425|36263|1098|45819|46917|164|7942|8106|386|15481|15867|547|20293|20840|770|37846|38616|417|9740|10157|763|21241|22004|1182|30050|31232|1569|41631|43200|322|7990|8312|582|14818|15400|1314|23840|25154|1430|36157|37587|
1000005287|4963|2573|7536|9332|6830|16162|13900|10835|24735|19282|13603|32885|5439|3802|9241|10893|8868|19761|15226|12437|27663|19609|15122|34731|5940|3705|9645|11589|6781|18370|15201|10153|25354|18204|12907|31111|4370|2239|6609|10846|4816|15662|16147|7592|23739|21387|10162|31549|4895|2579|7474|10783|5777|16560|17932|8633|26565|23096|12542|35638|
1000005647||||||||||||||||||||||0|174419|174419||||||||||||||||||||||||||||||||||0|339335|339335|
1000005775||||||||||0|8457|8457||||||||||0|9510|9510|||||||||||||||||||||||||||||||||||||
1000005964||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|148776|148776|
1000005971||||||||||0|1735288|1735288||||||||||||||||||||||||||||||||||||||||||||||0|2784771|2784771|
1000005978||||||||||||||||||||||0|58226|58226||||||||||0|108421|108421||||||||||0|90430|90430||||||||||0|105651|105651|
1000005981||||||||||0|223474|223474||||||||||0|281157|281157||||||||||||||||||||||||||||||||||0|249921|249921|
1000005996||||||||||0|129344|129344||||||||||0|213412|213412||||||||||0|340134|340134||||||||||0|317740|317740|||||||||||||
1000006074||||||||||||||||||||||||||||||||||||||||||||||0|91291|91291|||||||||||||
1000006305||||||||||||||||||||||||||||||||||||||||||||||0|3464|3464|||||||||||||
1000006452|0|21275|21275|0|61945|61945|0|93195|93195|0|70102|70102|0|7168|7168|0|30573|30573|0|54760|54760|0|89858|89858|0|10339|10339|0|35027|35027|0|54709|54709|0|80921|80921|0|15302|15302|0|48658|48658|0|77744|77744|0|118940|118940|0|14273|14273|0|49411|49411|0|71394|71394|0|102247|102247|
1000006612||||||||||0|14891|14891|||||||||||||||||||||||||||||||||||||||||||||||||
1000006668||||||||||0|140|140|||||||||||||||||||||||||||||||||||||||||||||||||
1000006858||||||||||||||||||||||0|11321|11321||||||||||0|16469|16469||||||||||0|11552|11552|||||||||||||
1000006938||||||||||||||||||||||||||||||||||0|14269|14269||||||||||0|11946|11946|||||||||||||
1000007138||||||||||0|25353|25353||||||||||0|21371|21371||||||||||||||||||||||0|17181|17181||||||||||0|14818|14818|
1000007171||||||||||0|6029|6029||||||||||0|5499|5499||||||||||0|5563|5563|||||||||||||||||||||||||
1000007233||||||||||||||||||||||0|1172|1172||||||||||0|1172|1172|||||||||||||||||||||||||
1000007305||||||||||0|12144|12144|||||||||||||||||||||||||||||||||||||||||||||||||
1000007571|0|3146|3146||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
1000007632|0|10625|10625|0|25110|25110|0|32163|32163|0|45639|45639|0|13691|13691|0|28126|28126|0|36552|36552|0|50704|50704|0|12697|12697|0|24503|24503|0|35547|35547|0|55112|55112|0|13074|13074|0|24622|24622|0|42954|42954|0|56831|56831|0|10538|10538|0|24518|24518|0|42435|42435|0|59631|59631|
1000007684||||||||||||||||||||||||||||||||||0|6463|6463|||||||||||||||||||||||||
1000007743||||||||||0|3737|3737||||||||||||||||||||||0|4219|4219|||||||||||||||||||||||||
1000007787|||||||||||||0|1690|1690|||||||0|6244|6244||||||||||0|6207|6207||||||||||0|6297|6297|||||||||||||
1000007798||||||||||||||||||||||||||||||||||||||||||||||0|32455|32455|||||||||||||
1000007996||||||||||0|86891|86891||||||||||0|96332|96332||||||||||||||||||||||0|105219|105219|||||||||||||
1000008009||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|88498|88498|
1000008050|0|725197|725197|0|1648633|1648633|0|2533435|2533435|0|3509498|3509498|0|1050922|1050922|0|2211701|2211701|0|3239974|3239974|0|4372983|4372983|0|1044890|1044890|0|2080801|2080801|0|3011588|3011588|1821279|2525292|4346571|0|963531|963531|980785|711816|1692601|1639841|1904998|3544839|0|4554411|4554411|0|1155945|1155945|0|2449908|2449908|0|3624069|3624069|0|5048580|5048580|
1000008199||||||||||0|219|219||||||||||0|280|280||||||||||0|370|370||||||||||||||||||||||0|522|522|
1000008200||||||||||0|6494|6494|||||||||||||||||||||||||||||||||||||||||||||||||
1000008287||||||||||0|12435|12435||||||||||0|15168|15168||||||||||0|20592|20592||||||||||0|14183|14183|||||||||||||
1000008392|0|671259|671259|0|1339959|1339959|0|2046736|2046736|0|2739037|2739037|0|742449|742449|0|1531711|1531711|0|2353266|2353266|0|3183314|3183314|0|856785|856785|0|1710992|1710992|0|2619699|2619699|0|3454549|3454549|0|883576|883576|0|1742790|1742790|0|2646920|2646920|0|3539121|3539121|0|920765|920765|0|1822767|1822767|0|2778305|2778305|0|3674545|3674545|
1000008547||||||||||0|7459|7459||||||||||||||||||||||0|8336|8336|||||||||||||||||||||||||
1000008661||||||||||||||||||||||0|3720|3720||||||||||0|3915|3915|||||||||||||||||||||||||
1000008720||||||||||||||||||||||||||||||||||0|7042|7042|||||||||||||||||||||||||
1000009501|0|29142|29142|0|59917|59917|0|88860|88860|0|120614|120614|0|28181|28181|0|56692|56692|0|82187|82187|0|105453|105453|0|19121|19121|0|44657|44657|0|67496|67496|0|87994|87994|0|21670|21670|0|46003|46003|0|70732|70732|0|92375|92375|0|21323|21323|0|46144|46144|0|72055|72055|0|97113|97113|
1000009527|16325|95778|112103|36528|199074|235602|60407|311940|372347|82346|434425|516771|23787|137590|161377|50646|315002|365648|76510|486724|563234|101112|632272|733384|31912|134895|166807|60885|272125|333010|77092|422537|499629|95326|560701|656027|19794|136991|156785|41519|296838|338357|62272|453418|515690|82883|592809|675692|22694|146568|169262|74713|304267|378980|125459|451922|577381|172462|604634|777096|
1000009837||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|1420418|1420418|
1000010088||||||||||0|10848|10848||||||||||0|11881|11881||||||||||0|12515|12515||||||||||0|10752|10752||||||||||0|9881|9881|
1000010267||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|27598|27598|
1000010443||||||||||0|8545|8545||||||||||0|11600|11600||||||||||0|13139|13139|||||||||||||||||||||||||
1000010800|0|234283|234283|0|467495|467495|0|819550|819550|0|1153250|1153250|0|368696|368696|0|810123|810123|0|1277509|1277509|0|1694544|1694544|0|579592|579592|0|1103074|1103074|0|1632176|1632176|0|1951088|1951088|0|384845|384845|0|778777|778777|0|1250985|1250985|0|1594442|1594442|0|397394|397394|0|799971|799971|0|1272573|1272573|0|1700246|1700246|
1000011102||||||||||0|7287|7287||||||||||0|6188|6188||||||||||0|5409|5409||||||||||0|8514|8514||||||||||0|8783|8783|
1000011197||||||||||||||||||||||||||||||||||0|29986|29986||||||||||0|29817|29817|||||||||||||
1000011202||||||||||||||||||||||||||||||||||0|6578|6578|||||||||||||||||||||||||
1000011371||||||||||0|210|210||||||||||0|4356|4356||||||||||0|4546|4546|||||||||||||||||||||||||
1000011446||||||||||0|4785|4785||||||||||0|4048|4048||||||||||0|4322|4322|||||||||||||||||||||||||
1000011816||||||||||0|86077|86077||||||||||0|94150|94150|||||||||||||||||||||||||||||||||||||
1000012133||||||||||||||||||||||||||||||||||0|5903|5903||||||||||0|6360|6360|||||||||||||
1000012157|99|88617|88716|199|181113|181312|368|273887|274255|0|363566|363566|0|90190|90190|0|195748|195748|16|303528|303544|0|402390|402390|0|91137|91137|0|196567|196567|0|301083|301083|0|399001|399001|0|99420|99420|0|187728|187728|54|292292|292346|0|382879|382879|0|91106|91106|60|196638|196698|60|305149|305209|0|405435|405435|
1000012415||||||||||0|24836|24836|||||||||||||||||||||||||||||||||||||||||||||||||
1000012432||||||||||0|2197|2197||||||||||0|3682|3682||||||||||0|6018|6018||||||||||0|6495|6495||||||||||0|5959|5959|
1000012435||||||||||||||||||||||||||||||||||0|2498|2498|||||||||||||||||||||||||
1000012577||||||||||0|9280|9280||||||||||0|12063|12063||||||||||||||||||||||0|12760|12760||||||||||0|14332|14332|
1000012608||||||||||0|7451|7451||||||||||0|9661|9661|||||||||||||||||||||||||||||||||||||
1000012615||||||||||0|2147|2147|||||||||||||||||||||||||||||||||||||||||||||||||
