V_BZNO|LA_XPO_AM_2021_1|DME_AM_2021_1|TOT_SEL_AM_2021_1|LA_XPO_AM_2021_2|DME_AM_2021_2|TOT_SEL_AM_2021_2|LA_XPO_AM_2021_3|DME_AM_2021_3|TOT_SEL_AM_2021_3|LA_XPO_AM_2021_4|DME_AM_2021_4|TOT_SEL_AM_2021_4|LA_XPO_AM_2022_1|DME_AM_2022_1|TOT_SEL_AM_2022_1|LA_XPO_AM_2022_2|DME_AM_2022_2|TOT_SEL_AM_2022_2|LA_XPO_AM_2022_3|DME_AM_2022_3|TOT_SEL_AM_2022_3|LA_XPO_AM_2022_4|DME_AM_2022_4|TOT_SEL_AM_2022_4|LA_XPO_AM_2023_1|DME_AM_2023_1|TOT_SEL_AM_2023_1|LA_XPO_AM_2023_2|DME_AM_2023_2|TOT_SEL_AM_2023_2|LA_XPO_AM_2023_3|DME_AM_2023_3|TOT_SEL_AM_2023_3|LA_XPO_AM_2023_4|DME_AM_2023_4|TOT_SEL_AM_2023_4|LA_XPO_AM_2024_1|DME_AM_2024_1|TOT_SEL_AM_2024_1|LA_XPO_AM_2024_2|DME_AM_2024_2|TOT_SEL_AM_2024_2|LA_XPO_AM_2024_3|DME_AM_2024_3|TOT_SEL_AM_2024_3|LA_XPO_AM_2024_4|DME_AM_2024_4|TOT_SEL_AM_2024_4|LA_XPO_AM_2025_1|DME_AM_2025_1|TOT_SEL_AM_2025_1|LA_XPO_AM_2025_2|DME_AM_2025_2|TOT_SEL_AM_2025_2|LA_XPO_AM_2025_3|DME_AM_2025_3|TOT_SEL_AM_2025_3|LA_XPO_AM_2025_4|DME_AM_2025_4|TOT_SEL_AM_2025_4|
1000000303|22581|2325|24906|43864|5260|49124|67408|7748|75156|76397|25127|101524|19697|5054|24751|45635|9217|54852|82200|13506|95706|102338|18180|120518|19307|4021|23328|45579|8223|53802|81527|11484|93011|121281|15657|136938|36485|4122|40607|70818|8765|79583|106073|13044|119117|136529|17985|154514|32765|5303|38068|59240|10897|70137|84171|32588|116759|104426|60638|165064|
1000000332|130307|202609|332916|268932|481217|750149|405856|3959303|4365159|553829|5321070|5874899|155138|1482441|1637579|329190|3064271|3393461|513310|4620275|5133585|698771|6076023|6774794|200068|1364875|1564943|425482|2727807|3153289|640922|4065090|4706012|0|6288443|6288443|234867|1353503|1588370|493148|2873951|3367099|734580|4266727|5001307|972009|5686755|6658764|255864|1343440|1599304|532971|2771600|3304571|785863|4141539|4927402|1031936|5452181|6484117|
1000000371|0|84002|84002|0|163028|163028|0|238853|238853|0|333102|333102|0|89459|89459|0|183723|183723|0|282543|282543|0|381809|381809|0|89335|89335|0|190555|190555|0|296089|296089|0|403793|403793|0|94044|94044|0|195008|195008|0|272758|272758|0|371930|371930|0|91057|91057|0|213588|213588|0|348130|348130|0|494366|494366|
1000000379||||||||||0|68031|68031||||||||||0|90216|90216||||||||||0|106673|106673||||||||||||||||||||||0|87983|87983|
1000000382|15489|28779|44268|36758|50332|87090|57375|76322|133697|76328|98287|174615|17601|31235|48836|46267|57416|103683|67992|90275|158267|85977|115137|201114|15900|25056|40956|33130|54001|87131|51395|83555|134950|69021|107004|176025|17619|24695|42314|37526|54685|92211|58308|86362|144670|72919|115363|188282|15307|32087|47394|39411|64148|103559|62835|102069|164904|77578|139854|217432|
1000000386||||||||||||||||||||||||||||||||||0|332870|332870||||||||||0|403677|403677||||||||||0|462306|462306|
1000000393|1|34718|34719|1|75205|75206|1|104301|104302|3|148696|148699|0|32304|32304|2|69771|69773|9|98997|99006|21|135312|135333|18|29651|29669|66|64275|64341|157|91967|92124|217|126283|126500|112|26784|26896|273|58588|58861|431|82492|82923|528|114210|114738|89|24791|24880|200|52025|52225|371|73826|74197|480|104111|104591|
1000000407|0|20616|20616|0|45525|45525|0|67752|67752|0|96850|96850|0|23241|23241|0|51898|51898|0|76769|76769|0|102255|102255|0|19918|19918|0|42686|42686|0|54474|54474|0|54474|54474|0|11144|11144|0|22439|22439|0|32337|32337|0|40641|40641|0|1411|1411|0|2371|2371|0|3420|3420|0|4081|4081|
1000000410|181471|424012|605483|533232|625093|1158325|544269|1265383|1809652|738465|1761551|2500016|238694|543687|782381|527562|1036543|1564105|755589|1497947|2253536|979019|1942996|2922015|189711|384014|573725|417177|749256|1166433|652368|1149474|1801842|956557|1569650|2526207|299508|486161|785669|673191|946997|1620188|1017179|1432704|2449883|1424566|1935115|3359681|381852|509991|891843|921441|1025356|1946797|1498618|1608718|3107336|1885896|2405201|4291097|
1000000426||||||||||||||||||||||0|4121|4121|||||||||||||||||||||||||||||||||||||
1000000458||||||||||||||||||||||0|55132|55132||||||||||0|61854|61854||||||||||0|69744|69744|||||||||||||
1000000550||||||||||||||||||||||||||||||||||0|86784|86784|||||||||||||||||||||||||
1000000655|700536|211455|911991|1502585|486779|1989364|2405971|756463|3162434|3637157|1044548|4681705|1049825|258490|1308315|2305381|611622|2917003|3707611|977189|4684800|5153559|1384737|6538296|1460871|386451|1847322|3014921|764874|3779795|4765558|1144667|5910225|6530852|1603031|8133883|1744358|366573|2110931|3483543|780835|4264378|5384976|1195802|6580778|0|8318566|8318566|0|2074370|2074370|0|3961418|3961418|0|5642650|5642650|0|7266851|7266851|
1000000659|0|382696|382696|0|812161|812161|0|1355647|1355647|0|1984047|1984047|0|646791|646791|413720|968176|1381896|649079|1528098|2177177|917266|2092986|3010252|242411|514815|757226|475442|1059663|1535105|685515|1611683|2297198|915446|2203714|3119160|246622|535945|782567|517990|1091376|1609366|781261|1632455|2413716|1076917|2208059|3284976|304253|541444|845697|582715|1091146|1673861|856762|1657078|2513840|1171094|2217810|3388904|
1000000697|0|246983|246983|0|564761|564761|0|906496|906496|0|1363965|1363965|0|428621|428621|0|867812|867812|0|1362350|1362350|0|1893078|1893078|0|516047|516047|0|1039739|1039739|0|1480264|1480264|0|1909592|1909592|0|434461|434461|0|882451|882451|0|1282220|1282220|0|1827040|1827040|0|449516|449516|0|936681|936681|0|1386675|1386675||||
1000000719|||||||||||||||||||||||||||||||||||||||||||||||||||||||0|370808|370808||||
1000000852||||||||||||||||||||||||||||||||||||||||||||||0|4200|4200|||||||||||||
1000000865||||||||||||||||||||||||||||||||||||||||||||||0|1187|1187|||||||||||||
1000000917||||||||||||||||||||||0|10767|10767|||||||||||||||||||||||||||||||||||||
1000000970||||||||||||||||||||||||||||||||||||||||||||||0|628494|628494|||||||||||||
1000001335||||||||||||||||||||||||||||||||||||||||||||||0|6100|6100|||||||||||||
1000001452|26854|5959|32813|64138|13416|77554|97388|21274|118662|143858|29785|173643|49959|7171|57130|102064|17241|119305|159959|23690|183649|0|264154|264154|55552|7140|62692|113798|14514|128312|169324|23384|192708|238677|31866|270543|||||||||||||||||||||||||
1000001549||||||||||0|76909|76909||||||||||0|84408|84408||||||||||0|78657|78657|||||||||||||||||||||||||
1000001597|89971|26699|116670|206195|63332|269527|288934|93679|382613|398480|160200|558680|76939|56363|133302|192095|134572|326667|295859|217016|512875|389804|327332|717136|113397|79277|192674|242929|178027|420956|348831|258853|607684|440867|298773|739640|98195|59579|157774|209587|121195|330782|310528|193068|503596|424610|269333|693943|102481|65525|168006|211975|140849|352824|297587|216437|514024|388281|308143|696424|
1000001601||||||||||0|37939|37939|0|8968|8968|0|17403|17403|0|26709|26709|0|40935|40935|0|6548|6548|0|15338|15338|0|25146|25146|0|41872|41872|0|8228|8228|0|18144|18144|0|25386|25386|0|41979|41979|0|7515|7515|0|22583|22583|0|32275|32275|0|50572|50572|
1000001605||||||||||0|3805|3805||||||||||0|4796|4796||||||||||0|7178|7178||||||||||0|5009|5009||||||||||0|4745|4745|
1000001647||||||||||0|527|527||||||||||0|962|962||||||||||0|542|542||||||||||0|447|447|||||||||||||
1000001752||||||||||0|2617|2617||||||||||0|2617|2617||||||||||0|2617|2617||||||||||||||||||||||0|12529|12529|
1000001840|5016|19341|24357|12388|39152|51540|16249|54241|70490|22769|97647|120416|4743|24108|28851|7258|55340|62598|17138|79965|97103|31446|95866|127312|3417|24196|27613|11837|50975|62812|23980|76290|100270|31988|103459|135447|6057|31104|37161|7914|63209|71123|8682|85017|93699|17248|105376|122624|3103|19860|22963|6903|47216|54119|11153|69858|81011|14384|96533|110917|
1000002135|286824|1652137|1938961|640633|3505720|4146353|993211|5253264|6246475|1772682|6912526|8685208|448827|1800655|2249482|984040|3706327|4690367|1662522|5548356|7210878|2779235|7639978|10419213|649158|1958959|2608117|1428459|4451055|5879514|2161364|6708258|8869622|2928853|8718948|11647801|565861|1921476|2487337|1192414|4116391|5308805|1798471|6058145|7856616|2423064|8080545|10503609|499711|1576958|2076669|1107107|3242882|4349989|1565932|4774669|6340601|1730099|6324528|8054627|
1000002157||||||||||0|33639|33639||||||||||0|35552|35552||||||||||0|37140|37140|||||||0|36021|36021|0|47577|47577|0|11634|11634|0|23262|23262|0|35947|35947|0|43755|43755|
1000002172||||||||||0|4603|4603||||||||||||||||||||||0|4852|4852||||||||||0|5132|5132|||||||||||||
1000002191||||||||||0|138551|138551||||||||||||||||||||||0|108948|108948||||||||||||||||||||||0|99689|99689|
1000002272|2960|39648|42608|6256|63858|70114|8916|81954|90870|10699|91133|101832|755|19324|20079|1943|44525|46468|1981|68460|70441|2638|80025|82663|184|27864|28048|319|43676|43995|887|64655|65542|1058|97882|98940|9|22032|22041|86|35258|35344|113|54907|55020|183|93185|93368|6|22992|22998|34|38850|38884|103|58115|58218|159|83269|83428|
1000002372|35418|34150|69568|74580|75820|150400|112960|105133|218093|154280|135067|289347|46886|31666|78552|102860|68011|170871|162220|92541|254761|204785|123423|328208|50895|29476|80371|104626|57908|162534|166833|86555|253388|217989|115642|333631|48803|22189|70992|104781|47149|151930|165847|71889|237736|222033|95952|317985|47636|24541|72177|96782|51047|147829|137783|75715|213498|181075|106404|287479|
1000002442|0|106041|106041|0|135281|135281|0|24581|24581|0|64981|64981|0|102338|102338|0|137271|137271|0|11605|11605|0|34040|34040|0|57216|57216|0|94486|94486|0|25635|25635|0|58351|58351|0|96479|96479|0|132748|132748|0|33331|33331|0|73888|73888|0|109162|109162|0|166650|166650|0|44588|44588|0|88074|88074|
1000002587|14415|37729|52144|29452|86929|116381|52686|114834|167520|82216|176449|258665|20471|173422|193893|48719|103200|151919|96763|156410|253173|136461|206371|342832|20814|40335|61149|40656|93585|134241|62779|126540|189319|80886|212392|293278|30735|46798|77533|55747|91730|147477|72846|134811|207657|105301|140040|245341|34967|35252|70219|56865|96820|153685|75600|140397|215997|116531|137660|254191|
1000002635||||||||||0|3790|3790|||||||||||||||||||||||||||||||||||||||||||||||||
1000002715||||||||||||||||||||||||||||||||||||||||||||||0|3009|3009||||||||||0|4061|4061|
1000002736||||||||||0|1088|1088|||||||||||||||||||||||||||||||||||||||||||||||||
1000002753||||||||||0|6560|6560||||||||||0|7002|7002||||||||||0|6162|6162|||||||||||||||||||||||||
1000002920|3198|10855|14053|4884|13942|18826|6599|17541|24140|1578|2620|4198|3435|9313|12748|5674|11566|17240|7563|15672|23235|1474|2675|4149|3570|9116|12686|6326|11707|18033|9016|16384|25400|1091|2029|3120|2585|8294|10879|0|16128|16128|7286|15856|23142||||3846|9350|13196|5739|12295|18034|8598|17168|25766|1575|1823|3398|
1000002949||||||||||||||||||||||||||||||||||||||||||||||0|7514|7514|||||||||||||
1000002952||||||||||0|4300|4300|||||||||||||||||||||||||||||||||||||||||||||||||
1000003054||||||||||||||||||||||||||||||||||||||||||||||0|8464|8464||||||||||0|4646|4646|
1000003062||||||||||||||||||||||0|1538|1538||||||||||0|1760|1760|||||||||||||||||||||||||
1000003177|0|588853|588853|16098|1181024|1197122|30087|1778527|1808614|38313|2384346|2422659|11658|636370|648028|25117|1306803|1331920|43780|2005821|2049601|52236|2686704|2738940|16317|704925|721242|33385|1376481|1409866|54844|2042355|2097199|73521|2678771|2752292|20734|636133|656867|36311|1316744|1353055|58450|2013096|2071546|70773|2721622|2792395|14702|670938|685640|27268|1407128|1434396|43103|2149262|2192365|66406|2852346|2918752|
1000003193||||||||||||||||||||||||||||||||||0|70122|70122||||||||||||||||||||||0|78199|78199|
1000003266||||||||||17286|1395|18681||||||||||20434|2792|23226||||||||||22076|1366|23442||||||||||24733|3178|27911||||||||||27454|3740|31194|
1000003329||||||||||0|9774|9774|||||||||||||||||||||||||||||||||||||||||||||||||
1000003345||||||||||||||||||||||0|16305|16305|||||||||||||||||||||||||||||||||||||
1000003420||||||||||0|40520|40520||||||||||0|41368|41368||||||||||0|37955|37955||||||||||0|42453|42453||||||||||0|35493|35493|
1000003429||||||||||0|3988|3988||||||||||0|3719|3719||||||||||0|4072|4072||||||||||0|4472|4472|||||||||||||
1000003436||||0|311996|311996|0|440532|440532|0|591313|591313|3888|146238|150126|6306|295617|301923|11038|409231|420269|13381|508647|522028|2488|94667|97155|6424|203548|209972||||13238|406449|419687|6227|114498|120725|10108|218512|228620|14960|317647|332607|22611|414255|436866|7651|93027|100678|17386|192266|209652|29157|275245|304402|46121|376462|422583|
1000003523||||||||||||||||||||||0|7532|7532||||||||||0|1930|1930|||||||||||||||||||||||||
1000003527||||||||||||||||||||||||||||||||||0|200|200|||||||||||||||||||||||||
1000003790||||||||||||||||||||||||||||||||||||||||||||||0|2398|2398|||||||||||||
1000003838||||||||||0|47079|47079||||||||||||||||||||||||||||||||||0|64473|64473|||||||||||||
1000003962||||||||||0|264619|264619||||||||||0|309178|309178||||||||||0|288259|288259||||||||||0|356377|356377||||||||||0|329371|329371|
1000004094|0|243098|243098|0|495320|495320|0|734058|734058|0|1129133|1129133|0|458810|458810|0|867443|867443|0|1323996|1323996|0|1871306|1871306|0|498194|498194|0|831370|831370|0|1196551|1196551|0|1608088|1608088|0|396226|396226|0|741486|741486|0|1099820|1099820|0|1476773|1476773|0|416471|416471|0|788781|788781|0|1139083|1139083|0|1565923|1565923|
1000004163||||||||||0|83300|83300||||||||||||||||||||||0|75627|75627||||||||||||||||||||||0|82498|82498|
1000004490||||||||||||||||||||||0|2502|2502|||||||||||||||||||||||||||||||||||||
1000004583|0|183218|183218|0|303188|303188|0|452060|452060|0|659346|659346|0|315191|315191|0|506158|506158|0|776234|776234|0|1099251|1099251|0|365329|365329|0|587502|587502|0|819769|819769|0|941625|941625|0|293892|293892|0|531905|531905|0|788567|788567|0|1023414|1023414|0|271221|271221|0|495761|495761|0|718564|718564|0|942033|942033|
1000004633||||||||||0|2243|2243||||||||||0|5284|5284||||||||||0|5311|5311||||||||||||||||||||||0|6155|6155|
1000005584||||0|249517|249517|||||||||||||||||||||||||||||||||||||||||||||||||||||||
1000005674||||||||||||||||||||||||||||0|972247|972247|||||||||||||||||||||||||||||||
1000005855|4106|2718|6824|8207|6831|15038|11267|9618|20885|14385|10829|25214|2776|1953|4729|6264|4185|10449|9806|6906|16712|13192|10520|23712|2520|1935|4455|4769|2748|7517|7356|3460|10816|10320|4281|14601|2516|1613|4129|4113|2582|6695|6409|4248|10657|8574|5676|14250|2375|2153|4528|5067|3899|8966|8748|5151|13899|11259|6908|18167|
1000005884||||||||||0|8181|8181||||||||||0|11128|11128||||||||||0|5712|5712|||||||||||||||||||||||||
1000006123||||||||||0|42377|42377||||||||||0|51322|51322||||||||||0|53377|53377||||||||||0|44651|44651||||||||||0|38354|38354|
1000006242||||||||||0|25491|25491||||||||||0|30466|30466||||||||||0|34554|34554|||||||||||||||||||||||||
1000006247||||||||||0|5094|5094||||||||||0|4785|4785||||||||||0|5821|5821|||||||||||||||||||||||||
1000006262||||0|7860|7860|0|12747|12747|0|6413|6413|0|7120|7120|0|8701|8701|0|18519|18519|0|20727|20727|0|6298|6298|0|12041|12041|0|19370|19370|0|24973|24973|0|7085|7085|0|13751|13751|0|20118|20118|0|23646|23646|0|8273|8273|0|13885|13885|0|19800|19800|0|22895|22895|
1000006267||||||||||||||||||||||0|1200|1200||||||||||0|725|725|||||||||||||||||||||||||
1000006286||||||||||0|3289|3289||||||||||0|3400|3400||||||||||0|3370|3370|||||||||||||||||||||||||
1000006392||||||||||||||||||||||||||||||||||||||||||||||0|3473|3473|||||||||||||
1000007076||||||||||0|9433|9433||||||||||0|9196|9196||||||||||0|13690|13690||||||||||0|21337|21337|||||||||||||
1000007117|48563|18074|66637|102645|35309|137954|167469|56034|223503|231054|76843|307897|61480|21357|82837|121294|40702|161996|182115|59267|241382|246816|86843|333659|69858|29180|99038|137120|57844|194964|201413|94771|296184|264226|139266|403492|62301|69786|132087|131031|107403|238434|199378|164589|363967|261069|227778|488847|67431|22174|89605|134222|135679|269901|193080|201627|394707|245297|297899|543196|
1000007118||||||||||0|41216|41216||||||||||0|8616|8616||||||||||0|3809|3809|||||||||||||||||||||||||
1000007363||||||||||0|1993|1993|||||||||||||||||||||||||||||||||||||||||||||||||
1000007428|16326|64846|81172|33675|137128|170803|48861|197278|246139|64781|266842|331623|20352|62821|83173|55521|127283|182804|81992|190467|272459|104834|277284|382118|25926|67057|92983|53453|139517|192970|90506|210225|300731|123158|284238|407396|29020|71302|100322|67131|145744|212875|98619|225052|323671|130008|305786|435794|31266|72445|103711|64598|152782|217380|100542|235932|336474|130155|317325|447480|
1000007452|0|171592|171592|0|364777|364777|0|658541|658541|0|892928|892928|0|238644|238644|0|490481|490481|0|864248|864248|0|1084607|1084607|0|213155|213155|0|428294|428294|0|734541|734541|0|920175|920175|0|226650|226650|0|460886|460886|0|822367|822367|0|1064151|1064151|0|257199|257199|0|515318|515318|0|818766|818766|0|1028989|1028989|
1000007516||||||||||0|76092|76092||||||||||0|72674|72674||||||||||||||||||||||0|65476|65476|||||||||||||
1000007517|0|3449|3449|0|6711|6711|0|10057|10057|11|14247|14258|0|3497|3497|0|7506|7506|0|11502|11502|15|15993|16008|8|3889|3897|8|8057|8065|40|12287|12327|59|17315|17374|5|4296|4301|31|9224|9255|69|13971|14040|72|19564|19636|34|4885|4919|48|10658|10706|131|16253|16384|153|22191|22344|
1000007519|3940|68274|72214|7293|173039|180332|13280|283202|296482|16327|407770|424097|4812|111879|116691|36351|231519|267870|46690|348499|395189|52585|484618|537203|7742|114965|122707|23361|249734|273095|37527|368454|405981|52423|501247|553670|17988|119992|137980|32145|257495|289640|39460|376203|415663|49241|511769|561010|11998|104303|116301|26420|225818|252238|33737|335083|368820|40303|461251|501554|
1000007649|0|70060|70060|0|141653|141653|0|186297|186297|0|242328|242328|0|47900|47900|0|96385|96385|0|154867|154867|0|195056|195056|0|36344|36344|0|74376|74376|0|108382|108382|0|156626|156626|0|43018|43018|0|81639|81639|0|120105|120105|0|165058|165058|0|45818|45818|0|94121|94121|0|135316|135316|0|164405|164405|
1000007921||||0|21128|21128|||||||||||||||||||||||||||||||||||||||||||||||||||||||
1000007987||||||||||||||||||||||||||||||||||0|49163|49163|||||||||||||||||||||||||
1000008024||||||||||0|4538|4538||||||||||0|5442|5442||||||||||0|7632|7632|||||||||||||||||||||||||
1000008062||||||||||||||||||||||0|31544|31544||||||||||0|53008|53008||||||||||||||||||||||0|53149|53149|
1000008388||||||||||||||||||||||0|712489|712489||||||||||0|807534|807534||||||||||0|737827|737827||||||||||0|742281|742281|
1000008393|29976|30612|60588|61979|57595|119574|97467|84920|182387|130932|122034|252966|39391|36916|76307|83842|72389|156231|129716|105897|235613|171840|140216|312056|37193|34000|71193|73798|64134|137932|110848|94204|205052|143334|124689|268023|27962|35357|63319|73973|57891|131864|100068|87082|187150|130718|121016|251734|33289|32806|66095|68009|65501|133510|101229|98984|200213|133268|138191|271459|
1000008424|0|71007|71007|0|141285|141285|0|212504|212504|0|296858|296858|0|87932|87932|0|175695|175695|0|255886|255886|0|324268|324268|0|74175|74175|0|153767|153767|0|241447|241447|0|339301|339301|0|91150|91150|0|186826|186826|0|277672|277672|0|371389|371389|0|77133|77133|0|144630|144630|0|216524|216524|0|284195|284195|
1000009059||||||||||||||||||||||4766|54863|59629|1152|11466|12618|2769|23764|26533|4417|37123|41540|5828|47429|53257|1973|11770|13743|3610|25937|29547|4988|41008|45996|6972|58277|65249|1491|13890|15381|3244|29507|32751|5278|46503|51781|6547|62316|68863|
1000009161|0|21285|21285|129|44182|44311|129|65666|65795|484|90484|90968|564|23903|24467|440|26051|26491|1502|77321|78823|2337|107392|109729|477|26625|27102|631|56670|57301|2023|84608|86631|2202|118333|120535|1739|31270|33009|1782|62308|64090|1791|93146|94937|2163|125766|127929|1520|30895|32415|1626|66908|68534|1626|104719|106345|2007|149869|151876|
1000009551|18340|116298|134638|39153|248313|287466|60021|370683|430704|86234|489765|575999|24096|127568|151664|52694|265826|318520|117392|355394|472786|111810|505593|617403|37152|112429|149581|82051|223159|305210|128191|344553|472744|169256|459341|628597|56107|84133|140240|119453|179758|299211|185629|265465|451094|251007|346623|597630|58264|96051|154315|116682|201359|318041|165844|305665|471509|220502|424703|645205|
1000009660|23434|14286|37720|45008|32991|77999|65424|54920|120344|87340|76433|163773|19065|21430|40495|39162|43818|82980|60789|68488|129277|74855|89057|163912|16105|20090|36195|26773|38671|65444|37901|53242|91143|53649|70284|123933|17694|19642|37336|38793|38081|76874|57259|56162|113421|81410|75727|157137|31602|17250|48852|59539|36333|95872|87324|59773|147097|116602|82229|198831|
1000010035|0|456969|456969|0|888738|888738|0|1289695|1289695|0|1911601|1911601|0|550598|550598|0|1146664|1146664|0|1773329|1773329|0|2283967|2283967|0|597564|597564|0|1121542|1121542|0|1793834|1793834|0|2176432|2176432|0|736980|736980|0|1611722|1611722|0|2493655|2493655|0|3557304|3557304|0|841912|841912|0|1803369|1803369|0|2832338|2832338|0|4162495|4162495|
1000010048|1191|6158|7349|2337|13680|16017|3397|20430|23827|4170|27317|31487|1080|8001|9081|2200|17208|19408|3493|25589|29082|4725|32145|36870|999|7935|8934|2068|16823|18891|2778|24601|27379|3077|31794|34871|594|6986|7580|1747|14882|16629|2444|22536|24980|3489|29812|33301|774|8818|9592|3074|18072|21146|3816|26651|30467|4467|35462|39929|
1000010053|2747|38271|41018|4622|77642|82264|5437|115646|121083|8403|155706|164109|1935|40966|42901|5224|83966|89190|8091|127740|135831|10626|174248|184874|1505|47515|49020|3662|96334|99996|5742|144687|150429|9344|193698|203042|1944|52791|54735|5963|102860|108823|9026|157526|166552|13733|207476|221209|3427|58616|62043|6345|112893|119238|18086|157876|175962|15041|218973|234014|
1000010054||||||||||||||||||||||||||||||||||||||||||||||0|9071|9071|||||||||||||
1000010068||||||||||0|6288|6288|||||||||||||||||||||||||||||||||||||||||||||||||
1000010189||||||||||||||||||||||0|3519|3519|||||||||||||||||||||||||||||||||||||
1000010639||||||||||||||||||||||||||||||||||||||||||||||0|7685|7685|||||||||||||
1000010856||||||||||0|4093|4093|||||||||||||||||||||||||||||||||||||||||||||||||
1000010896||||||||||0|1979|1979|||||||||||||||||||||||||||||||||||||||||||||||||
1000010949||||||||||0|1049|1049||||||||||0|1464|1464||||||||||0|1637|1637|||||||||||||||||||||||||
1000010999||||||||||0|1432|1432||||||||||0|1432|1432||||||||||0|3224|3224|||||||||||||||||||||||||
1000012178||||||||||0|207742|207742||||||||||0|227525|227525||||||||||0|227704|227704||||||||||0|241774|241774||||||||||0|244301|244301|
1000012227||||||||||||||||||||||||||||||||||0|12083|12083||||||||||0|12380|12380|||||||||||||
1000012373||||||||||0|8629|8629|||||||||||||||||||||||||||||||||||||||||||||||||
1000012399||||||||||||||||||||||0|69882|69882||||||||||0|94879|94879||||||||||0|91620|91620||||||||||0|44096|44096|
1000012421||||||||||||||||||||||||||||||||||0|16758|16758||||||||||0|23800|23800|||||||||||||
1000012544||||||||||0|18754|18754||||||||||0|21471|21471||||||||||0|15648|15648|||||||||||||||||||||||||
1000012602|397741|7883|405624|842500|12400|854900|1345400|14900|1360300|1881600|17200|1898800|582700|2400|585100|1178400|5800|1184200|1648800|14100|1662900|2090100|29200|2119300|518700|2800|521500|969700|6200|975900|1379900|8800|1388700|1890900|10500|1901400|454400|4000|458400|9296|136|9432|1346800|16300|1363100|1844600|21200|1865800|474100|2100|476200|846600|8200|854800|1238500|10700|1249200|1624400|14700|1639100|
1000012634||||||||||||||||||||||0|2497|2497||||||||||0|4294|4294|||||||||||||||||||||||||
1000012687||||||||||0|2422|2422||||||||||0|2977|2977||||||||||0|2550|2550||||||||||0|1889|1889|||||||||||||
1000012712||||||||||0|2697|2697||||||||||0|3478|3478||||||||||0|5861|5861|||||||||||||||||||||||||
1000012894||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||||||||||||
1000012903||||||||||||||||||||||||||||||||||||||||||||||0|6805|6805|||||||||||||
1000012921||||||||||0|554|554||||||||||||||||||||||0|2166|2166|||||||||||||||||||||||||
1000013137||||||||||0|3114|3114||||||||||0|3306|3306|||||||||||||||||||||||||||||||||||||
1000013193||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|3635|3635|
1000013328||||||||||0|3539|3539||||||||||0|3357|3357||||||||||0|380|380|||||||||||||||||||||||||
1000013355||||||||||||||||||||||||||||||||||0|1404|1404|||||||||||||||||||||||||
1000013429||||||||||0|79120|79120||||||||||0|78171|78171||||||||||0|76028|76028||||||||||0|88121|88121||||||||||0|75881|75881|
1000013510||||||||||||||||||||||0|2022442|2022442|||||||||||||||||||||||||||||||||||||
1000013597|17099|38162|55261|39563|79461|119024|64011|127710|191721|94770|176331|271101|30896|49480|80376|67693|93490|161183|90031|142107|232138|118765|188559|307324|20824|47646|68470|44900|88747|133647|58890|127811|186701|73687|159527|233214|21030|36717|57747|46503|72557|119060|74242|108227|182469|104086|147561|251647|21030|37604|58634|39629|83096|122725|64589|127972|192561|90473|183009|273482|
1000013611||||||||||||||||||||||||||||||||||0|2737|2737|||||||||||||||||||||||||
1000013906||||||||||0|163624|163624||||||||||0|162520|162520||||||||||0|168364|168364||||||||||0|161707|161707|||||||||||||
1000013989||||||||||0|3680|3680||||||||||0|5426|5426||||||||||0|6141|6141||||||||||0|6920|6920||||||||||0|7396|7396|
1000014169||||||||||0|5774|5774||||||||||0|7348|7348||||||||||||||||||||||0|9033|9033|||||||||||||
1000014409|0|34122|34122|0|66419|66419|0|103948|103948|0|148292|148292|0|43384|43384|0|85882|85882|0|131051|131051|0|183932|183932|0|52565|52565|0|105222|105222|0|161924|161924|0|228488|228488|0|64787|64787|0|141793|141793|0|213561|213561|0|272991|272991|0|69816|69816|0|159626|159626|0|241339|241339|0|320329|320329|
1000014442|0|104441|104441|0|260607|260607|0|412727|412727|0|608817|608817|0|160144|160144|0|356518|356518|0|522293|522293|0|730033|730033|0|126356|126356|0|283051|283051|0|422002|422002|0|621657|621657|0|189444|189444|0|406365|406365|0|567670|567670|0|749383|749383|0|153101|153101|0|351265|351265|0|489939|489939|0|645115|645115|
1000014522||||||||||35187|54376|89563||||||||||38985|49533|88518||||||||||0|121551|121551||||27832|46451|74283|0|121869|121869|0|177258|177258|16233|16818|33051|41211|28322|69533|74733|40665|115398|106050|69215|175265|
1000014943||||||||||0|58788|58788||||||||||0|77781|77781||||||||||0|89853|89853||||||||||0|95181|95181||||||||||0|32072|32072|
1000015060||||||||||0|34769|34769|||||||||||||||||||||||||||||||||||||||||||||||||
1000015276||||||||||0|50136|50136||||||||||0|50136|50136||||||||||0|96566|96566||||||||||||||||||||||0|60711|60711|
1000015358||||||||||||||||||||||0|11498|11498|||||||||||||||||||||||||||||||||||||
1000015427||||||||||0|768002|768002||||||||||0|862127|862127||||||||||0|1030331|1030331||||||||||0|1077427|1077427||||||||||0|1186968|1186968|
1000015483||||||||||0|8715|8715||||||||||0|13179|13179||||||||||0|11478|11478||||||||||0|10170|10170||||||||||0|8479|8479|
1000015492||||||||||||||||||||||0|3087|3087||||||||||0|3087|3087||||||||||||||||||||||0|7737|7737|
1000015548||||0|595|595||||||||||0|595|595||||||||||0|2027|2027|||||||||||||||||||||||||||||||
