V_BZNO|KIS_LS_FNA_MKS_2021|KIS_LS_FNA_MKS_2022|KIS_LS_FNA_MKS_2023|KIS_LS_FNA_MKS_2024|KIS_LS_FNA_MKS_2025|
가상_사업자번호|최종재무평점_2021|최종재무평점_2022|최종재무평점_2023|최종재무평점_2024|최종재무평점_2025|
1000003101|4|5|4|4|4|
1000003119|4|3|5|5||
1000003125|6||5|5||
1000003128|10|4|6|8|8|
1000003152|6|||||
1000003153|||5|5|5|
1000003181|6|6||5||
1000003188|||5|||
1000003202||5|5|4|4|
1000003213||4|4|4|5|
1000003251|3|3|4|3||
1000003258||4||5||
1000003272|8|7|7|7|8|
1000003283|7|8|8|6|6|
1000003292|||3|3||
1000003296||3|2|3|3|
1000003317|10|||||
1000003364|8|7|6|6|6|
1000003381|6|6|6|7|7|
1000003407|5|||||
1000003409||5||5|5|
1000003428||5|5|6|6|
1000003434|5|6|8|7|6|
1000003459||4|5|5||
1000003470|9|8|10|10||
1000003507|4|4|4|5||
1000003510|5|6|6|6|5|
1000003514|4|4|4|4||
1000003516|4|5|7|7||
1000003522|5|6|4|5||
1000003585|4|3|4|5|4|
1000003604|6|6|5|6|5|
1000003681|7|6|6|8|8|
1000003757|6|5|6|6||
1000003785|4|4|3|3|3|
1000003805||4||3||
1000003811|6||6|||
1000003815|4|5|5|4|5|
1000003818|8|6|7|7|6|
1000003824|5|6||5||
1000003846|8|8|8|8|8|
1000003859||4|||4|
1000003861|5|5||5||
1000003887|7|7|9|8||
1000003888|4|4|4|4|4|
1000003895|4|4|4|7|8|
1000003900|3|4|3|3|3|
1000004002|8|4|4|||
1000004021|4|4|4|4|4|
1000004025|8|5|5|6||
1000004036||||5||
1000004042|4|6|4|4|5|
1000004059|||6|6|6|
1000004072|5|4|5|5|4|
1000004104|4|4|4|4||
1000004123||7|7|5|5|
1000004133|||6|5|4|
1000004136|5|6|5|6||
1000004137|3|2|2|2|2|
1000004157|8|7|7|6||
1000004201|5|5|4|5|5|
1000004215|2|3|2|2|3|
1000004242||5||||
1000004269|6|4|7|4||
1000004270|5|||||
1000004275|6|6|6|||
1000004281|5|4|4|4|5|
1000004285|7|9||||
1000004344|6||6|6||
1000004382|5|6|7|4||
1000004410||7|6|7||
1000004450|2|3|3|3|3|
1000004549|8|6|9|9||
1000004586|7|7|8|6|6|
1000004613|9|10||||
1000004618|5|5|6|5|5|
1000004627|8|6|8|8|10|
1000004672|9|8|9|9||
1000004766|4|4||||
1000004789|4|5|6|5||
1000004792|4|4|4|5|4|
1000004848|4|3||||
1000004904|9|9|9|8||
1000004988||5||||
1000004997|||6|||
1000005010|6|6|6|4|5|
1000005085||4|6|5|5|
1000005113|6||6|9||
1000005158|7|8|8|6||
1000005163|2|2|2|||
1000005167|6|8|8|6|5|
1000005172|4|4|4|5|8|
1000005249|6|6|7|9|9|
1000005289|5|4||9|8|
1000005290|5|6|4|5||
1000005327|4|4|3|3|2|
1000005329|4|||4||
1000005333|5|||||
1000005358|8||7|6||
1000005371|7|6|6|7|6|
1000005379|5|5|8|8||
1000005385|7|6|6|6|6|
1000005390|6|4|5|5|8|
1000005399|5|6|7|7|7|
1000005521|10|||||
1000005544|4||5|6|6|
1000005545|8|6|4|6||
1000005546|5|7|7|8|5|
1000005614||4|4|||
1000005635|5|5|5|6|6|
1000005640|5|4|5|6|6|
1000005644|5|4|3|3|3|
1000005651|4|6|6|8|4|
1000005662|5||7|5||
1000005695|3|3|3|3||
1000005715|5|5|5|5|5|
1000005747||8|8|8|8|
1000005750|5|5|6|6|6|
1000005789|5|||7||
1000005796|8|6|6|6|5|
1000005802|3|4||||
1000005803|6|8|8|6|6|
1000005816|8|5|5|5|6|
1000005841|6|4|5|5||
1000005844|7||6|6||
1000005864|5|6|9|9||
1000005876|6|7|7|6|5|
1000005970|5|6|9|9|9|
1000005985|4|4|5|8|5|
1000005991|7|9|8|8|7|
1000006016|6|6|6|8|5|
1000006035||4|4|||
1000006036|5|4|5|5|4|
1000006060|3|3|4|4|4|
1000006122||6|5|4||
1000006125|6|6|6|4|6|
1000006185|6|6|5|5|5|
1000006233|6||7|6|7|
1000006248|5|5|5|5|5|
1000006259|6|5|7|6|6|
1000006280|3|4|3|3|3|
1000006300|5|5|4|4|6|
1000006336|4|5||||
1000006369|6|7|5|6|6|
1000006374|5|5|6|6|6|
1000006377|3|2||||
1000006387||4|4|4||
1000006411|||4|||
1000006418||7|6|8||
1000006420|5|4|4|4|4|
1000006427|8|9|9|10||
1000006517|6|6|||10|
1000006534|6|5||||
1000006615||6|7|8|7|
1000006641||||4||
1000006649|8|6|5|7|6|
1000006728|6|10|10|||
1000006753|5|8|6|4||
1000006844|9|9||||
1000006860|4|4|4|4||
1000006861|5|5|5|6||
1000006869|8|6|6|6|6|
1000006933|5|5|7|8||
1000006955|10|||||
1000007001|6|5|6|6|5|
1000007019|6|7|7|7|6|
1000007024||4|4|||
1000007041|4|4|4|5|4|
1000007046|8|8|5|6|6|
1000007071|6|5|5|5|5|
1000007096|5|6|6|8|7|
1000007120|6|6|6|6|6|
1000007152||||4||
1000007153|5|5|3|||
1000007156|4|5||5||
1000007168|6|5|8|7|8|
1000007247|4|5|5|5||
1000007251|5|4|4|4||
1000007302|3|4||4||
1000007317|8|||||
1000007323|5|||||
1000007324|6|6||7|6|
1000007345|7|6|7|6||
1000007347|6|6|6|6||
1000007358|||5|||
1000007370|10|||||
1000007388|4|4||||
1000007393||||8||
1000007398|8|8|8|8||
1000007402|4|5|5|5|4|
1000007438|4|4|6|5|5|
1000007446|6|6|6|6|6|
1000007523|4|4|4|||
1000007547||3||||
1000007589|5|5|6|6|6|
1000007661|7|8|8|9|8|
1000007678|7|8||||
1000007698|8|9|9|9||
1000007713|6|6|6|8||
1000007714|7|6|6|6||
1000007729|8|6|6|6|5|
1000007735||4|5|7|6|
1000007741|5|4|4||4|
1000007742||6|6|7|6|
1000007755||8||||
1000007820|8|6|7|8|8|
1000007844|7|6|6|6|6|
1000007846|6|6|6|5|6|
1000007879|9|8|8|9||
1000007904|4|4|5|5|5|
1000007911||5|5|6|6|
1000007931|8|8|8|8||
1000007955|8|8|6|5|8|
1000007956|4|4||5||
1000007960||4||||
1000007966|5|5|5|4||
1000007986|4||6|6|6|
1000008012|4|||||
1000008073|4|||||
1000008078|5|9||||
1000008102|8|8|9|||
1000008112|8|6|6|||
1000008123|5|5|5|4|4|
1000008168|7|6|5|5|5|
1000008172|7|8|8|9||
1000008190|6|6|5|6||
1000008195|6|6|5|4|4|
1000008198|4|6|5|4|5|
1000008231|5|6|7|7||
1000008240|4|6|6|6|6|
1000008247|3|3|4|3||
1000008258|9|10|10|9|9|
1000008292|4||4|||
1000008347|8|9|9|9|9|
1000008383|5|5|5|5|5|
1000008404|4|4|4|4||
1000008412|4|4|4|5|5|
1000008423||6||||
1000008451|4|4|4|5|5|
1000008474|5|||||
1000008498|4|4|4|4|3|
1000008525|4|4|5|5|4|
1000008531|4|4|4|4|4|
1000008576|6||5|5||
1000008586|5|||4||
1000008599|7|9|8|||
1000008607||5|6|5|4|
1000008647|6|6|6|6|6|
1000008651|5|4|5|4|4|
1000008659|4|4||||
1000008660||5|5|5||
1000008687|6||8|7||
1000008712|8|||6|8|
1000008721|6|5|5|4|4|
1000008732|5|5|4|||
1000008753|4|4|4|4||
1000008772|4|5|4|4|4|
1000008807|6|6|7|8|7|
1000008812|8|5|6|5|6|
1000008862|7|6||8||
1000008869||5|4|5||
1000008890|9||9|||
1000008898|6|6|6|5|6|
1000008900|6|7|8|9|9|
1000008975|8|7|8|6|8|
1000009007||4|4|4||
1000009065|5|5|8|8|5|
1000009082|4|5|6|5|4|
1000009155|8|7|6|6|6|
1000009162|6|||||
1000009275|4|5|4|4|4|
1000009323||5|6|9||
1000009329|8|8|8|||
1000009380|5||4|4|4|
1000009385|6|6|6|6|6|
1000009409|5|6|7|7|7|
1000009435|6|5|5|6|6|
1000009456|7||8|7||
1000009511|9||10|||
1000009561|5|8|6|6||
1000009593|4|4|5|4||
1000009646|8|||||
1000009665|6|6||||
1000009667|5|6|8|6|6|
1000009684|5|4||4||
1000009706|6|6|6|8||
1000009728|10|10|10|10|10|
1000009729||||7||
1000009735|4|4|5|4|4|
1000009776|6|||||
1000009783|6|6|6|6|5|
1000009792|6|5|5|||
1000009806|5|4|3|3|6|
1000009810|4||5|4||
1000009844|4|4|3|8|9|
1000009846|5|6|5|5||
1000009890|8|6|6|6||
1000009914|5|8|5|||
1000009917|4|6|8|||
1000009930||4||||
1000009944|||4|4|4|
1000009970|5|4|5|4|5|
1000009972|6|8|8|7||
1000009982|8|9||||
1000010001|4|5|4|4|4|
1000010023|3|4|4|3|3|
1000010024|8|7|7|7|8|
1000010042|6|6|4|4|4|
1000010049|4|4|4|3|3|
1000010089|7|6|6|5|6|
1000010111|6|5|6|6|8|
1000010131|5|6||||
1000010155|5|4|5|4|5|
1000010159|4||4|5||
1000010177|5|6|6|6|6|
1000010181|4|4|5|4|5|
1000010236|8|8|8|8||
1000010238|5|3|4|3|4|
1000010245|6|5|5|4|4|
1000010266|3|4||||
1000010279|4|4|4|3||
1000010282|4|5|5|6|6|
1000010330|6|8|10|7|9|
1000010337|6||5|||
1000010388|6|6|6|6|6|
1000010405|8|7|6|8|9|
1000010427|6|6|6|6|6|
1000010456|7|6|6|6|6|
1000010480|4|3|||3|
1000010481|6|6|8|8||
1000010592|5|5|4|||
1000010611|9|7|7|7||
1000010646|4|5|6|6|7|
1000010671|6|7|8|7||
1000010723|4|4|4|4|4|
1000010729||||4||
1000010734|4||4|3||
1000010748|5|6|7|6|8|
1000010838|5|6|6|6|6|
1000010855|5|6|5|6||
1000010868|4|3|3|3|3|
1000010873||4|4|4|4|
1000010906|7|8|8|8|6|
1000010910|3|2|2|2|2|
1000010958|5|5|5|5|5|
1000010983|||4|4|5|
1000011002||7|||7|
1000011004|6|5|6|6||
1000011033|4|4|4|||
1000011038||5|4|4|4|
1000011050|6|7|7|6||
1000011062|4|4||5|6|
1000011072|6|6|6|7|7|
1000011103|6|5|8|6|5|
1000011105|6|6|5|5||
1000011118|6|6|6|5|6|
1000011154|6|7|7|7||
1000011158|4||5|5|5|
1000011165|6|7|6|8|8|
1000011166|6|6|6|8|8|
1000011180||7||9||
1000011206|4|4|5|4||
1000011223|8|9|10|10||
1000011249|9|8|8|9||
1000011251|7|7|8|8|8|
1000011264|7|5|6|6||
1000011287|4|4|4|4||
1000011318|9|8|8|8|8|
1000011337|5|6|6|6|6|
1000011361|2|2|2|2|2|
1000011362|4|4|4|6|5|
1000011364|5||6|5||
1000011368|4|7|6|8|8|
1000011384||5|5|6|6|
1000011393|8|8|8|8|7|
1000011403|7||8|8|8|
1000011416|8|8|8|8||
1000011427|5|5|4|5|4|
1000011466|3|4||5|5|
1000011469|4|5|4|4|4|
1000011501|6|5|5|5|5|
1000011502|5|4|5|6||
1000011535|6|7|6|||
1000011555|5|6|4|8||
1000011565|9|8||||
1000011585|6|7|6|6|6|
1000011606|8|6|6|6|6|
1000011622|5|4|4|4||
1000011669|6|5|5|6|6|
1000011672|7|6|6|6||
1000011673|5|5|8|8|6|
1000011782|6|7|9|9||
1000011784||9|8|7||
1000011789|6||7|7|6|
1000011797||4|5|6||
1000011922|4|||||
1000011952|5|4|5||6|
1000011959|6|4|4|4|3|
1000011966|6|6|7|7||
1000011978|4|4||4|4|
1000011980|4|6|6|7|6|
1000011986|7|6|6|6|6|
1000011989|8|8|8|8|5|
1000012009|5|9|8|10||
1000012021|2|2|2|2|2|
1000012023|4|5|4|3|3|
1000012044|7|6|7|5|5|
1000012045|6|8|6|6||
1000012058|5||5|||
1000012122|4|3|3|3|3|
1000012142||6||5||
1000012179|3|3|5|5|6|
1000012182|4|||||
1000012186|5|5|5|5|5|
1000012202||5|5|5|5|
1000012218|4|||||
1000012226|6|4|4|4|3|
1000012247|8|7|6|5|5|
1000012254|6|5|5|5|4|
1000012258|4|3|4|||
1000012269|3|4|4|3|4|
1000012275|4|5|5|5||
1000012299||5|6|7||
1000012305|6|8||9||
1000012316||4|4|5||
1000012332||6|6|6|7|
1000012366|6|6|6|6|7|
1000012375|8|8|7|8||
1000012410|6|5|5|4|6|
1000012426|3|4|5|5|5|
1000012460|6|6|6|6|5|
1000012491|5|5|6|5|6|
1000012516|4||4||4|
1000012526|6|7|8|6||
1000012527|4|4|4|4|5|
1000012545|4|6|5|6|6|
1000012566|5|5|5|5|5|
1000012568|6|6|6|6|4|
1000012574|5|6|6|6|6|
1000012579|7|7|7|10||
1000012583|4|4|4|5|5|
1000012622|8|8|8|9|9|
1000012627|6|7|7|6|7|
1000012631|5|6|6|5|6|
1000012647||4||||
1000012664||8||8||
1000012666||5||||
1000012680|5|5|6|5|5|
1000012729|4|4||||
1000012767|5|7|7|6|5|
1000012771|||7|7||
1000012773|4|4||5||
1000012775|6|||6||
1000012792|7|6|6|6|6|
1000012799|4|4|4|4||
1000012802|4|5|9|9||
1000012827|6|6|6|7|7|
1000012852|8|8|7|8||
1000012863|||5|||
1000012875|6|9||||
1000012908|4|6|7|7|9|
1000012912||6|5|6||
1000012929|2|2|2|2|2|
1000012937|5||5|5|4|
1000012977|6|||||
1000012980|4|4||||
1000012994|4|4|4|4|3|
1000013000|4|5|||4|
1000013028||4|4|4|6|
1000013030|4|5|5|7|7|
1000013035|6|5||5||
1000013049||6||||
1000013087|||4|5|4|
1000013108|5|5|5|5||
1000013114|5||5|6|6|
1000013160|6|5|6|5||
1000013174|6|6||6||
1000013214|4|5|5|8||
1000013222|4|4|4|4||
1000013236|8|8|9|9|7|
1000013241|7|8|8|8|8|
1000013253|5||6|5||
1000013256|6|6|5|5||
1000013277|7|6|5|5|5|
1000013286|4|4|4|4|4|
1000013296|5|||||
1000013313|3|3|3|3|3|
1000013324|5|4|4|3||
1000013348|5|5|5|7||
1000013371|8|8||||
1000013379|7|8|6|8|8|
1000013409|4|4|4|5|6|
1000013458|9|7|8|8|8|
1000013507|5|6|6|6|6|
1000013512|4|4|4|4|4|
1000013523|6|6|6|6|6|
1000013533|4|4|3|4|3|
1000013543|4|5|5|6||
1000013545|5|7|6|||
1000013561|4|5|5|5|5|
1000013655|5|4|5|4|4|
1000013662|5|5|5|6||
1000013666|6|6|6|6||
1000013679|4|4|4|5||
1000013688|3|3|4|3|4|
1000013697|5|5|5|8|8|
1000013713|5|4|4|4||
1000013722|6|6|6|6|7|
1000013740|8|9|10|||
1000013746|8|7|5|8|7|
1000013789|4||4|6|6|
1000013791|5|5|5|6|6|
1000013796|3|4|4|5|5|
1000013831|6|6|8|8|8|
1000013838|5|5|6|4||
1000013964|4|5|6|6|5|
1000013966|5|6|5|8|6|
1000013981|5|6|6|5||
1000013986|8|8|8|8|8|
1000013994|5|5|5|5|5|
1000013998|7|6|6|6|5|
1000014015|3|4|4|3|4|
1000014021|6||5||6|
1000014056|5|5|5|5||
1000014076|8|7|8|8|8|
1000014088|5|||||
1000014104|5|5|5|5|5|
1000014113|6|6|6|6|6|
1000014137|||5|6||
1000014159|6|10|8|10||
1000014167|4|5|5|8|6|
1000014237|8|8|8|8||
1000014259|5|4|5|5|5|
1000014298|6|5|5|4|4|
1000014311|5|5|5|6|6|
1000014325|6|6|6|6|6|
1000014328|6|5|4|||
1000014337|7|8|9|10|10|
1000014374|7|8|9|8||
1000014378|5|6|5|5|6|
1000014379|4|5|5|8||
1000014385|6|5||5||
1000014414|4|4|4|4|4|
1000014430|4|4|4|6|5|
1000014432|4|4|6|4|4|
1000014435|4|4|3|3|3|
1000014453|4|4||4||
1000014486|8|5|5|6|6|
1000014493|5|5||5|6|
1000014494|3|3|4|3|3|
1000014497||5||4|5|
1000014515|4|4|4|5|4|
1000014525|3|5|4|8|8|
1000014539|5|5|5|4||
1000014577|6|5|5|5|6|
1000014578|6|7|9|9||
1000014585|6|8|8|10|10|
1000014605|4|5|5|5|5|
1000014616|6|6|6|7|6|
1000014619|8|9||||
1000014650|5|6|7|6|6|
1000014739||5||5|5|
1000014751|6|6|6|6||
1000014752|6|6|7|7||
1000014763|5|4|4|4|4|
1000014765|3||3|3||
1000014766|4|5|4|5|4|
1000014794|3|3|3|3|4|
1000014842|5|6|6|6|5|
1000014882|5|5|5|5||
1000014904||6|6|6|5|
1000014907|6|4||5||
1000014927|6||6|6|6|
1000014932|7|6||9|9|
1000014949|3|3|4|4|5|
1000014963|6|6|7|8||
1000014965|7|6|6|6|6|
1000015006|5|6||||
1000015018|4|4|5||5|
1000015091|3|3|4|3||
1000015099|7|6|6|8|8|
1000015110||||4||
1000015124|5|5|6|5|5|
1000015138|5|4|5|5||
1000015148|||4|||
1000015150|5|6||5|6|
1000015152||4||||
1000015153|4|4|4|6|6|
1000015160|8|6|8|8||
1000015162|6|6|7|8|8|
1000015168|4|||4||
1000015189|4|6|||6|
1000015213|5||5|5||
1000015249||4|4|4|4|
1000015259|8|8|8|8|7|
1000015338|4||4|8|7|
1000015348||4|4|||
1000015366|5|3|4|4||
1000015378|4|4|4|4||
1000015431|5|4|4|4|4|
1000015461|6|7|7|6|6|
1000015489||||4||
1000015503|6|6||6||
1000015506|6|6|6|5|4|
1000015562|7|8|6|7|7|
1000015590||8|8|8||
1000015602|5|6|6|5|5|
1000015605|5|6|5|5|6|
1000015640|4|8|7|6|6|
1000015656|5|5|5|5||
1000015677|4|5|5|5|5|
1000015701|||5|5|4|
1000015703||4|4|4|4|
1000015724||9||||
1000015743|5|6|7|8|6|
1000015748|4|5|4|4||
1000015761|6|5|6|||
1000015781|4|4|4|4|4|
1000015837|4|4|4|4|4|
1000015841||||4||
1000015855||4|4|||
1000015879|7|5|6|6|6|
1000015884|5|5|5|||
1000015904|6|9||||
1000015912|3|4|4|5|4|
1000015918|5|4|5|6|5|
1000015960|7|7|7|6|7|
1000015973|4|6|6|5|6|
1000015975|3|4|4|2|3|
1000015995|4|3|3|4||
1000016001|5|6|6|7||
1000016005|5|7|6|6|6|
1000016036||4|4|4|3|
1000016039|6||5|6|5|
1000016089|8|9|8|10||
1000016104|10|||||
1000016107|6|6|6|6||
1000016136|8|8|8|8|8|
1000016138|6|6|6|6|6|
1000016139||5|8||8|
1000016162|4|5|5|5|5|
1000016176|4|5|7|6|6|
1000016184|6|6|6|6||
1000016189|8|9|8|9|9|
1000016213|10|8|7|9|8|
1000016245|5|||||
1000016314|8|8|7|7|7|
1000016359|8|6|9|6||
1000016380|5|5|5|5||
1000016394|5|||||
1000016432||||4|4|
1000016471|5|5|5|6|5|
1000016472|6|6|4|4||
1000016499|6|6|6|6||
1000016527|4|4|4|3||
1000016539|6|7|5|6||
1000016577|7|8|7|6||
1000016593|4|5|5||4|
1000016603|4|5|6|5|6|
1000016605|9|10||||
1000016629|6|6|6|4||
1000016638|6||7|6|8|
1000016642|5|||5||
1000016694|8|7|8|7|7|
1000016696|||9|8|8|
1000016728|4|7|6|7|5|
1000016790|5|5|5|5|5|
1000016817||||6||
1000016834|6|6|7|6||
1000016852|6|4|4|4|4|
1000016861|7|6|8|5|6|
1000016863|7||6|6|6|
1000016899|6|6|6|6|6|
1000016905|4|4|3|4|3|
1000016911|6|6|6|7|7|
1000016916|4|6|6|8|8|
1000016926|6|3|4|4|4|
1000016942|6|6|6|6|6|
1000016954|6|4|6|6|5|
1000016971|7|6|||7|
1000016978|7|6|6|6|6|
1000016988|4|5|6|5|5|
1000016998|||6|8||
1000017003|6||6|5|5|
1000017009|4|4|4|8|8|
1000017023|4|5|5|4|4|
1000017040|5|5|5|5|5|
1000017048|6|5|6|6|4|
1000017051|4|||4||
1000017055|5|5|6|6|6|
1000017099|4|6|4|4|3|
1000017101|6|8|6|8|8|
1000017115|||4|5|5|
1000017130|6|6|5|6||
1000017133|6|5|6|5|6|
1000017134|||4|||
1000017136|3|2|2|2|2|
1000017181||4|5|8|4|
1000017182|6|6|7|7||
1000017196|6|5|7|6|7|
1000017209|5|4|4|3||
1000017210|4|4|4|4|4|
1000017234||5|5|4|5|
1000017237|6|6|6|4||
1000017268|5|5|5|6|5|
1000017305|6|4|4|4|5|
1000017326|4|5|5|5||
1000017395|8|9|9|10||
1000017408|6|7|7|7|6|
1000017415||5||||
1000017424|||8|6||
1000017435|7|6|6|8|7|
1000017439|6|5|||5|
1000017444|5|7|6|4|5|
1000017449|4|5|5|4|5|
1000017458|5|5|5||5|
1000017463|4|||||
1000017476|5|6|6|6|6|
1000017508|6|6|6|8|7|
1000017532|8|6|6|6|6|
1000017544|5|4|5|7|6|
1000017549|6|5|6|6|6|
1000017552||3|4|3|4|
1000017556|3|3|3|3|3|
1000017563|3|4|4|4||
1000017572|8|8|6|8|8|
1000017610|5|5||||
1000017613|5|5|4|7||
1000017618|6|6|6|8|7|
1000017621|5|4||||
1000017631|5|5|5|4|5|
1000017640|6|5|6|4|6|
1000017648|4|4|4|5|5|
1000017719|4||||2|
1000017724|8|8|10|9|9|
1000017728|4|4|6|6|6|
1000017729|8|7|8|8|7|
1000017744|4|4|4|4|5|
1000017749|6|5|5|4|4|
1000017750|5|6|8|8|8|
1000017754|4|4|4|4|4|
1000017759|6|6|8|8|7|
1000017762|6|6||6|6|
1000017825|7|7||7||
1000017846|2|2||3|3|
1000017849|4|4|5|5|4|
1000017855|5|5||5|4|
1000017856|4|5|4|4||
1000017871|8|9||||
1000017880|5|4||5|5|
1000017881|6|4|5|5|6|
1000017887|6|7|7|7|7|
1000017948|4|4||4||
1000017967|4|4|4|4|4|
1000025160||8|8|9|9|
1000018013|5|5|5|6|6|
1000018055|||5|5||
1000018061|6|4|4|4|4|
1000018102|6|7||7|7|
1000018122|5|8|8|9||
1000018203|4||4|3||
1000018222|5|5|6|6|5|
1000018239|4|4|4|4|5|
1000018243|4|3|3|4|5|
1000018248|5|5|5|5||
1000018260|4|4|5|4|4|
1000018268|5|5|5|6|5|
1000018285|5|4|3|5||
1000018332|5|6||||
1000018340|8|9|10|10||
1000018352|5|5|7|6|6|
1000018365|4|4|4|5|4|
1000018404|4|4|4|4|5|
1000018408|4|3|3|3|6|
1000018504||5||5|3|
1000018509||5|5|6||
1000018516|5|5|5|4|4|
1000018523|5||5|||
1000018545|8|6|9|6|7|
1000018546|8|9|10|||
1000018554|4|3|3|4||
1000018572|5|8|9|8|8|
1000018595|5||6|6|6|
1000018623|5|5|5|5|5|
1000018626|5|5|6|6|6|
1000018631|5|5|5|5|4|
1000018679|5|5|6|6|6|
1000018685|6|6|5|5|7|
1000018719|5|5|6|6||
1000018720|7|8|9|9|10|
1000018736|4|4|4|6|6|
1000018751|6|6|5|5||
1000018790|5|6|6|4|5|
1000018857|5|5|5|5||
1000018889|6|6|6|6|7|
1000018899|3|4|4|5|4|
1000018912|4|4|5|6|5|
1000018914|5|||||
1000018934|3|4|4|3||
1000018968|4|4|5|6|5|
1000018990||9||||
1000019037|7|6|7|8||
1000019038|6|6|5|5|5|
1000019044|6|6|7|8|8|
1000019064|4|3|5|||
1000019114|4|4|5|5|4|
1000019127|5|8|9|9||
1000019140|6|6|5|5|8|
1000019142|8|8|6|8|6|
1000019143|5|5|7|9|9|
1000019147|3|4|4|4|4|
1000019152|||4|4||
1000019159|6|6|8|10|8|
1000019171|6|4|4|4|4|
1000019188|8|8|8|7|7|
1000019190|5|6|5|8||
1000019200|4||4|||
1000019204|8|4|8|8||
1000019241|10|||||
1000019273||4|3|3||
1000019305|6|||||
1000019372|4|4|4|||
1000019378||8|8|7|8|
1000019388|4|5|7|5|7|
1000019389||6||5||
1000019393|5|4|5|4||
1000019406|5|5|3|||
1000019426|6||7|7|7|
1000019466|9|||||
1000019471|6||6||6|
1000019490||8|8|8||
1000019516|4|5|6|5|5|
1000019555|5|6|6|6|6|
1000019561|6|5|5|5|4|
1000019563||4|5|4|3|
1000019581||5|6|6||
1000019582|4|8|8||5|
1000019600|6|7|6|6|6|
1000019617|5|5|5|4|5|
1000019662|7|10||||
1000019705||6|6|4|4|
1000019708||6|6|7|7|
1000019709|4|4|5|5||
1000019710|10|9||||
1000019742|5|7|6|6|6|
1000019745|5|4|6|8|8|
1000019759|6|4|5|5|5|
1000019779|6|6|6|6|5|
1000019783|9|8|8|7|6|
1000019837|4|5|5||4|
1000019839|6|6|5|||
1000019857|5|5|4|3||
1000019866|8|9|8|8|8|
1000019879|6|6|6|6||
1000019916|4|||4||
1000019957|7|8|6|6||
1000019989|5|5|6|6|6|
1000020011|6|7|5|5|5|
1000020013|8|7|9|||
1000020026|4|5|5|5|5|
1000020027|5|5|5|6|5|
1000020029||5|4|4|4|
1000020043|6|8|7|8|9|
1000020049|4|5|5|4||
1000020065|6|8|8|8|8|
1000020112||4|6|||
1000020145|5|6|5|5|4|
1000020155|5|6|6|7|6|
1000020169|4|4|5|8||
1000020192|3||3|4|4|
1000020199|6|6|6|6|7|
1000020204|4|4|4|4|4|
1000020209|6|4|5|5||
1000020229||6|6|5|5|
1000020235|6|6|6|6||
1000020252|7|6|6|6||
1000020295|4|8|9|10|9|
1000020345|3|4|4|4|3|
1000020356|8|8|7|8|8|
1000020377|4|5|6|8||
1000020380|3|3|4|4|4|
1000020411|5|6|6|6|5|
1000020425||4||5|4|
1000020427|6|7|6|6|6|
1000020431|5|5|5|5|5|
1000020507|5|8|10|9||
1000020509|6|8|8|7||
1000020540|7|9|6|6|6|
1000020542|4|4||4||
1000020547|5|4|6|5||
1000020572|6|8|6|6||
1000020596||7|7|||
1000020608|8|8|6|6|6|
1000020733|8|7||7||
1000020745|4|5|7|9|9|
1000020762|||6|||
1000020776|5|6|9|6|5|
1000020806||4|4|4||
1000020824|5|5|5|4|3|
1000020873|||||5|
1000020942|4|4|5|4||
1000020984|4|4|4|4||
1000021012|8|9||||
1000021025|5|5|5|5|5|
1000021050|5|6|5|7|8|
1000021055|4|5||5||
1000021063|4|4|4||3|
1000021093||4||4||
1000021101||7||6||
1000021125|6|6|6|6|6|
1000021126|6|5|7|6|6|
1000021130|6|7|6|6|6|
1000021137|5|6|6|6||
1000021175|5|7|6|6|6|
1000021182|||8|7|6|
1000021210|8|6|6|6|6|
1000021288|8|8|8|6|6|
1000021295|7|7||8||
1000021303|5|6|7|6|6|
1000021322|4|5|4|||
1000021338|3|4|4|4|4|
1000021341|5|6|9|||
1000021344|7|7|6|7||
1000021353|5|6|6|5||
1000021385|4|4||4||
1000021388|7|6|7|8|8|
1000021390||||6||
1000021395|8|7|8|8||
1000021405|6|4|4|5|6|
1000021407|6|5|4|4||
1000021416||8|8|8||
1000021422||7|7|6|6|
1000021460||4|4|||
1000021463|4||4|4|4|
1000021470|5|6|5|5||
1000021478|5|4|4|4||
1000021513|5|4|4|4||
1000021523|8|8|8|8||
1000021525|4|4|7|6|7|
1000021545|8|8|10|||
1000021556|6|6|6|5||
1000021587|5|5|5|4|4|
1000021654|4|5||||
1000021708|5|5|6|6|6|
1000021744|4|4|4|4||
1000021758|5|6|6|6|5|
1000021765|5|5|6|5||
1000021767|6|7|7|7|7|
1000021779|5|5|5|6|6|
1000021785|6|5|5|5||
1000021788|8|9|8|8|8|
1000021802||6|6|6|6|
1000021858|7|8|8|6||
1000021865|8|10|10|||
1000021892|6|6|6|6|6|
1000021893|6|5|6|5||
1000021923|5|4|5|5||
1000021938|7|9||||
1000021962|6|6|8|6||
1000021985|5|6|8|8|5|
1000021994|6|7|8|8|8|
1000022001|5|6|4||4|
1000022012|5|5|5|6|6|
1000022018|7|6|8|6|6|
1000022058|5|6|5|6||
1000022079|5|5|4|5||
1000022096|6|6||||
1000022105|3|3|4|4|5|
1000022106|||5|6||
1000022123|6|6|6|7|8|
1000022130|4|4|3|3|4|
1000022182|||5|||
1000022205|||5|8||
1000022210|5||4|5||
1000022215|5|4|4|4|4|
1000022290|7|8||||
1000022299|4|4|5|4||
