V_BZNO|KIS_LS_FNA_MKS_2021|KIS_LS_FNA_MKS_2022|KIS_LS_FNA_MKS_2023|KIS_LS_FNA_MKS_2024|KIS_LS_FNA_MKS_2025|
가상_사업자번호|최종재무평점_2021|최종재무평점_2022|최종재무평점_2023|최종재무평점_2024|최종재무평점_2025|
1000022513|6|6|6|8|9|
1000022522|5|5|4|4|5|
1000022616|5|6|6|6||
1000022642|5||4|||
1000022648|6|5|5|5||
1000022654|8|8|8|8|8|
1000022666|6|6|6|6||
1000022704|||||4|
1000022713|9|9||||
1000022734|6|6|7|||
1000022763|7|8|7|8|8|
1000022779|8|6|7|6|6|
1000022781|4|4|4|4|5|
1000022792|8|7|6|8|9|
1000022808|6|6|5|5||
1000022835|5|8|7|6|7|
1000022841|6|7|7|||
1000022849|6|5|6|5||
1000022870|4|4|4|4||
1000022928|8|8|6|9|10|
1000022934|8|6||6||
1000022938|6|||||
1000022950|8|9||||
1000022954|6|6||||
1000022965||||7||
1000022981|9|||||
1000023005|5|6|6|6|6|
1000023038|8|8|8|8||
1000023080|4|4|4|4||
1000023098|4|||||
1000023100|6||6|7|6|
1000023130|||5|||
1000023161|4|||4||
1000023168||4|4|||
1000023172|6|6|7|8||
1000023175|8|5|6|6||
1000023183|6|6|6|6||
1000023209|8|8|8|||
1000023235|3|3|4|3||
1000023251|6|6|7|7|8|
1000023256||8|7|8||
1000023263|8|9|10|9||
1000023295|5||5|4||
1000023326|5|5|5|5|7|
1000023378|8|6|7|8||
1000023383|5||6|6||
1000023392|6|6|4|5|5|
1000023398|3|3|4|3||
1000023435|4||4|4||
1000023438||||7|8|
1000023449|5|5|6|5|5|
1000023469|5|||||
1000023487||6|7|7||
1000023500|6|5|6|6|6|
1000023501|6|7|5|6|6|
1000023506|4|3|3|3|3|
1000023543||8||5|6|
1000023555||7|8|7||
1000023631|4|4|4|5|4|
1000023645|5|5|5|5||
1000023653|6|6|6|6|5|
1000023664|5|5|5|5|5|
1000023693|9|8|8|9|8|
1000023710|5|5|5|5|5|
1000023715|4|4|3|3||
1000023720|6|6|7|7|7|
1000023723|5|5|||3|
1000023758|6||6|6|6|
1000023765|4|4|4|5|4|
1000023853|5|6|6|5|5|
1000023862|4|4|4|4|4|
1000023895|5|5|4|4||
1000023906|5|5|4|5||
1000023907|8|6|9|||
1000023914|5|4|6|5||
1000023921|||4|4||
1000023945|8|5|5|5|8|
1000023975||5|5|5||
1000023982||5|4|||
1000024026|9|8||||
1000024060|4||4|4||
1000024063|4|4|5|5|5|
1000024132|5|5|6|5||
1000024157||||4|5|
1000024169|4|4|5|4||
1000024234|8|7|8|8|8|
1000024238|5|5|5|||
1000024255|5|6|8|8||
1000024262|6|5|6|6|6|
1000024292|5|5||||
1000024311|5|5|6|6|6|
1000024326|4|4|5|5|5|
1000024343|9|7|7|8|8|
1000024355|7|8|7|8|8|
1000024403|4|4|4|4|4|
1000024443|7|8|8|7|6|
1000024444|5|6|5|5|5|
1000024489|6|6||9||
1000024499|4|3|3|3||
1000024505|4|||||
1000024596|3|4|4|5|4|
1000024598|6|6||||
1000024602|4|4|4|6||
1000024640|4|4|5|||
1000024678|6|6|5|4||
1000024992||5|5|4||
1000024799||5||3||
1000015308|5|5|6|||
1000024740||4||4|4|
1000024746|4|5|5|5|4|
1000024773|7|8|7|7|7|
1000024825|4|3|4|5|7|
1000024863|5||5|||
1000025061|6|6|5|6|5|
1000025172|5|5||5|5|
1000023976|7|9||5||
1000012473|4|4|4|4|3|
1000012475|6|5|4|4|6|
1000021697|6|6|6|5|5|
1000005286||5|5|8|8|
1000023812|4|6|7|6|6|
1000025533|3|4||4||
1000019435|6|5|7|6||
1000024556|5|5|5|5|5|
1000024558|6|6|7|9||
1000026887|4|4||7|6|
1000024704|8|4|4|4||
1000025398|5|5|7|7|6|
1000020922|6|4|6|6|6|
1000011292|4|||||
1000025240|3|3|4|4|5|
1000025922|5||5|7|6|
1000021113|6|6|5|4||
1000019289|8|7|7|6|7|
1000019291|5||6|7|8|
1000013132|4|5||6||
1000025791|7|8|8|9|9|
1000026166|6|7|8|9||
1000007867|5|6|6|7||
1000015272|4|4|5|5||
1000011214|6|6|6|6|6|
1000011221|5|5|5|||
1000026427|||6|7|6|
1000025900|4|3|3|3||
1000025901|4|4|3|3|4|
1000016437|5|4|6|6|7|
1000024750|5|6|4|4|4|
1000013775|6|5|5|4||
1000025405|||3|||
1000026156|6|5|6|9||
1000025489|6|6|5|6||
1000005498|||4|5|4|
1000025683|5|5|5|||
1000023331|8|8|6|8|8|
1000025346|7|10||||
1000015291|6||6|5||
1000025462|8|6|6|6|7|
1000025466|10|9||||
1000013121|4||5|5||
1000011902|8|6|8|8|8|
1000025057|4|3|5|5|5|
1000026018|5|6|6|5|6|
1000026019|8|8|9|8||
1000025964|4|4|5|4||
1000006726|7|6|7|8|9|
1000025376|4|6|7|6|6|
1000025377|4|4|4|4||
1000026200|4|6|8|6||
1000024947|5|5|5|6|6|
1000005427||6||||
1000025847|10||8|7||
1000025123|4|4|4|6|5|
1000005388|8|10||||
1000009924|8|6|6|8||
1000025202|5|6|7|5||
1000018162|8|6|7|7|6|
1000008679|5||5|4||
1000025180|6|6|9|||
1000025325|5|6|7|8|7|
1000022458|8|8|8|8||
1000025878|4|4|4|3||
1000019686|5|5|4|4||
1000026578|4|4||4||
1000025537|5|5|6|6|6|
1000026079|4|||||
1000023964|6|5|5|||
1000027015|5|6|6|6|5|
1000005594||||4||
1000016353|7|7|7|5|5|
1000022187|8|||||
1000022188|9|9||||
1000026195|6|||||
1000025713|||8|8||
1000005382|2|2|5|2|3|
1000026256||6|4|5||
1000011916|5|4|6||5|
1000020108|8|6|8|7||
1000020111||6|8|10||
1000025480||5|5|5||
1000005490|6|7|8|10|10|
1000025072|6|7||6||
1000025429|8|7|6|7||
1000025654|6|7|6|7||
1000025107|2|2|3|3|3|
1000025544||5||5|5|
1000020892|||6|6|5|
1000025264|4|4|6|6|6|
1000026447|4|||||
1000013163|4|5|6|8|9|
1000005325|6|||||
1000025245|5|5|8|10|9|
1000025246|5|4|4|7||
1000025250|5|5|6|5||
1000025171|5|5|4|4||
1000015303|6|8|6|6||
1000015313|4|||||
1000025589|||4|5||
1000010811|5|4|4|4||
1000026262|||7|6||
1000016666|5|5|5|4||
1000016115|6|7|6|||
1000021930|4|5|5|5||
1000022884|7||5|5||
1000024298||5|5|6|8|
1000026561||6|5|6||
1000025186|6|5|5|9|10|
1000006729|6|6|6|7|8|
1000021115|4|5|6|||
1000018089|||5|6||
1000005226|8|7|8|9||
1000024869|4|5|4|5|4|
1000023305|6|5|5|5||
1000007886||6|6|7|8|
1000025422|7|7|7|8||
1000008374|8|4||||
1000025148|5|5|5|4|4|
1000025156|4|4|4|||
1000025579|5|4|5|5|6|
1000018183||3|5|5|5|
1000023284|9|10||||
1000024087||5|5|4||
1000015281|4|5|5|6|5|
1000021498|5|5|8|8||
1000025681|5|5|6|7|7|
1000025024|8|8|8|8|8|
1000024732|6|6|6|6||
1000022961|7|8|6|5|5|
1000023001|9|10||||
1000005264|7|6|7|7||
1000023310|5|||5||
1000021796|4|5|9|8||
1000028436|5|6|6|5|5|
1000026794|5|5|5|7||
1000028062|7|6|6|5|6|
1000028302|9|||||
1000025643|7|7|10|10||
1000026380|7|8|9|||
1000027793|6|9|8|9||
1000026520|||6|5|5|
1000024979|6|||6||
1000027547|4|6|6|6|6|
1000026676|4|4||||
1000026680|6|7|6|7|7|
1000028135|||6|6|6|
1000026994|4|5|4|5|4|
1000025291|6|6|6|6||
1000028886|8|5|4|5|5|
1000026125||4|5|5|5|
1000027177|6|6|5|6||
1000026491|8|9||||
1000027777|4|3||||
1000027339|7|6|6|6|6|
1000026435|5|||5||
1000026959|8|7|6|6|6|
1000027575|4|4|5|6|6|
1000027831||8|6|6|6|
1000027997|8|7|7|6|6|
1000027890|5|5|5|5|5|
1000027876|4||5|5|6|
1000027877|6|7|7|9||
1000029155|3|3|4|6|5|
1000026119|||4|4||
1000026860|5|4|4|4|4|
1000028609|4||6|7|7|
1000027453|6|6|7|7|6|
1000027678||6|6|7||
1000027680|7|6|6|||
1000026633|10|10||||
1000026208|9|10|10|5||
1000027384|4|5|6|8|7|
1000025095|5|6|8|9||
1000027439||6||6|4|
1000027061|6|7|7|7|7|
1000029190|5|6|6|8|8|
1000026710||4|4|4||
1000028090|4|4|5|5|5|
1000028406|8|7|9|||
1000029024|8||5|||
1000027510|||8|5|6|
1000027653|8|6|10|10||
1000026760|6|6|7|6||
1000026762|4||4|4||
1000026764||9||||
1000025667|||8|9||
1000026661|6|6|6|6|5|
1000028636|6|6||6||
1000028243|4|5|5|5|5|
1000028825|8|8|8|7||
1000024960|6|||6||
1000024962|8|7|8|8|7|
1000026049|5||6|6|7|
1000026411|4|4|4|4||
1000026412|8|8|9|10|9|
1000028483||6|6|5||
1000028484|4||5|5|4|
1000027635|5|6|5|5||
1000021515|6|5|5|6|8|
1000027926|8|8|8|8|8|
1000027927|8|4|4|4|4|
1000027871|6|||5|5|
1000028794|8|10||||
1000025867|6|6|9|||
1000027645|5|5|5|4||
1000029047|8||8|9||
1000028284|5||6|||
1000023311|5|4|4|5||
1000028517|4|4||5||
1000025551|4|5|6|8||
1000026569|6|6|6|6|6|
1000029226|7|7|7|6|6|
1000026766|7|7|8|7||
1000005454|5|5|6|6|5|
1000029718||5|7|8|8|
1000029719|4|4|||7|
1000028457||6||||
1000027804|5|5|5|5|5|
1000028257|5|6|5|5|5|
1000027686|6|7|8|6|6|
1000028840|5|7|9|9|10|
1000029782|6|6|8|8|8|
1000029783||6|6|6|5|
1000028942|8|8|8|8|8|
1000024994|4|4|4|4|4|
1000029673|6|6|7|7|7|
1000027620|5|6|8|8||
1000027156|4|4||4||
1000027160|6|5|5|5|5|
1000027163|8|6|10|||
1000011908|6|6|5|4|4|
1000028620|8|6|7|8|8|
1000025304|8|7|8|8|8|
1000029087|4|4|4|5|5|
1000024828|7|7|6|8|7|
1000029486|7|6|6|5|4|
1000026279|6|5|5|5||
1000026280|8|8|9|8||
1000029145|6|7|9|||
1000028674|6||6|5|4|
1000026735|6|7|9|10|10|
1000030116|8|6|8|7||
1000029036|5|4|4|4||
1000029000|5|4|4|4|4|
1000028786|4|5||||
1000025387|6|6|7|9|9|
1000005424|7|6|7|7||
1000028038|7|9|7|||
1000028041|6|6|6|6||
1000028053|6|7|10|6|6|
1000028612|||8|9||
1000029283|8|8|8|8|6|
1000028313|6||6|6||
1000029792|5|6|6|7|6|
1000026061|5|5|4|4||
1000026896|6|6|7|6|7|
1000029974|||4|4||
1000029344|6||5|||
1000027945|4|4|5|5|4|
1000028184|6|6|6|6||
1000025786|5|4|4|4||
1000019519|8||9|||
1000027788||5||||
1000029590|3|4|4|6|6|
1000026306|4|4|4|||
1000026309|7||8|8|8|
1000030466|4|3|4|4||
1000030469|5||5|||
1000029711|6||8|7||
1000029868|6|6|6|8||
1000029837|9|8|9|9|9|
1000030738||||7||
1000029554|6|8||8||
1000031067||4||||
1000031069||8|6|6||
1000030861||6|5|5|5|
1000031276||8|9|8||
1000029644|4|4|4|4|4|
1000029657|5|6|4|6||
1000029660|7|5|5|5|9|
1000029153|6||6|6||
1000028920||4|4|||
1000026548|||8|||
1000030302|3|5|8|9|8|
1000030534|8|6|6|7|6|
1000026700|5|5|5|5|6|
1000031303|||5|5||
1000031314|||8|8|6|
1000028342|4|6|7|9|8|
1000025058|6|4||||
1000028973|5|4|4|6|6|
1000029450|6|5|5|5|5|
1000027262|5|5|5|5|5|
1000029963||9|8|9||
1000029967|||8|8|6|
1000025976|7|9|9|10|10|
1000029117|7|6|6|6|6|
1000029669|6|8|9|9||
1000030273|8|8|8|8|8|
1000030439||||7|8|
1000021280|6|5|6|5||
1000026102|5|5|6|6|7|
1000029186|6|4||4||
1000029707|||6|6||
1000030409|6|6|5|||
1000029903||5|4|5|4|
1000029993||||5|6|
1000026532|7|7|7|6||
1000029091|5|5|5|4||
1000029107|5|4|3|3|4|
1000029368|6|8||||
1000028216|5|5||||
1000028220|6|6|6|8||
1000029638|5|4|4|7||
1000030079|||6|6||
1000030775|7|8|8|8|7|
1000029215|3|3|4|||
1000031140|8|8||8|6|
1000029811|6|6|4|4||
1000029812|4|4|5|6|6|
1000025254|5|7|9|9||
1000025256|4|4|4|4|4|
1000025985|5|5|4|5||
1000029751|8|8|7|8|8|
1000030231|6|7|8|7|8|
1000029738|9|10|10|10||
1000029725|6|6|6|6|6|
1000030750||8|6|6|7|
1000030754|8|9|8|8||
1000031230||8|9|8|8|
1000029847|8|8|8|||
1000031022|9|8|5|5|5|
1000029246|5||4|6|8|
1000030392|6||6|8|8|
1000029945|4|4|4|5|5|
1000029469|6||5|5||
1000029470|10|10||||
1000028763||7|9|||
1000028766|5|6|7|8|8|
1000028230|8|8|8|8|8|
1000028231|5||8|8|6|
1000030589|8|9|9|||
1000026241|4|5|5|6|6|
1000029428|4|4|6|6|6|
1000027594|6|6|9|9||
1000030016|4|5|7|7||
1000029306|4|6|6|8|8|
1000025729|6|6|9|8||
1000029936|7|7|6|8|8|
1000027399|5|6|6|5|5|
1000027400||5|4|4|4|
1000026902|4|5|4|5|6|
1000028400|4|4|4|5||
1000030380|7|6|8|7|6|
1000029476|||5|6||
1000025132|8|6|9|7|7|
1000027253|6|6|9|9|9|
1000027255|8|5|6|6|5|
1000028842|5|6|6|6|6|
1000028845|8|8|10|10||
1000029140|8|8|8|7|8|
1000030539|5|6|7|8|8|
1000029016|5|7|5|6||
1000029573|6||5|4|4|
1000030839|4||5|||
1000029130|4|4|4|4||
1000029231|4|5|5|5||
1000014047|4|4|4|4|4|
1000014049|||5|||
1000031088||9|9|9||
1000030815|||6|6|4|
1000030798|5|||||
1000030799|4|4|4|6||
1000028358|4||7|7|5|
1000030401|7|6|7|8|5|
1000030404|4|4||||
1000029761|4||4|||
1000030150|3|4|4|4||
1000025682||||8|9|
1000031500|||8|6|6|
1000031105|9|8|8|||
1000031002|4|5|4|4||
1000030500|7|5|5|7|7|
1000031128|7|9|6|5||
1000031129|10||9|9||
1000029787||8||||
1000027904||||4||
1000030857||6|8|8||
1000031267||6|6|7||
1000031268||8|7|||
1000030625|4|4|4|5|6|
1000028337||||9||
1000001151|7|6|7|7|8|
1000031311||9|9|10|10|
1000027422|6|6|5|5|5|
1000030786|||9|||
1000030374|8|8|8|9||
1000001042|8|6|6|6|8|
1000031647||7|8|9|9|
1000001057|3|3|3|4|4|
1000001085|3|4|6|5|4|
1000030901|5|5|5|5||
1000030902|4|5|5|5||
1000001940|2|3|3|3|3|
1000030779|7|7|8|8|8|
1000024725|6|6|4|6||
1000004576|7|6|7|7|6|
1000031716|||9|9||
1000024090|3|3|3|3|3|
1000025687|5||6|4|5|
1000026343|6|4|6|9||
1000026346|6|7|8|8|8|
1000027298|5|6|5|5|5|
1000031633||6|5|5|5|
1000026476|6|7|7|8||
1000028297|4|6||8||
1000028298|6|8|8|7|8|
1000030880||7|8|8||
1000004670|3|4||6||
1000005402|6|5||||
1000005404|8|8||||
1000005765|4|4|4|4|4|
1000005766|5|5|5|4|4|
1000005109|5|5|5|5|4|
1000004684|5|5||||
1000017951|5|5|5|5|5|
1000028889||8|8|5||
1000004687|7|||||
1000004835|4|4|5|5||
1000026087|6|6|6|6||
1000030524||6|6|6|7|
1000018416|5|4|4|4|4|
1000030541||6|8|8|6|
1000029528|5|5|7|7|7|
1000001296|3|3|4|4|3|
1000016614|6|8|7|7|7|
1000016613||||6||
1000030133|7|8|8|9||
1000029875|6|7||7|7|
1000001257||||6||
1000031047|8|6|6|6||
1000007040|7|8|9|8|8|
1000007488|5|5||||
1000004892|4|5|5|5||
1000025365||4|5|5|6|
1000011277|4||5|4|4|
1000004853|||5|6||
1000026443||8|6|8|9|
1000022788|8|7|8|8|8|
1000004864|4|4|4|4|4|
1000026867|8|9|9|8|8|
1000008346||5||5||
1000014283|8|8|9|8||
1000007895|6|6|6|||
1000004880|6|9||||
1000013891|6|6|7|8||
1000030491||9|8|6||
1000016361|6|6|6|5|3|
1000005185|4|4|4|4||
1000005187|4|5|4|5|5|
1000006533|5|4|4|||
1000004303|4|4||5||
1000031066||||8||
1000015024|7|8|10|9||
1000004649|6|7|8|6|6|
1000005027||6|6|6|6|
1000004433|4|4|6|6||
1000020003|8|6|7|6|8|
1000007825|4|4|8|8|9|
1000029069|8|9|9|8|8|
1000010486|||5|||
1000004783||4||||
1000020795|8||6|6|6|
1000009819||6||5||
1000017789|4|6|7|5|7|
1000004226|4|4|4|6|4|
1000007257|8|8|8|8||
1000020667|6|6|6|6||
1000009249|5|5|6|9|10|
1000008588||5|6|6|5|
1000004745|6|6|8|6||
1000017859|5|5|5|5|5|
1000017923|5|5|8|6|6|
1000017924|7|7|7|6||
1000031829|||6|5|4|
1000031149||5|6|6||
1000029691|6|3|4|4|5|
1000011820|5|7|6|6|6|
1000011855|5|4|5|4|5|
1000028537|4|8||||
1000011923||5||5||
1000031286||||3|4|
1000031287||6|6|6|6|
1000028315||4|4|4||
1000031936||||6|5|
1000011869|8|||||
1000011635||5||||
1000028486|4|5|5|5|4|
1000031892|||||6|
1000031893||||7||
1000011884|5|||||
1000011741|7|10||||
1000011827|5|5|3|3|6|
1000029823|6|6|6||5|
1000029652||4|4|5|4|
1000030325||||5||
1000030331|6|9|8|8|8|
1000031513||5|6|8||
1000029564|8|5|6|||
1000029567|6|6|6|||
1000030271|8|7|8|8|8|
1000030093|8|5|7|7||
1000028278||6|6|4|6|
1000028573|7|8|8|9||
1000029677|5|5|5|10||
1000031138|5|5|5|6|6|
1000031331||6|8|6||
1000031764||||5||
1000031839|||5|||
1000031507||6|7|7|7|
1000031854||||9|5|
1000029592|6|6|5|6|5|
1000031071||9|8|8||
1000028478||4|5|7|8|
1000029796|5|5|6|5||
1000031657||7|9|8||
1000031318|||6||6|
1000005716|6|6|6|6||
1000030897|5|5|6|6||
1000029460|5|8|8|8|8|
1000031170|6|6|6|9||
1000029622|||8||6|
1000030987||6|6|6||
1000030714|6|7|8|8||
1000031741||8|9|8|6|
1000031711||9|8|8|6|
1000031216||7|6|6|6|
1000029933|4|||6||
1000031082|6|6|6|7||
1000028718|6|6||||
1000031121||||8||
1000030731||7|7|8|7|
1000031837|||7|7||
1000030761|6|8|8|8|4|
1000030321|4|4||||
1000029948|5|5|6|6|7|
1000027715|6|9|9|10|10|
1000031060|4|5|6|7|7|
1000030927|8|6|6|7|7|
1000030928|5|6|6|7|8|
1000030842|4||4|2|4|
1000031403|||7|6|6|
1000029351|4|4|4|5|5|
1000030635|6|8|10|||
1000031077||5|8|8|8|
1000031612||5|5|4|4|
1000030138||5|5|5|6|
1000009664||5||||
1000005913|3|3|4|3|3|
1000007188|4|||||
1000006864|5|5|6|6|6|
1000006812|8|8|6|6|6|
1000008528|5|4||4|4|
1000008441|5|6|5|5|5|
1000009569|5|6|3|3|5|
1000006847|5|5|5|5|5|
1000024739|||4|||
1000007508|8|8|8||6|
1000007581|5|6|8|8||
1000006906|5||5|5|6|
1000005929|4|5||||
1000009636|4|5|8|||
1000005924|6|4|4|||
1000005926||4|5|5||
1000009147|5|5|8|8|7|
1000007564||5|5|5||
1000006878|4||5|5||
1000009625|5|4|4|3|4|
1000008516|5|6|5|||
1000007993||7||7||
1000006874|5|5|5|8|8|
1000009207|6|6|6|7|7|
1000008729|||4|3||
1000008337|4||4|4||
1000024646|4|6|6|5|5|
1000008644|5|4|4|5|5|
1000006994|5|4|4|4||
1000025839||4||4|4|
1000007828||8||||
1000031924|||9|9||
1000024542|5||5|6|6|
1000024176|7|6||6||
1000008334|4|5|5|7|7|
1000009315||6|5|4|4|
1000026210|4|4|4|5||
1000008341|||4|||
1000031789|||8|9|10|
1000024214|6|7|6|7|6|
1000010625|6|7|7|7|6|
1000025208|6|6|5|6||
1000031495||9|6|8|8|
1000029852||9||||
1000007832|5|8|6|7|6|
1000007721|8|8|8|6|5|
1000007774|3||4|4||
1000008248|4||5|5||
1000027807|7|8|9|||
1000027817|8|9|8|9||
1000008578|5||4|4||
1000028940|4||5|||
1000008272|10|8||||
1000008538|5|4|6||5|
1000009241|4|3|4|6|6|
1000031644|||3|3|3|
1000027969||5|7|7||
1000028967|8|8|8|4|4|
1000010477|8||7|7|7|
1000028730|4|3|3|3|4|
1000031730||6|6|8||
1000028027|6|5|5|||
1000028741|||8|6||
1000031742||8|6|6|5|
1000028045|7||8|5|6|
1000029665|8|9|9|9||
1000031853|4|5|9|10|9|
1000027099|8|8||||
1000028179|5|6|6|9||
1000029858|4|||4||
1000010465|4|4|4|4|3|
1000030677|8|6|6|5||
1000008279|5|5|5|5|5|
1000027602|6|6|6|6|6|
1000032067||||6||
1000008284|5|4||5||
1000010358|||4|4||
1000008542|6|6|8|7|8|
1000010437|6|6||5||
1000024338|3|2|3|3|2|
1000009280||4|4|||
1000008614|4|4|5|5|4|
1000006986|4||4|||
1000009292|8|8|8|7|8|
1000010375|5|4||4||
1000010037|4||4|5|5|
1000014060|8|9|10|||
1000030415||6|8|9|6|
1000028437|7|4|5|5||
1000030050|7|5|7|6|6|
1000031972||||8|9|
1000026016|8|6|6|8||
1000014053|8|8|7|6||
1000013061|5|4|4|3||
1000004837|4|7|8|8|9|
1000006671|4|5|5|5|4|
1000031674||8|6|8|7|
1000027073|5|6||5||
1000028021|6|8|8|8||
1000005060|5|5|6|5|5|
1000031799|5|5|5|5||
1000026360|||8|8|8|
1000026365|5|4|4|4||
1000031862||||6|6|
1000004515|3|4|4|3||
1000032064||||5|6|
1000032043|||9|6|9|
1000031980||||6||
1000026840||5|5|6||
1000009578|9|10|9|10|10|
1000009724|7|6|8|6|7|
1000009778|4|||4||
1000031214||9|9|8||
1000031974|||6|7|6|
1000032135|4|4|4|6||
1000029579|6|7|8|8||
1000009534|5|5|5|5|5|
1000005386|4|6|5|6|7|
1000013092|||4|4||
1000005139|8|8|7|8|7|
1000029639|6|6|6|5|6|
1000013098||7||7|6|
1000031803|||5|6||
1000032009|||8|8|8|
1000032010|||9|9|9|
1000030691|4|4|4|4|6|
1000031222|5|6|7|8|6|
1000030963|4||4|4||
1000032120|||||3|
1000029078|8|||||
1000029080|4|6|5|5||
1000005675|5|5|5|6|6|
1000005676|4|3|3|3|3|
1000030020|7|7|8|8|8|
1000027108|5|4|||6|
1000027447||5|7|7||
1000030407|5|5|6|5||
1000029728||6||6||
1000000024|4|5|5|7|6|
1000000042|4|4|5|6|6|
1000000056|4|6|7|10|10|
1000000069|4|5|5|5|6|
1000000093|6|5|4|4|5|
1000000106|4|5|5|5|4|
1000000114|5|5|5|6|5|
1000000115|4|4|4|4|4|
1000000120|3|3|4|3|3|
1000000148|6|7|7|6|8|
1000000193|2|2|2|2|2|
1000000203|||4|4|4|
1000000262|2|3|3|3|3|
1000000278|5|4|5|5|6|
1000000285|6|5|5|5|6|
1000000303|6|6|6|4|5|
1000000322|4|4|4|4|4|
1000000332|4|4|4|4|5|
1000000335|4|4|4|4|4|
1000000336|5|6|6|8||
1000000339|8|8|8|8|8|
1000000342|5|5|5|5||
1000000344|4|6||4||
1000000371|6|6|5|6|6|
1000000374|7|9||||
1000000379|4|4|5|4|4|
1000000382|4|4|6|4|4|
1000000386|5|5|4|4|4|
1000000393|6|6|6|6|6|
1000000407|7|7|10|10|10|
1000000410|6|5|5|4|4|
1000000426|6|5|5|5||
1000000458|5|6|3|4|3|
1000000461|3|3|3|4|4|
1000000463|5|6|6|6|5|
1000000550|6|6|7|7|6|
1000000620|3|3|3|3|3|
1000000625|8|8|10|||
1000000649||||6||
1000000655|6|6|6|6|6|
1000000659|5|4|4|4|4|
1000000687|7|7||6||
1000000690|8|8|8|8|8|
1000000697|5|6|6|6|6|
1000000711|3|3|3|3|4|
1000000719|5|5|5|5|5|
1000000745||9||||
1000000771|5|4|4|4|4|
1000000793|4|5|6|6|6|
1000000831|4|5|5|6|5|
1000000834|7|7|6|9|8|
1000000852|||5|5||
1000000854|4|4|4|4|4|
1000000865||6||6||
1000000884|5|5||||
1000000886|5|5|6|6|6|
1000000917|4|4||3||
1000000920|||6|6|8|
1000000970|5|5|6|6|6|
1000000998|4|3|3|3|3|
1000001121|9|9|9|9|6|
1000001145|||5|6||
1000001195|5|5|5|||
1000001255|6|5|4|4|4|
1000001294|8|9||||
1000001310|6|6|5|||
1000001319|5|6|7|||
1000001320|6|6|8|9|9|
1000001324|8|8|10|||
1000001335|5|6|6|6||
1000001368||5|5|5||
1000001382|7|7|10|9|10|
1000001392|6|9|8|9|9|
1000001419|8|6|8|9|9|
1000001427|7|8|6|7|6|
1000001431|||8|||
1000001452|4|4|4|8|6|
1000001518|5|5|5|5||
1000001531|3|3|4|3|3|
1000001549|4|4|8|||
1000001552|4|5|5|6|6|
1000001568|4|4|3|3|3|
1000001577|4|5||6||
1000001582|6|5|5|5|4|
1000001597|2|3|3|3|3|
1000001601|6|7|8|8|6|
1000001605|8|7|6|7|7|
1000001610|9|8|6|8|8|
1000001647|4|4|4|5|5|
1000025233||7|7|7||
1000025234|7|8|8|7|7|
1000001724|6|6|6|6|6|
1000001734|4||4|||
1000001752|6|6|6|6|6|
1000001761|7|5|4|4|4|
1000001813||8|10|||
1000001818|9|9|9|9|9|
1000001823|4|3|3|3|3|
1000001826|7|9|8||8|
1000001840|4|5|5|5|5|
1000001889|7|8||||
1000001897|6|5|6|5|5|
1000001898|3|3|3|3|3|
1000001937|4|5|4|4|4|
1000001943||4|4|4||
1000001987|5|7|5|5|5|
1000002011||6|7|8|7|
1000002053|6|6|6|8||
1000002133|7|10|10|||
1000002135|6|6|6|7|8|
1000002157|3|3|3|3|5|
1000002158|4|3|4|5|4|
1000002172|5|5|5|4||
1000002176|3|5|5|5|5|
1000002178||3|3|||
1000002180|4|4|6|5||
1000002183|5|3|5|||
1000002191|6|6|6|6|7|
1000002211|6|4|4|4||
1000002219|4|6|8|5|6|
1000002272|6|7|4|4|4|
1000002302|||6|6||
1000002309|||4|||
1000002343|6|6|6|||
1000002365||7|8|||
1000002372|4|4|5|5|5|
1000002436|6|8|9|9|9|
1000002440|8|8|8|6|8|
1000002442|6|4|6|5|6|
1000002458|5|6|8|9||
1000002472|4|4|2|3|4|
1000002481|5|6|4|4|4|
1000002486|6|6|6|7|8|
1000002499|6|6|4|5|6|
1000002520|4|3|4|3|3|
1000002532|3|2|2|2|2|
1000002556|3|3|3|3|3|
1000002559|4|4|4|5||
1000002583|8|6|8|7|7|
1000002587|4|4|5|5|5|
1000002603|6|6|7|9|8|
1000002604|||6|6|5|
1000002623|||5|||
1000002633|6|6|6|6||
1000002635|6|7|7|8|8|
1000002639|4|7|8|7|8|
1000002649|4|6|5|5|6|
1000002684|5|6|7|9|6|
1000002697|6|6|5|5||
1000002711|6|5|5|5||
1000002715|8|6|8|8|7|
1000002736|5||6|6|8|
1000002753|3|4|4|5||
1000002759|6|5|5|5|4|
1000002777||||4||
1000002790|5||5|||
1000002807|6|8|8|8||
1000002808|6|6|7|9|10|
1000002864|5|4|6|6||
1000002871||4|4|4||
1000002914||4||5||
1000002916|4|4|4|4|4|
1000002920|6|7|6|6|5|
1000002949|5|4|6|6|6|
1000002951|3|4|4|4|3|
1000002952|5|5|6|6|8|
1000003031|4|4|4|4||
1000003034|5|5|5|8||
1000003042|4|4|5|5|4|
1000003054|6|6|6|6|6|
1000003062|4|4|4|4|4|
1000003068|5|8|4|4||
1000003086|9|7|6|10|10|
1000003103|4|4|4|4|4|
1000003112|3|3|4|3|4|
1000003113|||4|5||
1000003121|||3|||
1000003132|8|8||8||
1000003145|4||4|4|4|
1000003164|6|7|6|5|5|
1000003174||4|5|||
1000003177|5|4|4|5|5|
1000003192|8|8|7|9|9|
