V_BZNO|CRINF_RLR_DSC|CRDBD_RSNC|CRDBD_OCU_YY|SUM(CRDBD_RSN_AM)|SUM(CRDBD_OVD_AM)|MAX(CRDBD_RLS_OCU_DT)|MAX(CRDBD_RLS_RSNC)|
가상_사업자번호|신용정보관련인구분코드 |신용불량사유코드 |신용불량발생일자 |신용불량사유금액 |신용불량연체금액 |신용불량해제발생일자 |신용불량해제사유코드 |
1000015571|7|101|202406|11560|11560|0|0|
1000015588|7|101|202110|10000|9988|0|0|
1000015588|7|101|202111|49997|49997|0|0|
1000015588|7|202|202111|1127524|1125654|0|0|
1000015620|7|104|202108|64570|58270|0|0|
1000015620|7|202|202108|1893790|1893790|0|0|
1000015620|7|101|202110|135737|95692|0|0|
1000015620|7|101|202111|99974|81362|0|0|
1000015623|7|101|202501|120000|9336|0|0|
1000015623|7|104|202502|28126|23225|0|0|
1000015627|7|101|202501|562500|105308|0|0|
1000015627|7|101|202502|450000|59144|0|0|
1000015627|7|202|202502|457191|457191|0|0|
1000015636|7|101|202501|793050|392055|20250925|16|
1000015636|7|101|202502|787778|787778|20250925|16|
1000015636|7|104|202502|53190|53190|0|0|
1000015646|7|101|202503|2534999|1135793|0|0|
1000015646|7|201|202504|71003|71003|0|0|
1000015646|7|201|202511|100000|100000|0|0|
1000015655|7|104|202603|82|82|0|0|
1000015659|7|104|202509|4160|3326|0|0|
1000015675|7|101|202412|30000|2|0|0|
1000015675|7|104|202412|4941|4941|0|0|
1000015675|7|101|202501|12885|9197|0|0|
1000015675|7|101|202502|30000|30000|0|0|
1000015680|7|104|202504|6800|6800|0|0|
1000015680|7|101|202506|260000|260000|0|0|
1000015688|7|105|202402|30692|30692|0|0|
1000015696|7|101|202305|200000|23970|0|0|
1000015724|7|104|202412|28931|28931|20251029|12|
1000015724|7|101|202501|200000|30000|20251030|12|
1000015724|7|104|202501|29216|29216|20251031|12|
1000015724|7|101|202502|270000|40500|20251106|12|
1000015724|7|101|202503|19000|1|20251031|12|
1000015735|7|101|202404|209160|20949|0|0|
1000015735|7|101|202405|71178|71178|0|0|
1000015735|7|101|202406|300000|15000|0|0|
1000015735|7|104|202406|3378|3378|0|0|
1000015735|7|105|202406|25400|25400|0|0|
1000015764|7|101|202412|100000|2|0|0|
1000015764|7|104|202412|4132|4132|0|0|
1000015764|7|101|202502|100000|2|0|0|
1000015764|7|202|202503|204909|204703|0|0|
1000015775|7|101|202108|1516887|569381|0|0|
1000015775|7|104|202108|11586|11586|0|0|
1000015775|7|101|202109|223095|223095|0|0|
1000015775|7|101|202110|20000|8911|0|0|
1000015775|7|104|202111|1520|1520|0|0|
1000015775|7|101|202203|90000|90000|0|0|
1000015887|7|101|202311|574890|158390|0|0|
1000015890|7|202|202106|30484|30484|0|0|
1000015890|7|202|202107|20041|20041|0|0|
1000015892|7|101|202411|352550|58516|0|0|
1000015892|7|104|202411|9832|7832|0|0|
1000015892|7|202|202411|641364|638830|0|0|
1000015892|7|104|202412|11940|0|20250821|1|
1000015895|7|104|202411|34296|34296|0|0|
1000015905|7|101|202506|16000|16000|0|0|
1000015907|7|101|202311|380000|45663|0|0|
1000015907|7|105|202401|28660|28660|0|0|
1000015907|7|101|202403|85000|2|0|0|
1000015908|7|101|202404|30000|2|0|0|
1000015919|7|101|202412|7889000|4832000|20250917|99|
1000015919|7|101|202501|3830000|3826073|20250725|12|
1000015938|7|101|202509|2000000|200000|0|0|
1000015938|7|101|202510|225000|224680|0|0|
1000015954|7|104|202201|31689|31687|0|0|
1000015997|7|101|202302|113247|113247|0|0|
1000016035|7|104|202305|17524|17524|0|0|
1000016035|7|101|202308|696343|252526|0|0|
1000016052|7|101|202404|14625|14625|0|0|
1000016070|7|101|202503|69260|2|20251111|12|
1000016078|7|101|202411|1964241|1193327|0|0|
1000016078|7|104|202411|145740|145714|0|0|
1000016078|7|101|202412|1279862|276862|0|0|
1000016078|7|101|202503|20000|20000|0|0|
1000016081|7|101|202210|48000|4669|20251128|16|
1000016101|7|101|202301|152000|151811|20251128|16|
1000016101|7|101|202302|59967|59967|0|0|
1000016104|7|101|202211|95000|9500|0|0|
1000016104|7|101|202301|73000|4692|20251128|16|
1000016104|7|101|202302|475000|59347|20251128|16|
1000016127|7|101|202107|270000|39865|0|0|
1000016127|7|101|202112|105640|55347|0|0|
1000016127|7|101|202202|66962|66932|0|0|
1000016130|7|104|202112|10159|9235|0|0|
1000016130|7|202|202201|77354|70950|0|0|
1000016130|7|101|202410|737841|735103|0|0|
1000016130|7|104|202410|13638|13638|0|0|
1000016133|7|101|202508|600378|169667|0|0|
1000016133|7|104|202508|43986|43888|0|0|
1000016133|7|105|202508|68067|68067|0|0|
1000016133|7|101|202509|70000|9084|0|0|
1000016133|7|104|202509|13972|5545|0|0|
1000016143|7|101|202310|1041700|101424|0|0|
1000016143|7|104|202310|47004|46863|0|0|
1000016143|7|105|202310|176408|176408|0|0|
1000016143|7|104|202311|5000|5000|0|0|
1000016143|7|202|202401|504328|504160|0|0|
1000016171|7|101|202209|465000|465000|20251128|16|
1000016171|7|104|202210|6894|6894|20251128|16|
1000016171|7|101|202212|40000|40000|0|0|
1000016200|7|101|202305|1477700|565700|0|0|
1000016200|7|101|202306|309000|309000|0|0|
1000016200|7|104|202306|145627|145627|0|0|
1000016200|7|101|202307|313500|313500|0|0|
1000016215|7|101|202509|300000|15000|20260209|12|
1000016217|7|101|202509|735807|735807|20260421|12|
1000016217|7|104|202509|108445|108445|20260422|12|
1000016217|7|101|202510|717488|717488|20260422|12|
1000016223|7|101|202212|482186|277310|0|0|
1000016223|7|101|202301|450000|450000|0|0|
1000016223|7|104|202301|44853|44853|0|0|
1000016223|7|101|202302|541400|8281|0|0|
1000016223|7|202|202304|986536|980779|0|0|
1000016223|7|105|202307|23495|23495|0|0|
1000016223|7|101|202401|29258|29258|0|0|
1000016238|7|101|202511|300000|33014|0|0|
1000016238|7|101|202603|16000|15500|0|0|
1000016242|7|104|202501|18461|18461|0|0|
1000016242|7|101|202502|500000|50000|0|0|
1000016251|7|104|202209|14322|14322|0|0|
1000016251|7|101|202210|1123734|814733|0|0|
1000016251|7|104|202210|25669|9927|20250731|1|
1000016251|7|101|202211|144000|144000|0|0|
1000016251|7|101|202212|50000|2|20251128|16|
1000016251|7|101|202303|150000|2|0|0|
1000016292|7|101|202212|1217962|292082|20250704|1|
1000016292|7|104|202212|9201|9201|0|0|
1000016317|7|104|202602|43675|43650|0|0|
1000016317|7|101|202603|39569|39569|0|0|
1000016335|7|101|202511|1361000|181932|0|0|
1000016335|7|104|202511|14896|14896|0|0|
1000016335|7|101|202602|67657|67657|0|0|
1000016370|7|101|202303|400000|55674|0|0|
1000016370|7|101|202305|76009|69505|0|0|
1000016370|7|101|202306|36814|36814|0|0|
1000016371|7|101|202505|200000|15000|0|0|
1000016371|7|101|202506|347000|165502|0|0|
1000016371|7|104|202506|61237|61237|0|0|
1000016371|7|101|202508|165000|16500|0|0|
1000016390|7|101|202501|413460|0|20260430|1|
1000016390|7|101|202502|454626|433356|0|0|
1000016407|7|101|202509|1074500|209228|0|0|
1000016407|7|101|202510|79492|79492|0|0|
1000016477|7|101|202109|21098|2|0|0|
1000016506|7|101|202504|1165000|183197|0|0|
1000016506|7|104|202505|3789|3789|0|0|
1000016533|7|101|202510|552683|552683|0|0|
1000016533|7|101|202511|31441|31441|0|0|
1000016533|7|104|202511|401|401|0|0|
1000016599|7|101|202504|285300|34861|0|0|
1000016605|7|101|202311|270000|23821|0|0|
1000016652|7|202|202207|973702|971868|0|0|
1000016652|7|101|202209|29114|29013|20251128|16|
1000016652|7|101|202210|264359|246382|20251128|16|
1000016659|7|101|202203|300000|300000|0|0|
1000016659|7|202|202203|2026085|2025315|20251223|16|
1000016659|7|101|202204|14441|2759|0|0|
1000016660|7|101|202402|1583443|1158184|0|0|
1000016660|7|104|202402|1531|1531|0|0|
1000016660|7|101|202403|533719|153728|0|0|
1000016717|7|101|202407|224150|17097|0|0|
1000016719|7|101|202111|216520|12106|0|0|
1000016719|7|202|202111|265899|188634|0|0|
1000016719|7|101|202202|7467|7467|0|0|
1000016735|7|104|202309|1118815|1115278|0|0|
1000016735|7|101|202310|4855000|4855000|0|0|
1000016735|7|104|202310|217416|215582|0|0|
1000016735|7|101|202311|1378238|952967|0|0|
1000016735|7|101|202312|249606|249606|0|0|
1000016735|7|101|202404|1610661|1610661|0|0|
1000016755|7|202|202506|269249|268721|0|0|
1000016755|7|104|202507|80332|80332|0|0|
1000016755|7|101|202508|1500000|146728|0|0|
1000016755|7|101|202509|29494|29494|0|0|
1000016767|7|101|202601|144333|94334|0|0|
1000016767|7|104|202601|9375|9375|0|0|
1000016771|7|101|202511|29478|29478|0|0|
1000016771|7|104|202511|21787|21787|0|0|
1000016771|7|105|202511|76655|76655|0|0|
1000016771|7|104|202602|15986|15986|0|0|
1000016781|7|104|202509|14996|14996|0|0|
1000016787|7|101|202311|418100|47949|0|0|
1000016787|7|104|202311|9819|8310|0|0|
1000016787|7|202|202311|481584|479698|0|0|
1000016787|7|101|202312|235344|35345|0|0|
1000016787|7|104|202312|4901|4901|0|0|
1000016787|7|101|202401|17171|17171|0|0|
1000016787|7|202|202401|24609|24028|0|0|
1000016787|7|101|202601|145209|145209|0|0|
1000016791|7|101|202304|758284|320058|0|0|
1000016791|7|104|202304|14282|14282|0|0|
1000016791|7|101|202305|608750|391419|0|0|
1000016791|7|104|202305|57899|57899|0|0|
1000016791|7|202|202305|568931|568265|0|0|
1000016791|7|101|202312|89963|89963|0|0|
1000016826|7|101|202305|333332|32150|0|0|
1000016826|7|104|202305|62639|62639|0|0|
1000016826|7|101|202306|135000|135000|0|0|
1000016826|7|104|202306|6387|6370|0|0|
1000016833|7|104|202304|37469|26567|0|0|
1000016833|7|101|202306|114000|114000|0|0|
1000016833|7|101|202307|100000|100000|0|0|
1000016833|7|202|202307|1968717|1967923|0|0|
1000016836|7|101|202409|492200|45231|0|0|
1000016836|7|104|202409|22797|22797|0|0|
1000016836|7|101|202410|230559|229145|0|0|
1000016836|7|104|202410|256|256|0|0|
1000016836|7|202|202410|1518752|1518750|0|0|
1000016836|7|101|202411|64|2|0|0|
1000016836|7|105|202411|15779|15779|0|0|
1000016841|7|104|202509|10265|10212|0|0|
1000016841|7|101|202510|680000|68000|0|0|
1000016841|7|101|202511|425998|128498|0|0|
1000016841|7|101|202602|15000|15000|0|0|
1000016864|7|101|202603|52183|39397|0|0|
1000016890|7|101|202406|469891|469839|0|0|
1000016890|7|101|202407|1526083|1526083|0|0|
1000016890|7|101|202408|2000000|2000000|0|0|
1000016890|7|104|202408|92328|92328|0|0|
1000016890|7|101|202409|40000|1|0|0|
1000016890|7|101|202412|412282|412282|0|0|
1000016890|7|104|202503|15863|15863|0|0|
1000016947|7|101|202512|494585|494585|0|0|
1000016947|7|101|202601|2811180|2757719|0|0|
1000016947|7|104|202601|11909|11909|0|0|
1000016947|7|101|202602|2264280|910280|0|0|
1000016947|7|201|202602|652567|652567|0|0|
1000016948|7|101|202504|29238000|2920800|0|0|
1000016949|7|101|202603|2167652|1381554|0|0|
1000017062|7|101|202402|2200000|219163|0|0|
1000017063|7|101|202511|1753875|1113875|0|0|
1000017063|7|104|202511|45913|45913|0|0|
1000017063|7|104|202512|10010|10010|0|0|
1000017070|7|101|202304|165230|0|20260114|1|
1000017076|7|101|202308|269000|74799|0|0|
1000017076|7|104|202308|5162|5162|0|0|
1000017077|7|101|202505|20000|20000|0|0|
1000017077|7|101|202506|3946500|546500|0|0|
1000017095|7|101|202401|29640|29640|0|0|
1000017095|7|101|202402|366987|187998|0|0|
1000017095|7|101|202403|76380|49018|0|0|
1000017135|7|101|202503|3934|3934|0|0|
1000017165|7|101|202603|5662|2|0|0|
1000017198|7|101|202211|1507000|937260|20251128|16|
1000017198|7|202|202211|981695|981695|0|0|
1000017198|7|101|202212|421390|421390|20251128|16|
1000017198|7|101|202301|56551|56551|20251128|16|
1000017198|7|101|202302|211375|211375|20251128|16|
1000017200|7|104|202601|10362|10362|0|0|
1000017217|7|101|202502|272159|272159|0|0|
1000017217|7|104|202502|70297|70297|0|0|
1000017219|7|104|202202|8810|8780|0|0|
1000017221|7|104|202505|67604|58833|0|0|
1000017226|7|101|202405|116680|97403|0|0|
1000017226|7|101|202406|449469|449398|0|0|
1000017226|7|201|202406|262808|262808|0|0|
1000017226|7|101|202407|388737|126925|0|0|
1000017226|7|201|202407|112551|112551|0|0|
1000017226|7|101|202409|124747|124747|0|0|
1000017226|7|201|202409|185125|180725|0|0|
1000017245|7|101|202412|2032588|1490239|20260422|12|
1000017245|7|104|202412|30115|30115|20260420|12|
1000017245|7|101|202501|246383|246383|20260422|12|
1000017245|7|101|202502|394098|394098|20260422|12|
1000017245|7|101|202503|199269|199269|20260422|12|
1000017245|7|101|202504|296455|296455|20260422|12|
1000017245|7|101|202505|278589|278589|20260422|12|
1000017245|7|101|202506|36807|36807|20260422|12|
1000017255|7|104|202510|11115|11115|0|0|
1000017255|7|101|202511|214000|123000|0|0|
1000017255|7|104|202511|45056|38533|0|0|
1000017255|7|101|202512|37773|3818|0|0|
1000017312|7|101|202112|1900000|582323|0|0|
1000017312|7|101|202201|485268|485268|0|0|
1000017312|7|101|202204|231000|230589|0|0|
1000017312|7|202|202211|750024|750024|0|0|
1000017321|7|101|202602|10011|9011|0|0|
1000017345|7|101|202503|619769|297458|0|0|
1000017345|7|104|202504|4141|4125|0|0|
1000017361|7|104|202309|5709|5709|0|0|
1000017361|7|101|202310|100000|10000|0|0|
1000017361|7|104|202310|5950|5950|0|0|
1000017393|7|101|202305|98791|9879|0|0|
1000017393|7|101|202310|249460|12473|0|0|
1000017395|7|101|202503|904000|619000|0|0|
1000017395|7|104|202503|27440|27440|0|0|
1000017395|7|201|202503|16710|3342|0|0|
1000017395|7|101|202504|238734|181742|0|0|
1000017395|7|104|202504|20880|20880|0|0|
1000017395|7|201|202504|1500724|946893|0|0|
1000017395|7|201|202505|354445|354445|0|0|
1000017395|7|101|202506|387089|387089|0|0|
1000017454|7|101|202403|900000|48955|0|0|
1000017488|7|202|202310|654562|648972|0|0|
1000017488|7|101|202311|304235|304235|0|0|
1000017488|7|101|202312|441726|441726|0|0|
1000017488|7|201|202312|27130|27130|0|0|
1000017488|7|101|202401|462947|462947|0|0|
1000017488|7|201|202401|320860|320860|0|0|
1000017491|7|101|202507|80000|15172|0|0|
1000017491|7|101|202511|2497|2497|0|0|
1000017494|7|101|202207|46115|46115|0|0|
1000017494|7|104|202207|10205|10189|0|0|
1000017494|7|202|202208|1430123|1430123|0|0|
1000017494|7|205|202210|564630|564630|20250725|4|
1000017499|7|101|202507|115000|0|20251110|1|
1000017501|7|101|202602|4903638|3234112|0|0|
1000017501|7|104|202602|214|214|0|0|
1000017501|7|101|202603|1934392|1934392|0|0|
1000017504|7|104|202503|7952|7952|0|0|
1000017504|7|101|202510|669700|669700|0|0|
1000017588|7|101|202106|45000|8563|0|0|
1000017588|7|104|202106|7860|7860|0|0|
1000017588|7|101|202107|125302|2528|20260507|7|
1000017588|7|202|202107|491789|489238|0|0|
1000017588|7|202|202108|88237|86955|0|0|
1000017588|7|101|202109|300000|44984|0|0|
1000017601|7|101|202304|65642|0|20251030|1|
1000017601|7|101|202602|79991|79991|0|0|
1000017624|7|101|202301|458900|94685|0|0|
1000017624|7|104|202301|15760|15760|0|0|
1000017624|7|101|202302|529675|177558|0|0|
1000017624|7|104|202302|2191|2191|0|0|
1000017624|7|101|202303|8370|8370|0|0|
1000017624|7|202|202303|776759|775219|0|0|
1000017681|7|101|202209|122257|122257|0|0|
1000017681|7|104|202209|4819|4819|0|0|
1000017681|7|101|202210|338600|50762|0|0|
1000017693|7|101|202106|82920|48370|0|0|
1000017693|7|202|202106|360330|360330|0|0|
1000017693|7|101|202107|483333|483266|20260415|13|
1000017693|7|104|202107|14560|14560|20260415|13|
1000017693|7|101|202109|700000|0|20260306|1|
1000017704|7|101|202508|30240|4536|0|0|
1000017704|7|104|202508|24321|24013|0|0|
1000017704|7|101|202509|150000|7500|0|0|
1000017704|7|101|202510|30000|30000|0|0|
1000017704|7|104|202510|4609|4609|0|0|
1000017704|7|101|202511|5000|5000|0|0|
1000017704|7|101|202512|4000|4000|0|0|
1000017706|7|101|202201|2876176|1705204|0|0|
1000017706|7|104|202201|31430|31430|0|0|
1000017706|7|101|202202|581314|326314|0|0|
1000017706|7|104|202202|18903|18903|0|0|
1000017706|7|101|202203|100000|100000|0|0|
1000017706|7|104|202203|4051|4051|0|0|
1000017714|7|101|202208|653882|144107|0|0|
1000017714|7|104|202208|72667|72613|0|0|
1000017714|7|201|202209|409538|408335|0|0|
1000017714|7|101|202210|72323|72323|0|0|
1000017714|7|201|202210|77247|77247|0|0|
1000017714|7|201|202211|33449|33449|0|0|
1000017751|7|101|202410|168000|49820|0|0|
1000017758|7|104|202306|6665|4611|0|0|
1000017758|7|101|202312|15504|6707|0|0|
1000017783|7|104|202510|7932|7932|0|0|
1000017783|7|101|202511|36750|36750|0|0|
1000017783|7|101|202512|67500|67500|0|0|
1000017803|7|101|202408|87582|87582|0|0|
1000017803|7|104|202409|13622|13622|0|0|
1000017806|7|104|202505|44441|44281|0|0|
1000017806|7|101|202506|975240|210840|0|0|
1000017806|7|104|202508|1997|1997|0|0|
1000017820|7|101|202401|245920|26106|0|0|
1000017820|7|104|202401|32793|32366|0|0|
1000017820|7|101|202402|139520|26582|0|0|
1000017820|7|104|202402|7399|7399|0|0|
1000017820|7|105|202402|7480|7480|0|0|
1000017820|7|105|202403|2729|2729|0|0|
1000017820|7|105|202405|28063|28063|0|0|
1000017834|7|101|202501|114342|113670|0|0|
1000017834|7|104|202501|49854|49854|0|0|
1000017834|7|101|202502|318934|169167|0|0|
1000017834|7|104|202502|19941|19941|0|0|
1000017834|7|101|202503|133783|133783|0|0|
1000017837|7|101|202308|516712|27794|0|0|
1000017837|7|104|202308|3789|3789|0|0|
1000017837|7|101|202309|125836|125696|0|0|
1000017837|7|104|202309|9703|9691|0|0|
1000017837|7|101|202310|5082|5082|0|0|
1000017837|7|104|202310|935|935|0|0|
1000017838|7|101|202306|50000|38360|0|0|
1000017838|7|101|202308|45429|31051|0|0|
1000017850|7|101|202409|95000|4750|0|0|
1000017850|7|104|202409|1101|1101|0|0|
1000017850|7|101|202410|290000|204382|0|0|
1000017850|7|101|202412|180000|15014|0|0|
1000017850|7|101|202501|85282|85282|0|0|
1000017850|7|101|202502|300000|22545|0|0|
1000017886|7|104|202601|9190|9190|0|0|
1000017886|7|101|202603|55000|55000|0|0|
1000017900|7|104|202208|14204|14203|0|0|
1000017900|7|101|202209|408465|132154|0|0|
1000017900|7|101|202210|165000|164805|0|0|
1000017900|7|101|202212|36947|36199|0|0|
1000017909|7|101|202503|47090|47090|0|0|
1000017909|7|101|202504|608000|95611|0|0|
1000017925|7|101|202312|1625000|2|0|0|
1000017925|7|101|202401|107560|9443|0|0|
1000017925|7|101|202402|381666|82012|0|0|
1000017925|7|104|202402|19466|19466|0|0|
1000017925|7|101|202403|358182|130057|0|0|
1000017925|7|104|202403|28558|28558|0|0|
1000017929|7|101|202403|940000|78799|0|0|
1000017929|7|104|202403|14908|14829|0|0|
1000017929|7|202|202404|890723|890127|0|0|
1000017935|7|101|202401|220000|33000|0|0|
1000017935|7|202|202402|306715|305457|0|0|
1000017935|7|101|202403|63000|60409|0|0|
1000017935|7|101|202404|132000|19800|0|0|
1000017935|7|101|202408|85000|85000|0|0|
1000017942|7|104|202109|20122|17622|0|0|
1000017942|7|101|202110|161806|161806|0|0|
1000017942|7|101|202111|1700000|20002|0|0|
1000017942|7|202|202112|183555|183555|0|0|
1000017958|7|101|202511|202000|202000|0|0|
1000017978|7|104|202412|207733|207733|0|0|
1000017978|7|101|202501|1253950|748265|0|0|
1000017978|7|104|202502|9956|9956|0|0|
1000017978|7|101|202503|550000|90269|0|0|
1000017978|7|101|202506|306500|306500|0|0|
1000017982|7|101|202105|233200|66840|0|0|
1000017982|7|104|202105|2540|2540|0|0|
1000017982|7|101|202106|50000|1|0|0|
1000017982|7|101|202108|22289|21696|0|0|
1000017988|7|104|202208|16961|16918|0|0|
1000017988|7|101|202209|194000|9002|0|0|
1000017988|7|201|202209|285319|285319|0|0|
1000017988|7|204|202209|639989|455121|0|0|
1000017988|7|201|202210|503730|343521|0|0|
1000017988|7|101|202211|320927|320927|0|0|
1000017988|7|201|202211|246845|246845|0|0|
1000017988|7|205|202301|82373|82373|0|0|
1000018005|7|101|202412|882552|286744|0|0|
1000018005|7|104|202412|126450|126450|0|0|
1000018005|7|101|202501|230000|34500|0|0|
1000018005|7|105|202502|47256|47256|0|0|
1000018005|7|101|202504|40552|40552|0|0|
1000018005|7|101|202509|18049|18049|0|0|
1000018020|7|101|202302|44000|12280|0|0|
1000018020|7|101|202303|29000|3208|0|0|
1000018020|7|101|202305|195000|195000|0|0|
1000018020|7|101|202308|44251|11011|0|0|
1000018026|7|101|202403|604846|317285|0|0|
1000018026|7|101|202404|200000|30000|0|0|
1000018026|7|104|202404|27243|27240|0|0|
1000018026|7|202|202405|108430|108262|0|0|
1000018026|7|101|202407|127500|127500|0|0|
1000018026|7|101|202409|347000|347000|0|0|
1000018027|7|101|202412|100000|15000|0|0|
1000018042|7|101|202401|250000|50000|0|0|
1000018042|7|104|202401|20539|20539|0|0|
1000018042|7|101|202402|93340|16871|0|0|
1000018042|7|202|202403|285424|285424|0|0|
1000018046|7|101|202407|324132|234113|0|0|
1000018046|7|104|202407|15546|15541|0|0|
1000018046|7|101|202408|137291|49001|0|0|
1000018046|7|104|202408|9384|9384|0|0|
1000018046|7|105|202408|3207|3207|0|0|
1000018047|7|104|202509|29993|29993|0|0|
1000018047|7|104|202510|757|757|0|0|
1000018047|7|101|202511|230000|32117|0|0|
1000018057|7|104|202409|646929|646083|0|0|
1000018057|7|101|202410|3950000|141106|0|0|
1000018057|7|104|202411|1412858|946735|0|0|
1000018090|7|101|202112|701380|177929|0|0|
1000018090|7|202|202112|373071|373071|0|0|
1000018090|7|101|202201|134955|134955|20251128|16|
1000018090|7|101|202202|750000|12467|0|0|
1000018090|7|101|202203|50000|2500|0|0|
1000018090|7|101|202204|1024636|917603|0|0|
1000018090|7|101|202206|300000|300000|0|0|
1000018090|7|101|202207|42057|42057|0|0|
1000018090|7|101|202303|85|85|0|0|
1000018096|7|202|202210|489946|474299|20251216|4|
1000018096|7|104|202211|31460|31078|0|0|
1000018096|7|101|202212|385547|368339|0|0|
1000018096|7|101|202302|40000|38347|0|0|
1000018110|7|101|202406|230560|7421|0|0|
1000018110|7|201|202406|235590|235590|0|0|
1000018110|7|101|202407|283304|283304|0|0|
1000018110|7|202|202407|223138|222514|0|0|
1000018110|7|101|202408|58162|58162|0|0|
1000018146|7|101|202402|500000|25000|0|0|
1000018146|7|101|202404|470000|470000|0|0|
1000018146|7|101|202503|26994|26994|0|0|
1000018148|7|101|202308|161318|16129|0|0|
1000018148|7|101|202309|287386|22692|0|0|
1000018148|7|104|202309|20451|20451|0|0|
1000018148|7|101|202406|1147|1147|0|0|
1000018150|7|101|202412|45988|45988|0|0|
1000018159|7|101|202302|203922|83630|0|0|
1000018159|7|202|202303|122464|122233|0|0|
1000018181|7|101|202306|26769|26769|0|0|
1000018340|7|101|202403|54238|20186|0|0|
1000018340|7|101|202404|56994|56994|0|0|
1000018340|7|101|202405|490975|490975|0|0|
1000018349|7|101|202311|320000|159283|0|0|
1000018385|7|101|202502|476317|125458|0|0|
1000018385|7|101|202503|985046|515870|0|0|
1000018385|7|104|202503|145688|145688|0|0|
1000018385|7|104|202504|4899|4899|0|0|
1000018398|7|101|202506|59000|59000|0|0|
1000018398|7|101|202507|73611|73611|0|0|
1000018398|7|104|202507|2532|2531|0|0|
1000018454|7|101|202109|1464286|703548|0|0|
1000018454|7|104|202109|36594|36594|0|0|
1000018454|7|104|202110|2373|2067|0|0|
1000018458|7|101|202502|181711|181711|20260123|12|
1000018458|7|104|202502|14420|14420|20260123|12|
1000018466|7|202|202304|24206|24206|0|0|
1000018466|7|104|202305|443|443|0|0|
1000018466|7|202|202306|251940|251940|0|0|
1000018468|7|104|202512|2875|2875|0|0|
1000018469|7|101|202305|69470|69470|20251222|12|
1000018469|7|101|202306|80000|80000|20251222|12|
1000018469|7|104|202306|262|262|0|0|
1000018506|7|101|202408|805397|805397|0|0|
1000018506|7|104|202408|135936|135936|0|0|
1000018506|7|101|202409|80625|80625|0|0|
1000018506|7|104|202409|42315|42315|0|0|
1000018519|7|104|202110|46128|46128|0|0|
1000018519|7|202|202110|3026486|3026486|0|0|
1000018519|7|101|202111|2111426|2111426|20251128|16|
1000018519|7|101|202504|472007|400796|0|0|
1000018536|7|101|202411|71426|71426|0|0|
1000018536|7|104|202411|228|228|0|0|
1000018536|7|101|202412|542324|538179|20260210|12|
1000018536|7|104|202412|1087|1087|0|0|
1000018536|7|201|202412|211543|211543|20260210|12|
1000018536|7|204|202412|66481|66481|0|0|
1000018536|7|101|202501|1164187|1142636|20260211|12|
1000018546|7|104|202504|1463|1463|0|0|
1000018570|7|202|202412|513646|511038|0|0|
1000018570|7|101|202501|40000|40000|0|0|
1000018570|7|101|202502|10000|10000|0|0|
1000018570|7|104|202502|54992|54992|0|0|
1000018570|7|101|202503|315000|55984|0|0|
1000018573|7|101|202501|31957|31957|20260325|12|
1000018596|7|101|202603|3932323|3932323|0|0|
1000018635|7|101|202405|2600000|2|0|0|
1000018635|7|104|202405|49405|49405|0|0|
1000018673|7|104|202207|33637|32383|20251128|16|
1000018673|7|101|202208|420094|420094|20251128|16|
1000018673|7|104|202208|20114|20114|0|0|
1000018673|7|101|202209|100511|100511|0|0|
1000018694|7|101|202503|6800|610|0|0|
1000018698|7|101|202402|282870|281425|0|0|
1000018716|7|202|202312|1211674|1199192|0|0|
1000018716|7|101|202401|248627|40692|0|0|
1000018716|7|104|202402|9942|9942|0|0|
1000018716|7|101|202403|1100000|94100|0|0|
1000018716|7|104|202403|17563|17563|0|0|
1000018793|7|101|202404|618000|438090|0|0|
1000018793|7|104|202404|4958|4958|0|0|
1000018793|7|101|202405|359968|90064|0|0|
1000018793|7|104|202405|18585|18565|0|0|
1000018793|7|101|202409|1852|1852|0|0|
1000018793|7|105|202409|4296|4296|0|0|
1000018807|7|202|202106|364239|363636|0|0|
1000018807|7|104|202107|29940|29940|0|0|
1000018807|7|101|202108|88158|88158|0|0|
1000018807|7|101|202503|28780|1726|0|0|
1000018888|7|101|202603|31827445|31795576|0|0|
1000018978|7|101|202410|80000|2675|0|0|
1000018990|7|101|202112|11249|5077|0|0|
1000018990|7|101|202202|8000|8000|0|0|
1000019023|7|101|202203|1096397|1096397|0|0|
1000019023|7|202|202203|1235181|1235181|0|0|
1000019032|7|202|202109|355124|355124|0|0|
1000019032|7|101|202111|247830|246183|0|0|
1000019032|7|104|202111|17910|17910|0|0|
1000019037|7|101|202509|269754|269754|0|0|
1000019037|7|104|202509|19712|19712|0|0|
1000019037|7|101|202510|1148834|1140512|0|0|
1000019037|7|104|202510|8973|8973|0|0|
1000019050|7|101|202311|39351|0|20260219|1|
1000019057|7|101|202402|570000|570000|0|0|
1000019057|7|101|202403|426872|426872|0|0|
1000019057|7|101|202404|100000|100000|0|0|
1000019126|7|101|202209|47990|47990|0|0|
1000019134|7|101|202506|13345|1|0|0|
1000019151|7|101|202503|1100978|1100978|20260116|12|
1000019151|7|101|202504|333333|333333|20260116|99|
1000019151|7|101|202505|900000|900000|20260119|12|
1000019169|7|101|202302|67559|67559|0|0|
1000019184|7|101|202401|701617|219617|0|0|
1000019184|7|104|202401|30300|30268|0|0|
1000019184|7|101|202402|197700|24621|0|0|
